Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
BALERION,BALERION,,2,5,5,0.368664,0.400417,0,2
VISERYS,VISERYS,,1,3,4,0.372093,0.4,0,3
TOMMEN,TOMMEN,,2,5,4,0.365297,0.392708,0,2
RAMSAY,RAMSAY,,1,3,4,0.350877,0.376042,0,0
WALDER,WALDER,,1,2,4,0.340426,0.3625,0,0
QHONO,QHONO,,4,8,4,0.40404,0.44375,0,0
DROGO,DROGO,,3,6,4,0.432432,0.461458,0,3
HIGH_SEPTON,HIGH_SEPTON,,1,2,5,0.31746,0.337917,0,1
WHITE_WALKER,WHITE_WALKER,,4,8,4,0.412371,0.448958,0,1
HOWLAND,HOWLAND,,1,2,5,0.274914,0.293125,0,0
JOANNA,JOANNA,,1,2,5,0.298507,0.319167,0,2
JON_ARRYN,JON_ARRYN,,2,4,4,0.352423,0.382292,0,0
MARGAERY,MARGAERY,,1,2,5,0.318725,0.344583,0,2
SHIREEN,SHIREEN,,1,2,5,0.283688,0.302917,0,1
STANNIS,STANNIS,,1,2,5,0.31746,0.337917,0,1
