Source,Target,Type,Id,Label,timeset,Weight,season
CATELYN,JAIME,Undirected,65,,,25,2
CERSEI,TOMMEN,Undirected,66,,,25,2
SANSA,TYRION,Undirected,67,,,25,2
CATELYN,LITTLEFINGER,Undirected,68,,,24,2
CERSEI,LANCEL,Undirected,69,,,24,2
GILLY,SAM,Undirected,70,,,24,2
LORAS,RENLY,Undirected,71,,,24,2
DAENERYS,PYATT_PREE,Undirected,72,,,23,2
LORAS,MARGAERY,Undirected,73,,,23,2
RODRIK,THEON,Undirected,74,,,23,2
ALTON,ROBB,Undirected,75,,,22,2
HODOR,OSHA,Undirected,76,,,22,2
ROS,VARYS,Undirected,77,,,22,2
BLACK_LORREN,THEON,Undirected,78,,,21,2
CERSEI,SHAE,Undirected,79,,,21,2
MATTHOS,STANNIS,Undirected,80,,,21,2
ROBB,THEON,Undirected,81,,,21,2
ARYA,YOREN,Undirected,82,,,20,2
DAENERYS,DOREAH,Undirected,83,,,20,2
LITTLEFINGER,RENLY,Undirected,84,,,20,2
SPICE_KING,XARO,Undirected,85,,,20,2
STANNIS,TYRION,Undirected,86,,,20,2
BRAN,RODRIK,Undirected,87,,,18,2
JORAH,QUAITHE,Undirected,88,,,18,2
CAPTAINS_DAUGHTER,THEON,Undirected,89,,,17,2
CATELYN,RICKARD_KARSTARK,Undirected,90,,,17,2
CERSEI,PYCELLE,Undirected,91,,,17,2
CRASTER,JON,Undirected,92,,,17,2
DAISY,ROS,Undirected,93,,,17,2
AMORY,ARYA,Undirected,94,,,16,2
ARYA,RORGE,Undirected,95,,,16,2
CRESSEN,DAVOS,Undirected,96,,,16,2
HODOR,RICKON,Undirected,97,,,16,2
LORD_OF_BONES,YGRITTE,Undirected,98,,,16,2
BALON,YARA,Undirected,99,,,15,2
CERSEI,TYWIN,Undirected,100,,,15,2
DAENERYS,IRRI,Undirected,101,,,15,2
JORAH,KOVARRO,Undirected,102,,,15,2
LITTLEFINGER,LORAS,Undirected,103,,,15,2
OSHA,RICKON,Undirected,104,,,15,2
AMORY,TYWIN,Undirected,105,,,14,2
MAESTER_LUWIN,OSHA,Undirected,106,,,14,2
MATTHOS,SALLADHOR,Undirected,107,,,14,2
BRONN,HOUND,Undirected,108,,,13,2
CATELYN,STANNIS,Undirected,109,,,13,2
CERSEI,JAIME,Undirected,110,,,13,2
DONTOS,JOFFREY,Undirected,111,,,13,2
DOREAH,XARO,Undirected,112,,,13,2
HAYLENE,TYRION,Undirected,113,,,13,2
JEOR,QHORIN,Undirected,114,,,13,2
JOFFREY,MERYN_TRANT,Undirected,115,,,13,2
LITTLEFINGER,ROS,Undirected,116,,,13,2
MERYN_TRANT,TYRION,Undirected,117,,,13,2
MYRCELLA,TYRION,Undirected,118,,,13,2
CERSEI,MYRCELLA,Undirected,119,,,12,2
DAENERYS,RAKHARO,Undirected,120,,,12,2
DAVOS,RENLY,Undirected,121,,,12,2
JAIME,TYRION,Undirected,122,,,12,2
JOFFREY,LANCEL,Undirected,123,,,12,2
JOFFREY,ROBB,Undirected,124,,,12,2
JON,LORD_OF_BONES,Undirected,125,,,12,2
JORAH,XARO,Undirected,126,,,12,2
MOUNTAIN,TYWIN,Undirected,127,,,12,2
NED,ROBB,Undirected,128,,,12,2
RICKARD_KARSTARK,ROBB,Undirected,129,,,12,2
BRONN,VARYS,Undirected,130,,,11,2
CATELYN,TALISA,Undirected,131,,,11,2
CERSEI,JANOS,Undirected,132,,,11,2
CERSEI,VARYS,Undirected,133,,,11,2
SHAE,VARYS,Undirected,134,,,11,2
TYRION,TYWIN,Undirected,135,,,11,2
BRONN,HAYLENE,Undirected,136,,,10,2
CRESSEN,MELISANDRE,Undirected,137,,,10,2
DAENERYS,DROGO,Undirected,138,,,10,2
GILLY,JON,Undirected,139,,,10,2
HOT_PIE,LOMMY,Undirected,140,,,10,2
JEOR,SAM,Undirected,141,,,10,2
KOVARRO,XARO,Undirected,142,,,10,2
MERYN_TRANT,SANSA,Undirected,143,,,10,2
NED,TYRION,Undirected,144,,,10,2
PODRICK,VARYS,Undirected,145,,,10,2
QHORIN,LORD_OF_BONES,Undirected,146,,,10,2
ALTON,CERSEI,Undirected,147,,,9,2
BRONN,JOFFREY,Undirected,148,,,9,2
CATELYN,LORAS,Undirected,149,,,9,2
HODOR,MAESTER_LUWIN,Undirected,150,,,9,2
HOUND,LANCEL,Undirected,151,,,9,2
JAQEN,RORGE,Undirected,152,,,9,2
JOFFREY,ROS,Undirected,153,,,9,2
JOFFREY,STANNIS,Undirected,154,,,9,2
JOFFREY,TYWIN,Undirected,155,,,9,2
KEVAN,TYWIN,Undirected,156,,,9,2
LITTLEFINGER,SANSA,Undirected,157,,,9,2
LITTLEFINGER,VARYS,Undirected,158,,,9,2
MANCE,QHORIN,Undirected,159,,,9,2
PYATT_PREE,XARO,Undirected,160,,,9,2
SANSA,TOMMEN,Undirected,161,,,9,2
AMORY,YOREN,Undirected,162,,,8,2
ARYA,BITER,Undirected,163,,,8,2
ARYA,LITTLEFINGER,Undirected,164,,,8,2
BALON,ROBB,Undirected,165,,,8,2
BITER,RORGE,Undirected,166,,,8,2
CATELYN,JACKS,Undirected,167,,,8,2
CATELYN,NED,Undirected,168,,,8,2
EDDISON_TOLLETT,JON,Undirected,169,,,8,2
JAIME,TYWIN,Undirected,170,,,8,2
JOFFREY,LORAS,Undirected,171,,,8,2
JOFFREY,MYRCELLA,Undirected,172,,,8,2
LITTLEFINGER,STANNIS,Undirected,173,,,8,2
MANDON,TYRION,Undirected,174,,,8,2
MELISANDRE,RENLY,Undirected,175,,,8,2
PYCELLE,VARYS,Undirected,176,,,8,2
REGINALD,TYWIN,Undirected,177,,,8,2
RENLY,ROBB,Undirected,178,,,8,2
ROBB,TYWIN,Undirected,179,,,8,2
ARYA,CERSEI,Undirected,180,,,7,2
ARYA,POLLIVER,Undirected,181,,,7,2
ARYA,ROBB,Undirected,182,,,7,2
BLACK_LORREN,DAGMER,Undirected,183,,,7,2
BRAN,ROBB,Undirected,184,,,7,2
BRIENNE,JACKS,Undirected,185,,,7,2
BRIENNE,LORAS,Undirected,186,,,7,2
DAISY,JOFFREY,Undirected,187,,,7,2
DOREAH,JORAH,Undirected,188,,,7,2
GENDRY,YOREN,Undirected,189,,,7,2
JAIME,JOFFREY,Undirected,190,,,7,2
JOFFREY,LITTLEFINGER,Undirected,191,,,7,2
JOFFREY,VARYS,Undirected,192,,,7,2
THEON,WINTERFELL_SHEPHERD,Undirected,193,,,7,2
ARYA,LOMMY,Undirected,194,,,6,2
ARYA,MOUNTAIN,Undirected,195,,,6,2
ARYA,SANSA,Undirected,196,,,6,2
BRAN,DAGMER,Undirected,197,,,6,2
BRAN,FARLEN,Undirected,198,,,6,2
BRONN,LANCEL,Undirected,199,,,6,2
BRONN,PYCELLE,Undirected,200,,,6,2
CATELYN,SANSA,Undirected,201,,,6,2
CERSEI,HOUND,Undirected,202,,,6,2
CERSEI,NED,Undirected,203,,,6,2
CERSEI,ROBERT,Undirected,204,,,6,2
CRASTER,GILLY,Undirected,205,,,6,2
GENDRY,TICKLER,Undirected,206,,,6,2
GRENN,JON,Undirected,207,,,6,2
JOFFREY,TOMMEN,Undirected,208,,,6,2
LOMMY,POLLIVER,Undirected,209,,,6,2
MANCE,YGRITTE,Undirected,210,,,6,2
MANDON,PODRICK,Undirected,211,,,6,2
RICKON,THEON,Undirected,212,,,6,2
ROBB,STANNIS,Undirected,213,,,6,2
ROOSE_BOLTON,TALISA,Undirected,214,,,6,2
ALTON,TORRHEN,Undirected,215,,,5,2
ARYA,CATELYN,Undirected,216,,,5,2
ARYA,JOFFREY,Undirected,217,,,5,2
ARYA,TICKLER,Undirected,218,,,5,2
BALON,NED,Undirected,219,,,5,2
BITER,JAQEN,Undirected,220,,,5,2
BRIENNE,MARGAERY,Undirected,221,,,5,2
BRIENNE,ROBB,Undirected,222,,,5,2
BRIENNE,STANNIS,Undirected,223,,,5,2
BRONN,MERYN_TRANT,Undirected,224,,,5,2
CATELYN,MARGAERY,Undirected,225,,,5,2
CATELYN,TYRION,Undirected,226,,,5,2
CERSEI,LORAS,Undirected,227,,,5,2
CERSEI,STANNIS,Undirected,228,,,5,2
CRASTER,SAM,Undirected,229,,,5,2
CRESSEN,STANNIS,Undirected,230,,,5,2
DAGMER,MAESTER_LUWIN,Undirected,231,,,5,2
DROWNED_PRIEST,THEON,Undirected,232,,,5,2
GERARD,RENLY,Undirected,233,,,5,2
HODOR,THEON,Undirected,234,,,5,2
HOUND,MERYN_TRANT,Undirected,235,,,5,2
JAIME,NED,Undirected,236,,,5,2
JOFFREY,PODRICK,Undirected,237,,,5,2
JOFFREY,ROBERT,Undirected,238,,,5,2
JON,MANCE,Undirected,239,,,5,2
JORAH,PYATT_PREE,Undirected,240,,,5,2
LORAS,STANNIS,Undirected,241,,,5,2
MAESTER_LUWIN,RODRIK,Undirected,242,,,5,2
MYRCELLA,SANSA,Undirected,243,,,5,2
MYRCELLA,TOMMEN,Undirected,244,,,5,2
NED,THEON,Undirected,245,,,5,2
PYCELLE,TIMETT,Undirected,246,,,5,2
QHORIN,SAM,Undirected,247,,,5,2
ROBB,RODRIK,Undirected,248,,,5,2
ROBB,SANSA,Undirected,249,,,5,2
ROBERT,STANNIS,Undirected,250,,,5,2
TYWIN,VARYS,Undirected,251,,,5,2
AERYS,JAIME,Undirected,252,,,4,2
ALTON,RICKARD_KARSTARK,Undirected,253,,,4,2
ARYA,NED,Undirected,254,,,4,2
BARRA,MHAEGEN,Undirected,255,,,4,2
BRONN,SANSA,Undirected,256,,,4,2
BRONN,TIMETT,Undirected,257,,,4,2
CATELYN,COLEN,Undirected,258,,,4,2
CATELYN,ROOSE_BOLTON,Undirected,259,,,4,2
CERSEI,PODRICK,Undirected,260,,,4,2
CERSEI,ROBB,Undirected,261,,,4,2
DAENERYS,QUAITHE,Undirected,262,,,4,2
DAENERYS,RHAEGO,Undirected,263,,,4,2
DAENERYS,SILK_KING,Undirected,264,,,4,2
DAGMER,RICKON,Undirected,265,,,4,2
DONTOS,MERYN_TRANT,Undirected,266,,,4,2
DOREAH,IRRI,Undirected,267,,,4,2
DOREAH,KOVARRO,Undirected,268,,,4,2
EDDISON_TOLLETT,GILLY,Undirected,269,,,4,2
GENDRY,JAQEN,Undirected,270,,,4,2
GENDRY,LOMMY,Undirected,271,,,4,2
GENDRY,TYWIN,Undirected,272,,,4,2
HAYLENE,HOUND,Undirected,273,,,4,2
HAYLENE,JOFFREY,Undirected,274,,,4,2
HOUND,PODRICK,Undirected,275,,,4,2
ILYN_PAYNE,SANSA,Undirected,276,,,4,2
ILYN_PAYNE,SHAE,Undirected,277,,,4,2
JAIME,RICKARD_KARSTARK,Undirected,278,,,4,2
JAIME,STANNIS,Undirected,279,,,4,2
JANOS,JOFFREY,Undirected,280,,,4,2
JANOS,LITTLEFINGER,Undirected,281,,,4,2
JANOS,MHAEGEN,Undirected,282,,,4,2
JANOS,ROS,Undirected,283,,,4,2
JOFFREY,MANDON,Undirected,284,,,4,2
JOFFREY,MARGAERY,Undirected,285,,,4,2
JON,NED,Undirected,286,,,4,2
LANCEL,SANSA,Undirected,287,,,4,2
LITTLEFINGER,PYCELLE,Undirected,288,,,4,2
MAESTER_LUWIN,RICKON,Undirected,289,,,4,2
MATTHOS,MELISANDRE,Undirected,290,,,4,2
NED,ROBERT,Undirected,291,,,4,2
NED,STANNIS,Undirected,292,,,4,2
RICKARD_KARSTARK,TORRHEN,Undirected,293,,,4,2
ROBB,YARA,Undirected,294,,,4,2
STANNIS,VARYS,Undirected,295,,,4,2
ALTON,TYRION,Undirected,296,,,3,2
AMORY,JAQEN,Undirected,297,,,3,2
AMORY,POLLIVER,Undirected,298,,,3,2
ARYA,HOUND,Undirected,299,,,3,2
ARYA,VISENYA,Undirected,300,,,3,2
BLACK_LORREN,RODRIK,Undirected,301,,,3,2
BRAN,JOFFREY,Undirected,302,,,3,2
BRAN,WINTERFELL_SHEPHERD,Undirected,303,,,3,2
BRONN,JANOS,Undirected,304,,,3,2
BRONN,PODRICK,Undirected,305,,,3,2
BRONN,TYWIN,Undirected,306,,,3,2
CATELYN,JOFFREY,Undirected,307,,,3,2
CERSEI,ILYN_PAYNE,Undirected,308,,,3,2
CERSEI,MANDON,Undirected,309,,,3,2
CERSEI,MERYN_TRANT,Undirected,310,,,3,2
CRASTER,EDDISON_TOLLETT,Undirected,311,,,3,2
DAENERYS,MALAKKO,Undirected,312,,,3,2
DAGMER,OSHA,Undirected,313,,,3,2
DAGMER,RODRIK,Undirected,314,,,3,2
DROGO,RHAEGO,Undirected,315,,,3,2
FARLEN,THEON,Undirected,316,,,3,2
GENDRY,MOUNTAIN,Undirected,317,,,3,2
GENDRY,RORGE,Undirected,318,,,3,2
HOT_PIE,JAQEN,Undirected,319,,,3,2
HOT_PIE,MOUNTAIN,Undirected,320,,,3,2
HOUND,SHAE,Undirected,321,,,3,2
IRRI,KOVARRO,Undirected,322,,,3,2
IRRI,XARO,Undirected,323,,,3,2
JAIME,MATTHOS,Undirected,324,,,3,2
JAIME,ROBERT,Undirected,325,,,3,2
JAIME,TORRHEN,Undirected,326,,,3,2
JANOS,PODRICK,Undirected,327,,,3,2
JANOS,VARYS,Undirected,328,,,3,2
JAQEN,TYWIN,Undirected,329,,,3,2
JOFFREY,NED,Undirected,330,,,3,2
JOFFREY,PYCELLE,Undirected,331,,,3,2
JOFFREY,TALISA,Undirected,332,,,3,2
JON_ARRYN,NED,Undirected,333,,,3,2
JORAH,SPICE_KING,Undirected,334,,,3,2
KOVARRO,MALAKKO,Undirected,335,,,3,2
KOVARRO,PYATT_PREE,Undirected,336,,,3,2
LANCEL,STANNIS,Undirected,337,,,3,2
LITTLEFINGER,ROBB,Undirected,338,,,3,2
LITTLEFINGER,ROBIN,Undirected,339,,,3,2
LORAS,PYCELLE,Undirected,340,,,3,2
LORAS,TYWIN,Undirected,341,,,3,2
MAESTER_LUWIN,PORTAN,Undirected,342,,,3,2
MAESTER_LUWIN,WINTERFELL_SHEPHERD,Undirected,343,,,3,2
MALAKKO,XARO,Undirected,344,,,3,2
MANCE,LORD_OF_BONES,Undirected,345,,,3,2
MOUNTAIN,POLLIVER,Undirected,346,,,3,2
MYRCELLA,ROBIN,Undirected,347,,,3,2
NED,VARYS,Undirected,348,,,3,2
NED,YARA,Undirected,349,,,3,2
PODRICK,PYCELLE,Undirected,350,,,3,2
PODRICK,SHAE,Undirected,351,,,3,2
PYATT_PREE,SPICE_KING,Undirected,352,,,3,2
PYCELLE,ROBERT,Undirected,353,,,3,2
PYCELLE,TYWIN,Undirected,354,,,3,2
QUENT,ROBB,Undirected,355,,,3,2
RENLY,ROBERT,Undirected,356,,,3,2
ROBB,SEPTON,Undirected,357,,,3,2
ROBERT,TYRION,Undirected,358,,,3,2
ROBIN,TYRION,Undirected,359,,,3,2
RORGE,YOREN,Undirected,360,,,3,2
SANSA,TYWIN,Undirected,361,,,3,2
SHAE,TOMMEN,Undirected,362,,,3,2
STANNIS,TYWIN,Undirected,363,,,3,2
THEON,VARYS,Undirected,364,,,3,2
TIMETT,TYRION,Undirected,365,,,3,2
TOMMEN,TYRION,Undirected,366,,,3,2
AEGON,ARYA,Undirected,367,,,2,2
AERYS,PYCELLE,Undirected,368,,,2,2
AERYS,ROBERT,Undirected,369,,,2,2
AERYS,TYWIN,Undirected,370,,,2,2
ALTON,TALISA,Undirected,371,,,2,2
AMORY,HOT_PIE,Undirected,372,,,2,2
ARYA,KEVAN,Undirected,373,,,2,2
ARYA,REGINALD,Undirected,374,,,2,2
ARYA,RHAENYS,Undirected,375,,,2,2
ARYA,SYRIO_FOREL,Undirected,376,,,2,2
ARYA,TYRION,Undirected,377,,,2,2
BALON,CATELYN,Undirected,378,,,2,2
BARRA,JANOS,Undirected,379,,,2,2
BENJEN,CRASTER,Undirected,380,,,2,2
BILLY,RICKON,Undirected,381,,,2,2
BITER,YOREN,Undirected,382,,,2,2
BLACK_LORREN,MAESTER_LUWIN,Undirected,383,,,2,2
BLACK_LORREN,OSHA,Undirected,384,,,2,2
BOROS,JOFFREY,Undirected,385,,,2,2
BRAN,CATELYN,Undirected,386,,,2,2
BRAN,SANSA,Undirected,387,,,2,2
BRIENNE,COLEN,Undirected,388,,,2,2
BRIENNE,DAVOS,Undirected,389,,,2,2
BRIENNE,LITTLEFINGER,Undirected,390,,,2,2
BRIENNE,MELISANDRE,Undirected,391,,,2,2
BRIENNE,RICKARD_KARSTARK,Undirected,392,,,2,2
BRONN,CERSEI,Undirected,393,,,2,2
BRONN,SHAE,Undirected,394,,,2,2
CATELYN,DAVOS,Undirected,395,,,2,2
CATELYN,MELISANDRE,Undirected,396,,,2,2
CATELYN,RICKON,Undirected,397,,,2,2
CERSEI,DAVOS,Undirected,398,,,2,2
CERSEI,HAYLENE,Undirected,399,,,2,2
CERSEI,JOANNA,Undirected,400,,,2,2
CERSEI,MATTHOS,Undirected,401,,,2,2
CERSEI,SALLADHOR,Undirected,402,,,2,2
COLEN,LORAS,Undirected,403,,,2,2
COLEN,MARGAERY,Undirected,404,,,2,2
COLEN,RENLY,Undirected,405,,,2,2
CRASTER,MANCE,Undirected,406,,,2,2
CRESSEN,MATTHOS,Undirected,407,,,2,2
DAGMER,FARLEN,Undirected,408,,,2,2
DAGMER,HODOR,Undirected,409,,,2,2
DAGMER,YARA,Undirected,410,,,2,2
DAVOS,FATHER_SEAWORTH,Undirected,411,,,2,2
DAVOS,JOFFREY,Undirected,412,,,2,2
DAVOS,LORAS,Undirected,413,,,2,2
DAVOS,MARYA,Undirected,414,,,2,2
DAVOS,ROBB,Undirected,415,,,2,2
DAVOS,ROBERT,Undirected,416,,,2,2
DONTOS,SANSA,Undirected,417,,,2,2
EDDISON_TOLLETT,JEOR,Undirected,418,,,2,2
FARLEN,RICKON,Undirected,419,,,2,2
FREY_DAUGHTER,ROBB,Undirected,420,,,2,2
GENDRY,NED,Undirected,421,,,2,2
GILLY,GRENN,Undirected,422,,,2,2
HARREN,TYWIN,Undirected,423,,,2,2
HAYLENE,PODRICK,Undirected,424,,,2,2
HIGH_SEPTON,MYRCELLA,Undirected,425,,,2,2
HOT_PIE,POLLIVER,Undirected,426,,,2,2
HOT_PIE,TICKLER,Undirected,427,,,2,2
HOUND,NED,Undirected,428,,,2,2
HOUND,STANNIS,Undirected,429,,,2,2
HOUND,TOMMEN,Undirected,430,,,2,2
ILYN_PAYNE,LANCEL,Undirected,431,,,2,2
ILYN_PAYNE,TOMMEN,Undirected,432,,,2,2
IRRI,JORAH,Undirected,433,,,2,2
JACKS,JAIME,Undirected,434,,,2,2
JAIME,JON,Undirected,435,,,2,2
JAIME,LITTLEFINGER,Undirected,436,,,2,2
JANOS,PYCELLE,Undirected,437,,,2,2
JAQEN,YOREN,Undirected,438,,,2,2
JEOR,TYRION,Undirected,439,,,2,2
JOFFREY,MATTHOS,Undirected,440,,,2,2
JOFFREY,RENLY,Undirected,441,,,2,2
JOFFREY,SHAE,Undirected,442,,,2,2
JON_ARRYN,PYCELLE,Undirected,443,,,2,2
JON_ARRYN,ROBERT,Undirected,444,,,2,2
JORAH,MALAKKO,Undirected,445,,,2,2
KEVAN,STANNIS,Undirected,446,,,2,2
KOVARRO,SPICE_KING,Undirected,447,,,2,2
LANCEL,SHAE,Undirected,448,,,2,2
LANCEL,TOMMEN,Undirected,449,,,2,2
LITTLEFINGER,MYRCELLA,Undirected,450,,,2,2
LORAS,MELISANDRE,Undirected,451,,,2,2
LORAS,ROBB,Undirected,452,,,2,2
LORAS,TOMMEN,Undirected,453,,,2,2
LYSA,TYRION,Undirected,454,,,2,2
MARGAERY,STANNIS,Undirected,455,,,2,2
MARGAERY,TYWIN,Undirected,456,,,2,2
MATTHOS,ROBERT,Undirected,457,,,2,2
MELESSA,SAM,Undirected,458,,,2,2
MERYN_TRANT,TOMMEN,Undirected,459,,,2,2
MHAEGEN,ROS,Undirected,460,,,2,2
MYRCELLA,ROBERT,Undirected,461,,,2,2
MYRCELLA,TRYSTANE,Undirected,462,,,2,2
NED,RODRIK,Undirected,463,,,2,2
NED,SANSA,Undirected,464,,,2,2
NED,TYWIN,Undirected,465,,,2,2
OSHA,ROBB,Undirected,466,,,2,2
POLLIVER,TYWIN,Undirected,467,,,2,2
PROTESTER,TYRION,Undirected,468,,,2,2
QUAITHE,XARO,Undirected,469,,,2,2
RAMSAY,ROOSE_BOLTON,Undirected,470,,,2,2
RANDYLL,SAM,Undirected,471,,,2,2
RENNICK,ROBB,Undirected,472,,,2,2
RHAENYS,VISENYA,Undirected,473,,,2,2
RICKARD_KARSTARK,ROOSE_BOLTON,Undirected,474,,,2,2
RICKARD_KARSTARK,TALISA,Undirected,475,,,2,2
RICKON,RODRIK,Undirected,476,,,2,2
ROBERT,THEON,Undirected,477,,,2,2
ROBERT,TOMMEN,Undirected,478,,,2,2
SEPTON,TALISA,Undirected,479,,,2,2
SHAE,TYWIN,Undirected,480,,,2,2
SILK_KING,SPICE_KING,Undirected,481,,,2,2
TALISA,TORRHEN,Undirected,482,,,2,2
THEON,TORRHEN,Undirected,483,,,2,2
THEON,TYRION,Undirected,484,,,2,2
TRYSTANE,TYRION,Undirected,485,,,2,2
