Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
MAESTER_AEMON,MAESTER_AEMON,,5,46,6,0.283654,0.338418,232.285714,5
BLACK_HAIRED_PROSTITUTE,BLACK_HAIRED_PROSTITUTE,,1,17,7,0.280285,0.310674,0,2
MALKO,MALKO,,2,29,7,0.280952,0.314911,0,2
MERYN_TRANT,MERYN_TRANT,,10,58,6,0.334278,0.400989,227.695614,4
LOBODA,LOBODA,,3,28,6,0.276995,0.31935,0,5
OLYVAR,OLYVAR,,9,54,6,0.363077,0.420056,12.959102,4
LOLLYS,LOLLYS,,3,19,7,0.29064,0.328047,117,1
SEPTA_UNELLA,SEPTA_UNELLA,,2,16,6,0.317204,0.352966,0,4
NYMERIA,NYMERIA,,6,36,7,0.292804,0.340759,0.222222,1
THIN_MAN,THIN_MAN,,6,32,7,0.282297,0.329036,13.260452,0
HIGH_SEPTON,HIGH_SEPTON,,7,47,6,0.32687,0.381215,5.860714,4
DORNISH_RIDER,DORNISH_RIDER,,2,16,7,0.289216,0.322397,0,1
MELARA,MELARA,,2,14,6,0.316354,0.351554,0,4
TYWIN,TYWIN,,10,43,5,0.4,0.454661,181.40931,4
EDDISON_TOLLETT,EDDISON_TOLLETT,,11,44,5,0.33908,0.405932,235.777381,5
LORD_OF_BONES,LORD_OF_BONES,,2,17,6,0.276347,0.315113,0,5
BRAND,BRAND,,2,17,6,0.259912,0.296893,0,5
DERRYK,DERRYK,,3,23,6,0.260486,0.30113,0.5,5
OBARA,OBARA,,9,51,7,0.295,0.353471,3.946032,1
ROYCE,ROYCE,,3,14,6,0.325069,0.359887,0,3
WALDA,WALDA,,6,35,5,0.343023,0.386017,0,3
RENLY,RENLY,,5,19,6,0.345029,0.385452,7.320513,3
LITTLE_SAM,LITTLE_SAM,,7,25,5,0.333333,0.386158,0.428571,5
CATELYN,CATELYN,,5,21,5,0.344023,0.381921,1.848997,3
OWNER,OWNER,,4,18,7,0.285714,0.329036,0,2
OBERYN,OBERYN,,4,17,6,0.323288,0.368503,9.584839,1
MADAME,MADAME,,2,8,7,0.276995,0.307143,0,4
BRAN,BRAN,,3,13,6,0.310526,0.342514,0,3
RICKON,RICKON,,3,13,6,0.310526,0.342514,0,3
ROBERT,ROBERT,,12,32,5,0.42446,0.47839,719.080425,4
NED,NED,,7,21,5,0.40273,0.445198,195.974146,3
NIGHT_KING,NIGHT_KING,,2,6,6,0.276347,0.315113,0,5
ROBIN,ROBIN,,3,8,6,0.325069,0.359887,0,3
QUICK,QUICK,,5,12,7,0.286408,0.333273,0,2
STRONG,STRONG,,5,12,7,0.286408,0.333273,0,2
YOHN_ROYCE,YOHN_ROYCE,,2,7,6,0.324176,0.35565,0,3
AEGON,AEGON,,2,5,7,0.222222,0.251917,117,5
AERYS,AERYS,,2,5,7,0.252137,0.283273,0,2
RHAEGAR,RHAEGAR,,2,5,6,0.304124,0.33065,29.731621,2
JOFFREY,JOFFREY,,8,19,6,0.384365,0.439831,66.134697,4
JEOR,JEOR,,2,5,6,0.27896,0.320763,0,5
OTHELL_YARWYCK,OTHELL_YARWYCK,,1,3,6,0.275701,0.310876,0,5
ROBB,ROBB,,5,11,5,0.371069,0.413701,99.297655,3
LYANNA,LYANNA,,2,6,6,0.324176,0.35565,0,3
LYSA,LYSA,,1,3,6,0.31383,0.340819,0,3
LORD_WEEBLY,LORD_WEEBLY,,2,5,6,0.27896,0.320763,0,5
SHAE,SHAE,,2,6,6,0.298734,0.332345,0,2
RHAENYRA,RHAENYRA,,1,2,8,0.182099,0.199364,0,5
DENYS,DENYS,,1,2,6,0.25431,0.279944,0,5
MOUNTAIN,MOUNTAIN,,2,4,7,0.276995,0.307143,0,0
WALDER,WALDER,,1,2,7,0.251599,0.276917,0,0
BRIAN,BRIAN,,1,2,6,0.275701,0.310876,0,5
SELWYN,SELWYN,,1,2,6,0.285024,0.301977,0,3
FALYSE,FALYSE,,1,2,7,0.251599,0.279964,0,1
CERWYN,CERWYN,,1,2,6,0.273148,0.292655,0,3
PYP,PYP,,2,4,6,0.25486,0.285169,117,5
GRENN,GRENN,,1,2,7,0.203448,0.220077,0,5
TANDA,TANDA,,1,2,8,0.225621,0.2443,0,1
LYANNA_MORMONT,LYANNA_MORMONT,,1,2,5,0.312169,0.337712,0,5
MAESTER_WOLKAN,MAESTER_WOLKAN,,1,2,5,0.304124,0.322034,0,3
MAGNAR,MAGNAR,,1,2,6,0.259341,0.292655,0,5
RANDYLL,RANDYLL,,1,2,6,0.259341,0.292655,0,5
STEFFON,STEFFON,,1,2,5,0.312169,0.337712,0,5
