Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
KOVARRO,KOVARRO,,8,71,2,0.722222,0.807692,2,1
CRASTER,CRASTER,,7,64,5,0.299213,0.34386,120.040955,3
HODOR,HODOR,,6,82,5,0.322946,0.366374,0,5
SALLADHOR,SALLADHOR,,3,43,5,0.347561,0.38348,0,4
TOMMEN,TOMMEN,,12,63,4,0.395833,0.455409,12.649467,0
GILLY,GILLY,,5,46,5,0.282178,0.319883,0.5,3
PYATT_PREE,PYATT_PREE,,5,43,2,0.619048,0.692308,0,1
RODRIK,RODRIK,,8,61,4,0.389078,0.432749,75.483932,5
ROS,ROS,,6,67,5,0.364217,0.40731,34.732544,0
BLACK_LORREN,BLACK_LORREN,,5,35,5,0.311475,0.350292,0.142857,5
YOREN,YOREN,,6,42,5,0.331395,0.374708,1.116667,2
DOREAH,DOREAH,,5,48,2,0.619048,0.692308,0,1
QUAITHE,QUAITHE,,3,24,2,0.565217,0.615385,0,1
CAPTAINS_DAUGHTER,CAPTAINS_DAUGHTER,,1,17,5,0.307278,0.331287,0,5
RICKARD_KARSTARK,RICKARD_KARSTARK,,8,47,4,0.378738,0.421784,16.113873,4
DAISY,DAISY,,2,24,5,0.351852,0.381725,0,0
AMORY,AMORY,,6,46,5,0.343373,0.390789,3.959591,2
RORGE,RORGE,,5,39,5,0.330435,0.370322,0.25,2
CRESSEN,CRESSEN,,4,33,5,0.322946,0.359357,0,4
LORD_OF_BONES,LORD_OF_BONES,,4,41,5,0.279412,0.311111,0,3
IRRI,IRRI,,5,27,2,0.619048,0.692308,0,1
DONTOS,DONTOS,,3,19,5,0.352941,0.386111,0,0
HAYLENE,HAYLENE,,6,35,4,0.38,0.420322,0,0
MERYN_TRANT,MERYN_TRANT,,8,55,4,0.38255,0.429094,5.632965,0
MYRCELLA,MYRCELLA,,10,54,4,0.390411,0.443713,130.020588,0
RAKHARO,RAKHARO,,1,12,2,0.52,0.538462,0,1
MOUNTAIN,MOUNTAIN,,5,27,5,0.342342,0.386404,1.475464,2
NED,NED,,20,89,3,0.518182,0.570175,847.867825,4
DROGO,DROGO,,2,13,2,0.541667,0.576923,0,1
LOMMY,LOMMY,,4,26,5,0.32948,0.365936,0.2,2
KEVAN,KEVAN,,3,13,5,0.351852,0.39152,1.555419,2
MANCE,MANCE,,5,25,5,0.280788,0.316959,2.5,3
BITER,BITER,,4,23,5,0.32948,0.365936,0,2
JACKS,JACKS,,3,17,4,0.358491,0.384503,0,4
MANDON,MANDON,,4,21,4,0.377483,0.41155,0,0
REGINALD,REGINALD,,2,10,5,0.339286,0.373246,0,2
POLLIVER,POLLIVER,,6,23,5,0.343373,0.390789,4.151854,2
WINTERFELL_SHEPHERD,WINTERFELL_SHEPHERD,,3,13,5,0.319328,0.351754,0,5
FARLEN,FARLEN,,4,13,5,0.320225,0.35614,0,5
ROBERT,ROBERT,,15,46,4,0.447059,0.50731,144.662974,0
TICKLER,TICKLER,,3,13,5,0.32853,0.36155,0,2
TORRHEN,TORRHEN,,5,16,4,0.357367,0.395468,11.097612,4
DROWNED_PRIEST,DROWNED_PRIEST,,1,5,5,0.307278,0.331287,0,5
GERARD,GERARD,,1,5,6,0.287879,0.312135,0,4
TIMETT,TIMETT,,3,12,4,0.354037,0.384503,0,0
AERYS,AERYS,,4,10,4,0.378738,0.409357,1.363038,4
BARRA,BARRA,,2,6,5,0.283582,0.308041,0,0
MHAEGEN,MHAEGEN,,3,10,5,0.285,0.313889,0.833333,0
COLEN,COLEN,,5,12,5,0.345455,0.382456,0,4
RHAEGO,RHAEGO,,2,7,2,0.541667,0.576923,0,1
SILK_KING,SILK_KING,,2,6,2,0.541667,0.576923,0,1
ILYN_PAYNE,ILYN_PAYNE,,5,15,5,0.350769,0.389766,0,0
VISENYA,VISENYA,,2,5,5,0.327586,0.357164,0,2
MALAKKO,MALAKKO,,4,11,2,0.590909,0.653846,0,1
JON_ARRYN,JON_ARRYN,,3,7,4,0.365385,0.390351,0.689525,0
ROBIN,ROBIN,,3,9,4,0.364217,0.394006,0,0
PORTAN,PORTAN,,1,3,6,0.246753,0.269298,0,5
QUENT,QUENT,,1,3,5,0.337278,0.361257,0,4
SEPTON,SEPTON,,2,5,5,0.339286,0.367105,0,4
AEGON,AEGON,,1,2,5,0.326648,0.352778,0,2
RHAENYS,RHAENYS,,2,4,5,0.327586,0.357164,0,2
SYRIO_FOREL,SYRIO_FOREL,,1,2,5,0.326648,0.352778,0,2
BENJEN,BENJEN,,1,2,6,0.230769,0.25,0,3
BILLY,BILLY,,1,2,6,0.268235,0.289912,0,5
BOROS,BOROS,,1,2,5,0.349693,0.375877,0,0
JOANNA,JOANNA,,1,2,5,0.335294,0.362573,0,0
FATHER_SEAWORTH,FATHER_SEAWORTH,,1,2,6,0.290076,0.315789,0,4
MARYA,MARYA,,1,2,6,0.290076,0.315789,0,4
FREY_DAUGHTER,FREY_DAUGHTER,,1,2,5,0.337278,0.361257,0,4
HARREN,HARREN,,1,2,5,0.324786,0.350146,0,2
HIGH_SEPTON,HIGH_SEPTON,,1,2,5,0.281481,0.301462,0,0
LYSA,LYSA,,1,2,4,0.349693,0.372807,0,0
MELESSA,MELESSA,,1,2,6,0.231707,0.252924,0,3
TRYSTANE,TRYSTANE,,2,4,4,0.351852,0.378655,0,0
PROTESTER,PROTESTER,,1,2,4,0.349693,0.372807,0,0
RAMSAY,RAMSAY,,1,2,6,0.263279,0.280117,0,4
RANDYLL,RANDYLL,,1,2,6,0.231707,0.252924,0,3
RENNICK,RENNICK,,1,2,5,0.337278,0.361257,0,4
