Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
TYCHO,TYCHO,,4,39,6,0.324324,0.359028,50.775649,7
MORGAN,MORGAN,,7,52,6,0.298401,0.346825,7.191388,0
MOUNTAIN,MOUNTAIN,,14,76,5,0.344969,0.413294,81.432516,0
RALF,RALF,,3,22,7,0.248521,0.274164,12.278342,5
TERNESIO_TERYS,TERNESIO_TERYS,,1,17,6,0.278146,0.304464,0,4
KARL_TANNER,KARL_TANNER,,9,81,7,0.284746,0.342517,25.565636,6
MYRANDA,MYRANDA,,4,31,7,0.256098,0.286961,0.583333,5
FENNESZ,FENNESZ,,3,22,7,0.226415,0.261409,1,1
TANSY,TANSY,,3,27,7,0.255319,0.282993,0,5
SALLADHOR,SALLADHOR,,2,19,7,0.241727,0.269005,167,7
ELIA,ELIA,,4,24,5,0.320611,0.358234,0,0
LORAS,LORAS,,14,65,5,0.343558,0.41131,34.124495,0
OLLY,OLLY,,13,74,7,0.281407,0.349561,126.393816,3
RAST,RAST,,8,35,7,0.274062,0.322279,2.537825,6
DYING_MAN,DYING_MAN,,2,22,6,0.285714,0.314583,0,4
CATELYN,CATELYN,,13,56,5,0.377528,0.435417,159.291021,2
SALLY,SALLY,,3,23,6,0.286201,0.31756,0,4
SISSY,SISSY,,8,39,7,0.285714,0.341029,27.639937,3
MORGANS_FRIEND,MORGANS_FRIEND,,5,24,6,0.297345,0.340873,0,0
THREE_EYED_RAVEN,THREE_EYED_RAVEN,,5,22,7,0.265823,0.299957,0,6
CRASTER,CRASTER,,16,63,7,0.293706,0.372775,120.302371,3
MAREI,MAREI,,6,28,6,0.297345,0.342857,6.136626,0
BALON_DWARF,BALON_DWARF,,5,21,5,0.318182,0.355258,0.25,8
ROBB_DWARF,ROBB_DWARF,,8,27,5,0.332673,0.383532,10.100469,8
DONNEL_HILL,DONNEL_HILL,,3,13,7,0.252632,0.288152,1,3
MORAG,MORAG,,6,28,7,0.283784,0.333092,0,3
BOLTON_GUARD,BOLTON_GUARD,,2,10,8,0.204629,0.223363,0,5
LEAF,LEAF,,5,19,7,0.265823,0.299957,0,6
MEEREEN_CHAMPION,MEEREEN_CHAMPION,,3,13,7,0.22611,0.260417,0,1
DONGO_THE_GIANT,DONGO_THE_GIANT,,2,9,7,0.272285,0.307894,0,3
MAG_THE_MIGHTY,MAG_THE_MIGHTY,,6,26,7,0.276771,0.325751,20.127376,3
DORNISH_LORD,DORNISH_LORD,,2,9,6,0.295255,0.330952,0,0
ENDREW,ENDREW,,2,12,5,0.32,0.351786,0,0
GUYMON,GUYMON,,4,14,8,0.221344,0.258425,0,3
HIZDAHRS_FATHER,HIZDAHRS_FATHER,,2,11,7,0.225806,0.25744,0,1
MOLES_TOWN_MADAM,MOLES_TOWN_MADAM,,4,14,7,0.254932,0.2946,0,3
NED,NED,,17,54,5,0.427481,0.487798,2816.439803,2
RENLY_DWARF,RENLY_DWARF,,6,18,5,0.318786,0.358234,0.892857,8
STANNIS_DWARF,STANNIS_DWARF,,5,18,5,0.318182,0.355258,0.47619,8
OTHELL_YARWYCK,OTHELL_YARWYCK,,3,11,7,0.273171,0.311862,0,3
BALON,BALON,,2,8,7,0.248154,0.271188,0,5
MYRCELLA,MYRCELLA,,2,8,6,0.298401,0.331845,0,0
ELDER_MEEREEN_SLAVE,ELDER_MEEREEN_SLAVE,,3,14,7,0.212389,0.239087,83,1
MOSSADOR,MOSSADOR,,3,11,7,0.212389,0.239087,83,1
FIRST_MATE,FIRST_MATE,,3,14,7,0.233983,0.258943,42.129423,5
GOATHERD,GOATHERD,,6,19,6,0.266667,0.307837,167,1
RORGE,RORGE,,3,12,6,0.286201,0.31756,7.750414,4
JOFFREY_DWARF,JOFFREY_DWARF,,9,28,5,0.333333,0.386508,15.645707,8
JON_ARRYN,JON_ARRYN,,5,16,6,0.281407,0.316667,0.533333,2
MERYN_TRANT,MERYN_TRANT,,10,29,5,0.366812,0.424504,1072.034068,0
ORSON,ORSON,,1,6,6,0.293194,0.325,0,0
MASTER_MIGHDAL,MASTER_MIGHDAL,,2,7,7,0.225806,0.25744,0,1
HIGH_SEPTON,HIGH_SEPTON,,6,22,5,0.323077,0.364683,1.46978,0
MANSERVANT,MANSERVANT,,2,8,7,0.225806,0.25744,0,1
LHARA,LHARA,,1,5,8,0.194896,0.209687,0,7
LUTHOR,LUTHOR,,2,7,6,0.256098,0.284127,0,0
WALDA,WALDA,,2,10,7,0.25416,0.278033,0,5
ADRACK_HUMBLE,ADRACK_HUMBLE,,2,6,7,0.233333,0.254974,0,5
AERYS,AERYS,,4,13,5,0.323699,0.362202,2.197619,0
ROBERT,ROBERT,,4,12,5,0.339394,0.371131,10.51966,0
AXELL_FLORENT,AXELL_FLORENT,,4,12,6,0.287179,0.31756,0,7
BLACK_JACK,BLACK_JACK,,2,8,1,1,1,0,9
KEGS,KEGS,,2,8,1,1,1,0,9
MULLY,MULLY,,2,8,1,1,1,0,9
ROBB,ROBB,,5,13,5,0.352941,0.393353,280.230921,2
COOPER,COOPER,,2,7,7,0.251497,0.283192,0,3
CRASTERS_BABY,CRASTERS_BABY,,10,26,7,0.272727,0.324759,334.128164,6
MEEREEN_SLAVE,MEEREEN_SLAVE,,2,7,8,0.175549,0.192935,0,1
OLLYS_MOTHER,OLLYS_MOTHER,,5,13,8,0.221929,0.262394,0.392857,3
THENN_WARG,THENN_WARG,,3,10,8,0.220472,0.253465,0,3
QHORIN,QHORIN,,2,5,7,0.271845,0.306902,0,3
BAELOR,BAELOR,,4,9,5,0.327485,0.367659,1.542471,0
SELWYN,SELWYN,,1,3,6,0.27541,0.299405,0,4
LOLLYS,LOLLYS,,2,5,6,0.294221,0.328968,0,0
HOSTER,HOSTER,,4,10,6,0.280936,0.31369,0,2
DONNEL_WAYNWOOD,DONNEL_WAYNWOOD,,2,5,6,0.285714,0.314583,0,4
DORAN,DORAN,,2,5,6,0.295255,0.330952,0,0
INNKEEPER,INNKEEPER,,4,10,6,0.286689,0.320536,0,4
SYRIO_FOREL,SYRIO_FOREL,,3,7,6,0.3,0.333234,0,4
RENLY,RENLY,,1,3,5,0.315789,0.343353,0,0
VANCE_CORBRAY,VANCE_CORBRAY,,4,9,6,0.294221,0.331746,0,2
INNKEEPERS_DAUGHTER,INNKEEPERS_DAUGHTER,,2,4,6,0.285714,0.314583,0,4
JAQEN,JAQEN,,1,2,6,0.278146,0.304464,0,4
LOMMY,LOMMY,,2,4,6,0.285714,0.314583,0,4
TOMMY,TOMMY,,4,8,6,0.286689,0.320536,0,4
BITER,BITER,,2,4,6,0.265823,0.295139,0,4
BOROS,BOROS,,1,2,6,0.303797,0.328571,0,0
RICKON,RICKON,,2,4,7,0.270096,0.30095,0,5
FALYSE,FALYSE,,1,2,6,0.256881,0.281349,0,0
FOOL,FOOL,,3,6,5,0.323699,0.359722,0,0
JOANNA,JOANNA,,2,4,5,0.314607,0.343849,0,0
NIGHT_KING,NIGHT_KING,,2,4,8,0.214834,0.239576,0,6
WHITE_WALKER,WHITE_WALKER,,2,4,8,0.214834,0.239576,0,6
DROGO,DROGO,,2,4,7,0.225806,0.25744,0,1
RHAEGAR,RHAEGAR,,2,4,7,0.225806,0.25744,0,1
VISERYS,VISERYS,,1,2,7,0.225503,0.254464,0,1
GOATHERDS_SON,GOATHERDS_SON,,1,2,7,0.21079,0.229663,0,1
JEOR,JEOR,,2,4,7,0.274062,0.31087,0,6
VIOLA,VIOLA,,2,4,6,0.256098,0.284127,0,0
ZALA,ZALA,,1,2,7,0.211321,0.231647,0,1
MUSICIAN,MUSICIAN,,1,2,6,0.255708,0.281151,0,0
ORYS,ORYS,,2,4,6,0.292174,0.32123,0,0
ORYS_BROTHER,ORYS_BROTHER,,2,4,6,0.292174,0.32123,0,0
RANDYLL,RANDYLL,,1,2,7,0.253776,0.285672,0,3
WAYMAR_ROYCE,WAYMAR_ROYCE,,1,2,6,0.291667,0.320833,0,2
