Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
VARDIS_EGEN,VARDIS_EGEN,,6,39,4,0.382263,0.419333,0,4
RHAEGO,RHAEGO,,4,24,5,0.320513,0.3512,0,1
JANOS,JANOS,,5,25,4,0.393082,0.426667,0,0
GENDRY,GENDRY,,6,31,4,0.399361,0.436,18.467604,0
HOT_PIE,HOT_PIE,,3,20,5,0.337838,0.366267,0.833333,5
LOMMY_GREENHANDS,LOMMY_GREENHANDS,,2,14,5,0.336022,0.360933,0,5
MERYN_TRANT,MERYN_TRANT,,9,55,4,0.405844,0.450667,7.536742,0
JON_ARRYN,JON_ARRYN,,11,48,4,0.428082,0.475333,32.046494,0
HODOR,HODOR,,5,22,5,0.378788,0.4176,2.914536,3
STANNIS,STANNIS,,9,39,4,0.41806,0.460667,7.202955,0
MAGO,MAGO,,2,18,5,0.315657,0.3392,0,1
MYCAH,MYCAH,,4,22,4,0.398089,0.429333,0,0
TOBHO_MOTT,TOBHO_MOTT,,2,15,4,0.389408,0.414667,0,0
RAST,RAST,,7,38,5,0.378788,0.422933,14.577874,2
OLD_NAN,OLD_NAN,,3,15,5,0.349162,0.378267,0,3
MHAEGEN,MHAEGEN,,3,13,4,0.389408,0.417333,0,0
AERYS,AERYS,,13,41,3,0.456204,0.502667,174.581404,0
BAELOR,BAELOR,,9,30,4,0.404531,0.449333,0.236111,0
DAREON,DAREON,,10,30,5,0.359195,0.4076,47.052717,2
STABLE_BOY,STABLE_BOY,,1,7,5,0.335121,0.356933,0,0
HUGH_OF_THE_VALE,HUGH_OF_THE_VALE,,6,23,4,0.39557,0.432,1.249271,0
OTHELL_YARWYCK,OTHELL_YARWYCK,,6,24,5,0.353107,0.388933,4.884182,2
OTHOR,OTHOR,,4,15,5,0.351124,0.380933,0,2
MOUNTAIN,MOUNTAIN,,7,30,4,0.401929,0.440667,1.486111,0
TOMARD,TOMARD,,3,10,4,0.389408,0.417333,0,0
GARED,GARED,,2,9,5,0.301932,0.319867,0,6
ROYCE,ROYCE,,2,9,5,0.301932,0.319867,0,6
JONOS_BRACKEN,JONOS_BRACKEN,,2,7,5,0.340599,0.3656,0,3
MASHA_HEDDLE,MASHA_HEDDLE,,2,8,4,0.377644,0.403333,0,4
RICKARD_STARK,RICKARD_STARK,,4,12,4,0.396825,0.428,1.120635,0
ILYN_PAYNE,ILYN_PAYNE,,10,33,4,0.405844,0.453333,0.642857,0
WILL,WILL,,8,25,4,0.429553,0.468,368.29259,6
LYANNA,LYANNA,,3,9,4,0.39557,0.423333,0,0
RYGER_RIVERS,RYGER_RIVERS,,1,4,5,0.277778,0.294667,0,3
STEVRON_FREY,STEVRON_FREY,,2,6,4,0.359195,0.383333,0,3
WAYMAR_ROYCE,WAYMAR_ROYCE,,1,4,5,0.301205,0.315867,0,6
ADDAM_MARBRAND,ADDAM_MARBRAND,,3,8,5,0.319693,0.345467,0.516667,4
LEO_LEFFORD,LEO_LEFFORD,,3,7,5,0.356125,0.3876,7.727696,4
RHAEGAR,RHAEGAR,,2,5,4,0.364431,0.388667,0,0
ASSASSIN,ASSASSIN,,3,7,4,0.372024,0.4,0,3
BALON,BALON,,2,5,5,0.366569,0.394933,0,3
BERIC,BERIC,,2,5,4,0.394322,0.419333,0,0
BRANDON_STARK,BRANDON_STARK,,5,11,4,0.428082,0.458667,4.977814,3
HOSTER,HOSTER,,2,6,4,0.359195,0.383333,0,3
COHOLLO,COHOLLO,,1,3,5,0.280269,0.300667,0,1
JHIQUI,JHIQUI,,3,7,5,0.316456,0.3432,0,1
MYRCELLA,MYRCELLA,,1,3,5,0.353107,0.378267,0,4
AEGON,AEGON,,2,4,4,0.335121,0.354667,0,2
BORCAS,BORCAS,,2,4,5,0.31407,0.3364,0,2
BOWEN_MARSH,BOWEN_MARSH,,2,4,5,0.31407,0.3364,0,2
LUKE,LUKE,,2,4,5,0.31407,0.3364,0,2
IROGENIA,IROGENIA,,1,2,6,0.24558,0.2636,0,1
GALBART_GLOVER,GALBART_GLOVER,,3,6,5,0.34153,0.3696,0.5,3
RICKARD_KARSTARK,RICKARD_KARSTARK,,3,6,5,0.348189,0.376933,0,3
HIGH_SEPTON,HIGH_SEPTON,,1,2,4,0.386997,0.409333,0,0
TYSHA,TYSHA,,2,4,5,0.361272,0.3916,0,4
JAREMY_RYKKER,JAREMY_RYKKER,,3,6,5,0.322165,0.3488,0,2
JOANNA,JOANNA,,1,2,5,0.353107,0.378267,0,4
TOMMEN,TOMMEN,,2,4,4,0.369822,0.394,0,0
LITTLE_BIRD,LITTLE_BIRD,,1,2,5,0.302663,0.3224,0,1
JOYEUSE,JOYEUSE,,1,2,5,0.277778,0.294667,0,3
MACE,MACE,,1,2,5,0.288018,0.304,0,0
MELESSA,MELESSA,,1,2,6,0.265957,0.286,0,2
ROOSE_BOLTON,ROOSE_BOLTON,,1,2,4,0.386997,0.409333,0,0
STEFFON,STEFFON,,1,2,4,0.386997,0.409333,0,0
VARLY,VARLY,,1,2,4,0.386997,0.409333,0,0
RANDYLL,RANDYLL,,1,2,6,0.265957,0.286,0,2
