Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
OBARA,OBARA,,5,26,6,0.258755,0.302882,65.5,8
DOSH_KHALEEN_LEADER,DOSH_KHALEEN_LEADER,,4,20,6,0.264414,0.301629,0,1
DORAN,DORAN,,5,23,7,0.208138,0.24556,1.5,8
MYRANDA,MYRANDA,,2,12,6,0.282979,0.31391,0,0
RICKARD_KARSTARK,RICKARD_KARSTARK,,4,22,6,0.284188,0.321429,0.333333,0
OLLY,OLLY,,8,35,6,0.317422,0.371178,0,0
BELICHO,BELICHO,,7,32,5,0.327586,0.377318,0,1
GUARD_CAPTAIN,GUARD_CAPTAIN,,2,13,5,0.277662,0.303759,0,6
GLOVER,GLOVER,,6,21,5,0.361413,0.404135,7.84623,0
MAESTER_MORMONT,MAESTER_MORMONT,,4,21,5,0.358491,0.395363,0,0
TRYSTANE,TRYSTANE,,2,13,7,0.206202,0.230523,0,8
BOWEN_MARSH,BOWEN_MARSH,,8,38,6,0.317422,0.371178,0,0
ARTHUR_CHILD,ARTHUR_CHILD,,1,6,6,0.256262,0.279073,0,6
CATELYN,CATELYN,,5,16,4,0.383285,0.424812,79.561266,6
DROGO,DROGO,,2,11,6,0.263366,0.29411,0,1
MOUNTAIN,MOUNTAIN,,1,5,5,0.30787,0.334712,0,6
MYRCELLA,MYRCELLA,,3,13,5,0.319712,0.357268,0,6
TYWIN,TYWIN,,6,18,4,0.390029,0.429825,0,2
DIM_DALBA,DIM_DALBA,,5,16,5,0.360434,0.400376,0,0
DOM,DOM,,2,8,5,0.277662,0.305764,0,1
MAESTER_DORNE,MAESTER_DORNE,,4,11,7,0.207813,0.241801,0,8
TYENE,TYENE,,7,21,6,0.259766,0.310401,192,8
ROBB,ROBB,,9,25,4,0.394659,0.442356,174.7024,0
RICKARD_STARK,RICKARD_STARK,,1,5,6,0.301587,0.328947,0,4
HOWLAND,HOWLAND,,4,13,6,0.307159,0.346491,0,4
OTHELL_YARWYCK,OTHELL_YARWYCK,,8,22,6,0.317422,0.371178,0,0
MANDERLY,MANDERLY,,4,13,5,0.334171,0.369048,0.2,0
HARALD,HARALD,,7,21,5,0.368421,0.415414,0,0
SON_OF_EDMURE,SON_OF_EDMURE,,3,8,5,0.321256,0.359774,7.297258,6
RED_PRIEST,RED_PRIEST,,3,10,5,0.323601,0.361028,0,1
AERYS,AERYS,,1,3,5,0.313679,0.340351,0,1
AREO,AREO,,4,11,7,0.207813,0.241801,0,8
SHIREEN,SHIREEN,,1,3,6,0.280591,0.310276,0,0
OBERYN,OBERYN,,2,5,7,0.207165,0.234282,0,8
JEOR,JEOR,,1,3,6,0.310748,0.342356,0,0
OLD_NAN,OLD_NAN,,5,11,6,0.30787,0.350251,5.046318,4
ROBERT,ROBERT,,6,12,4,0.356568,0.398496,17.989094,2
RODRIK,RODRIK,,3,6,6,0.306452,0.342732,0,4
MINISA,MINISA,,1,2,5,0.275362,0.296241,0,6
HOSTER,HOSTER,,1,2,6,0.245387,0.266667,0,6
FLYNN,FLYNN,,3,6,3,0.583333,0.690476,0,7
MORGAN,MORGAN,,3,6,3,0.583333,0.690476,0,7
KRAZNYS_MO_NAKLOZ,KRAZNYS_MO_NAKLOZ,,1,2,6,0.258755,0.280326,0,1
MAESTER_AEMON,MAESTER_AEMON,,1,2,7,0.244485,0.268904,0,3
MANCE,MANCE,,1,2,6,0.28,0.308396,0,0
