Source,Target,Type,Id,Label,timeset,Weight
1,1,Undirected,1092,,,58
2,2,Undirected,1093,,,66
5,5,Undirected,1095,,,28
5,5,Undirected,1098,,,27
2,2,Undirected,1100,,,26
2,2,Undirected,1102,,,148
4,4,Undirected,1104,,,87
5,5,Undirected,1105,,,68
0,0,Undirected,1107,,,23
5,5,Undirected,1108,,,44
5,5,Undirected,1109,,,23
5,5,Undirected,1111,,,22
4,4,Undirected,1114,,,123
1,1,Undirected,1115,,,60
2,2,Undirected,1116,,,20
2,2,Undirected,1117,,,20
2,2,Undirected,1119,,,34
0,0,Undirected,1121,,,19
1,1,Undirected,1122,,,19
5,5,Undirected,1123,,,19
5,5,Undirected,1124,,,29
5,1,Undirected,1125,,,63
5,5,Undirected,1126,,,17
0,0,Undirected,1128,,,104
0,0,Undirected,1129,,,17
2,2,Undirected,1131,,,99
0,0,Undirected,1134,,,16
1,1,Undirected,1137,,,70
4,4,Undirected,1139,,,15
5,5,Undirected,1140,,,17
5,5,Undirected,1143,,,73
4,4,Undirected,1145,,,14
1,1,Undirected,1146,,,26
1,2,Undirected,1147,,,16
1,1,Undirected,1149,,,18
0,0,Undirected,1150,,,44
5,5,Undirected,1151,,,13
0,0,Undirected,1152,,,13
0,0,Undirected,1155,,,110
5,5,Undirected,1157,,,12
0,0,Undirected,1158,,,41
5,1,Undirected,1159,,,12
5,5,Undirected,1160,,,12
5,5,Undirected,1161,,,29
4,4,Undirected,1162,,,12
5,5,Undirected,1163,,,12
2,2,Undirected,1164,,,11
2,2,Undirected,1165,,,11
1,1,Undirected,1167,,,11
4,4,Undirected,1169,,,26
5,5,Undirected,1173,,,15
1,1,Undirected,1174,,,14
4,5,Undirected,1176,,,12
4,4,Undirected,1177,,,25
1,1,Undirected,1180,,,10
5,5,Undirected,1183,,,10
4,5,Undirected,1185,,,9
2,1,Undirected,1187,,,9
5,5,Undirected,1190,,,9
1,1,Undirected,1191,,,70
1,1,Undirected,1192,,,61
5,4,Undirected,1196,,,13
5,5,Undirected,1197,,,8
5,5,Undirected,1200,,,8
5,5,Undirected,1201,,,8
1,1,Undirected,1203,,,13
0,0,Undirected,1204,,,8
5,5,Undirected,1206,,,8
1,1,Undirected,1207,,,8
1,5,Undirected,1208,,,8
5,1,Undirected,1209,,,8
1,1,Undirected,1210,,,10
4,4,Undirected,1212,,,20
5,1,Undirected,1214,,,8
4,4,Undirected,1215,,,8
5,5,Undirected,1216,,,8
0,0,Undirected,1217,,,20
2,2,Undirected,1218,,,24
0,0,Undirected,1222,,,32
0,0,Undirected,1223,,,7
5,5,Undirected,1224,,,13
1,1,Undirected,1225,,,7
0,0,Undirected,1231,,,20
2,1,Undirected,1232,,,12
5,5,Undirected,1234,,,11
5,5,Undirected,1235,,,6
0,0,Undirected,1236,,,40
1,1,Undirected,1238,,,6
2,2,Undirected,1239,,,6
4,4,Undirected,1240,,,6
0,0,Undirected,1241,,,6
4,4,Undirected,1242,,,20
0,0,Undirected,1243,,,6
5,5,Undirected,1245,,,6
2,1,Undirected,1247,,,18
0,0,Undirected,1248,,,19
5,5,Undirected,1250,,,14
5,5,Undirected,1251,,,20
5,5,Undirected,1253,,,5
2,2,Undirected,1257,,,49
5,5,Undirected,1258,,,5
5,1,Undirected,1261,,,7
0,0,Undirected,1263,,,5
0,3,Undirected,1264,,,5
4,4,Undirected,1265,,,16
5,5,Undirected,1266,,,5
5,5,Undirected,1273,,,4
5,1,Undirected,1274,,,4
5,5,Undirected,1277,,,4
4,4,Undirected,1278,,,4
5,5,Undirected,1279,,,4
5,5,Undirected,1280,,,4
1,1,Undirected,1281,,,4
1,5,Undirected,1282,,,4
0,0,Undirected,1283,,,4
5,5,Undirected,1287,,,4
5,5,Undirected,1288,,,4
4,4,Undirected,1292,,,4
1,1,Undirected,1294,,,16
5,5,Undirected,1296,,,13
4,4,Undirected,1297,,,6
1,3,Undirected,1300,,,4
4,5,Undirected,1302,,,4
4,5,Undirected,1303,,,4
5,5,Undirected,1304,,,11
5,5,Undirected,1307,,,4
4,4,Undirected,1308,,,4
4,4,Undirected,1309,,,4
2,1,Undirected,1312,,,3
2,4,Undirected,1313,,,3
5,5,Undirected,1315,,,8
5,5,Undirected,1316,,,3
5,1,Undirected,1317,,,3
3,5,Undirected,1319,,,3
4,4,Undirected,1320,,,8
5,5,Undirected,1323,,,7
1,1,Undirected,1325,,,7
0,0,Undirected,1326,,,3
5,5,Undirected,1327,,,3
1,5,Undirected,1328,,,3
2,3,Undirected,1329,,,14
1,5,Undirected,1330,,,3
1,1,Undirected,1331,,,11
4,4,Undirected,1332,,,8
4,4,Undirected,1333,,,7
5,1,Undirected,1334,,,3
4,4,Undirected,1338,,,3
4,4,Undirected,1339,,,5
5,3,Undirected,1343,,,3
5,1,Undirected,1344,,,3
1,5,Undirected,1347,,,3
3,4,Undirected,1348,,,5
3,4,Undirected,1350,,,3
5,5,Undirected,1352,,,3
4,4,Undirected,1353,,,19
5,1,Undirected,1354,,,3
5,5,Undirected,1355,,,3
4,4,Undirected,1356,,,3
0,0,Undirected,1357,,,3
0,0,Undirected,1358,,,3
4,5,Undirected,1359,,,3
4,4,Undirected,1363,,,3
4,3,Undirected,1364,,,3
1,5,Undirected,1365,,,3
1,5,Undirected,1366,,,3
4,5,Undirected,1368,,,3
5,5,Undirected,1369,,,5
5,5,Undirected,1372,,,3
3,2,Undirected,1375,,,3
5,4,Undirected,1376,,,3
5,5,Undirected,1377,,,25
4,4,Undirected,1379,,,3
0,1,Undirected,1381,,,2
0,1,Undirected,1382,,,2
3,4,Undirected,1384,,,2
2,2,Undirected,1386,,,2
2,5,Undirected,1392,,,2
4,1,Undirected,1394,,,2
5,5,Undirected,1396,,,4
0,0,Undirected,1397,,,2
0,0,Undirected,1398,,,2
1,1,Undirected,1399,,,2
5,5,Undirected,1400,,,2
4,4,Undirected,1401,,,2
5,1,Undirected,1402,,,2
5,1,Undirected,1405,,,6
5,1,Undirected,1406,,,2
4,4,Undirected,1407,,,2
4,4,Undirected,1408,,,2
4,4,Undirected,1409,,,2
4,4,Undirected,1410,,,4
4,4,Undirected,1413,,,2
5,5,Undirected,1415,,,2
5,5,Undirected,1416,,,2
5,5,Undirected,1419,,,2
4,4,Undirected,1422,,,15
1,1,Undirected,1431,,,2
1,1,Undirected,1435,,,2
3,3,Undirected,1436,,,2
3,3,Undirected,1437,,,2
3,4,Undirected,1438,,,2
1,1,Undirected,1439,,,2
5,2,Undirected,1440,,,2
5,5,Undirected,1441,,,2
5,4,Undirected,1442,,,2
5,4,Undirected,1443,,,2
1,5,Undirected,1444,,,2
1,5,Undirected,1445,,,2
1,5,Undirected,1446,,,2
1,5,Undirected,1447,,,2
5,5,Undirected,1448,,,2
5,5,Undirected,1449,,,2
1,1,Undirected,1451,,,2
0,0,Undirected,1452,,,2
0,0,Undirected,1453,,,2
1,1,Undirected,1454,,,2
0,0,Undirected,1455,,,2
0,0,Undirected,1456,,,183
4,4,Undirected,1457,,,2
4,4,Undirected,1458,,,2
4,4,Undirected,1459,,,4
4,3,Undirected,1460,,,2
4,4,Undirected,1461,,,2
4,4,Undirected,1462,,,2
5,1,Undirected,1463,,,2
5,1,Undirected,1464,,,2
5,1,Undirected,1465,,,2
2,5,Undirected,1470,,,2
4,4,Undirected,1474,,,18
4,4,Undirected,1476,,,7
5,1,Undirected,1480,,,2
5,1,Undirected,1481,,,2
1,5,Undirected,1482,,,2
1,1,Undirected,1483,,,2
1,5,Undirected,1484,,,11
0,0,Undirected,1485,,,2
5,5,Undirected,1486,,,2
1,1,Undirected,1487,,,15
1,1,Undirected,1488,,,2
3,4,Undirected,1489,,,10
4,4,Undirected,1490,,,2
4,4,Undirected,1491,,,2
4,4,Undirected,1494,,,2
5,5,Undirected,1495,,,2
5,5,Undirected,1496,,,2
3,4,Undirected,1497,,,2
3,4,Undirected,1498,,,2
4,4,Undirected,1499,,,4
5,5,Undirected,1500,,,2
5,1,Undirected,1501,,,2
5,1,Undirected,1502,,,2
1,1,Undirected,1503,,,51
4,2,Undirected,1504,,,2
5,5,Undirected,1506,,,55
3,5,Undirected,1507,,,2
3,2,Undirected,1508,,,2
4,4,Undirected,1510,,,5
4,4,Undirected,1511,,,2
5,1,Undirected,1512,,,2
5,1,Undirected,1513,,,2
4,3,Undirected,1514,,,35
1,1,Undirected,1516,,,2
4,4,Undirected,1517,,,2
4,4,Undirected,1518,,,2
5,5,Undirected,1519,,,2
4,4,Undirected,1522,,,2
5,5,Undirected,1523,,,2
5,5,Undirected,1525,,,2
5,1,Undirected,1528,,,4
5,1,Undirected,1529,,,2
1,1,Undirected,1532,,,2
1,1,Undirected,1533,,,2
1,1,Undirected,1534,,,27
4,4,Undirected,1536,,,2
4,5,Undirected,1537,,,2
4,5,Undirected,1538,,,2
3,3,Undirected,1547,,,92
4,4,Undirected,1552,,,79
4,4,Undirected,1553,,,251
4,4,Undirected,1554,,,78
4,4,Undirected,1560,,,63
3,3,Undirected,1561,,,58
4,4,Undirected,1567,,,58
3,3,Undirected,1571,,,52
4,4,Undirected,1576,,,45
1,1,Undirected,1580,,,59
2,4,Undirected,1583,,,61
4,4,Undirected,1588,,,34
1,1,Undirected,1591,,,32
3,3,Undirected,1596,,,60
4,4,Undirected,1597,,,284
2,2,Undirected,1598,,,29
4,4,Undirected,1599,,,144
1,1,Undirected,1604,,,32
0,0,Undirected,1609,,,93
1,1,Undirected,1610,,,24
1,1,Undirected,1611,,,33
4,2,Undirected,1612,,,25
4,2,Undirected,1613,,,47
3,3,Undirected,1614,,,21
1,4,Undirected,1616,,,21
4,4,Undirected,1618,,,21
4,4,Undirected,1619,,,21
2,2,Undirected,1621,,,20
1,1,Undirected,1624,,,20
4,4,Undirected,1627,,,173
1,4,Undirected,1628,,,18
4,4,Undirected,1629,,,18
4,4,Undirected,1630,,,18
4,4,Undirected,1631,,,22
5,5,Undirected,1632,,,18
2,2,Undirected,1635,,,17
1,5,Undirected,1637,,,17
1,4,Undirected,1642,,,17
0,0,Undirected,1646,,,15
5,5,Undirected,1647,,,15
3,3,Undirected,1648,,,58
4,4,Undirected,1650,,,18
4,4,Undirected,1653,,,14
1,4,Undirected,1654,,,14
5,1,Undirected,1656,,,14
1,1,Undirected,1657,,,61
4,4,Undirected,1658,,,14
4,4,Undirected,1659,,,14
2,2,Undirected,1663,,,13
5,4,Undirected,1665,,,13
4,4,Undirected,1666,,,45
4,4,Undirected,1667,,,75
1,1,Undirected,1668,,,13
4,4,Undirected,1669,,,44
4,4,Undirected,1670,,,54
2,2,Undirected,1674,,,12
4,4,Undirected,1675,,,12
1,1,Undirected,1676,,,106
1,1,Undirected,1677,,,26
4,4,Undirected,1678,,,35
3,3,Undirected,1681,,,11
3,3,Undirected,1684,,,11
4,4,Undirected,1685,,,18
2,2,Undirected,1686,,,11
4,4,Undirected,1687,,,19
1,1,Undirected,1688,,,11
3,3,Undirected,1690,,,10
2,2,Undirected,1691,,,10
1,1,Undirected,1693,,,10
4,4,Undirected,1694,,,10
1,1,Undirected,1695,,,10
5,5,Undirected,1697,,,85
4,4,Undirected,1702,,,9
4,4,Undirected,1703,,,9
1,1,Undirected,1706,,,17
4,4,Undirected,1707,,,9
6,6,Undirected,1711,,,8
4,4,Undirected,1712,,,8
1,1,Undirected,1713,,,8
1,1,Undirected,1714,,,11
4,4,Undirected,1716,,,8
4,4,Undirected,1717,,,16
4,4,Undirected,1718,,,8
1,1,Undirected,1719,,,8
4,4,Undirected,1721,,,8
4,4,Undirected,1723,,,8
1,4,Undirected,1726,,,7
5,5,Undirected,1728,,,7
5,1,Undirected,1729,,,7
5,5,Undirected,1730,,,26
4,4,Undirected,1731,,,30
0,0,Undirected,1735,,,7
1,1,Undirected,1736,,,261
1,1,Undirected,1737,,,7
4,4,Undirected,1738,,,7
1,1,Undirected,1739,,,9
4,4,Undirected,1740,,,7
1,1,Undirected,1741,,,7
1,1,Undirected,1742,,,7
1,1,Undirected,1743,,,7
0,0,Undirected,1744,,,7
5,4,Undirected,1745,,,7
1,1,Undirected,1749,,,7
4,4,Undirected,1752,,,9
4,4,Undirected,1753,,,7
1,1,Undirected,1755,,,7
4,4,Undirected,1757,,,7
4,4,Undirected,1758,,,7
1,1,Undirected,1759,,,37
1,1,Undirected,1760,,,7
6,6,Undirected,1762,,,7
2,2,Undirected,1765,,,6
4,4,Undirected,1768,,,6
4,3,Undirected,1769,,,120
4,3,Undirected,1771,,,6
1,1,Undirected,1773,,,6
1,1,Undirected,1774,,,15
0,0,Undirected,1776,,,6
5,5,Undirected,1777,,,6
0,0,Undirected,1778,,,6
1,1,Undirected,1779,,,6
2,3,Undirected,1782,,,6
2,2,Undirected,1783,,,6
2,2,Undirected,1784,,,6
4,4,Undirected,1785,,,16
6,6,Undirected,1786,,,6
1,1,Undirected,1787,,,6
4,4,Undirected,1790,,,6
5,5,Undirected,1793,,,17
4,4,Undirected,1795,,,6
4,4,Undirected,1796,,,6
4,4,Undirected,1797,,,32
5,5,Undirected,1799,,,6
4,4,Undirected,1800,,,6
4,4,Undirected,1801,,,6
1,1,Undirected,1803,,,36
5,5,Undirected,1804,,,6
1,1,Undirected,1805,,,20
1,1,Undirected,1806,,,18
4,4,Undirected,1807,,,5
4,4,Undirected,1808,,,55
0,0,Undirected,1812,,,5
3,4,Undirected,1814,,,5
1,4,Undirected,1815,,,5
1,1,Undirected,1816,,,5
4,4,Undirected,1817,,,5
0,0,Undirected,1818,,,5
5,5,Undirected,1819,,,5
1,1,Undirected,1820,,,5
4,4,Undirected,1822,,,5
0,0,Undirected,1823,,,5
2,4,Undirected,1824,,,5
4,4,Undirected,1827,,,5
1,1,Undirected,1828,,,8
4,2,Undirected,1830,,,5
1,1,Undirected,1833,,,5
4,4,Undirected,1834,,,5
4,4,Undirected,1836,,,15
4,3,Undirected,1837,,,5
4,4,Undirected,1838,,,5
4,4,Undirected,1839,,,5
4,4,Undirected,1840,,,18
4,4,Undirected,1841,,,5
5,5,Undirected,1843,,,34
5,5,Undirected,1844,,,14
5,5,Undirected,1846,,,4
1,1,Undirected,1850,,,4
1,1,Undirected,1851,,,4
6,6,Undirected,1852,,,4
6,6,Undirected,1853,,,4
7,7,Undirected,1854,,,4
7,7,Undirected,1855,,,4
5,1,Undirected,1856,,,4
5,1,Undirected,1857,,,4
4,4,Undirected,1858,,,4
1,1,Undirected,1862,,,4
1,4,Undirected,1864,,,4
1,1,Undirected,1865,,,4
1,1,Undirected,1866,,,4
5,1,Undirected,1867,,,4
5,1,Undirected,1868,,,4
0,0,Undirected,1869,,,4
0,0,Undirected,1870,,,4
1,1,Undirected,1871,,,4
0,0,Undirected,1872,,,4
0,0,Undirected,1873,,,4
4,4,Undirected,1874,,,4
4,4,Undirected,1875,,,4
4,4,Undirected,1876,,,25
4,4,Undirected,1877,,,10
4,4,Undirected,1878,,,4
1,1,Undirected,1879,,,7
1,1,Undirected,1880,,,4
1,1,Undirected,1881,,,4
1,1,Undirected,1882,,,4
4,4,Undirected,1883,,,4
1,1,Undirected,1885,,,4
4,6,Undirected,1886,,,4
1,1,Undirected,1888,,,4
7,7,Undirected,1890,,,4
5,5,Undirected,1891,,,17
1,1,Undirected,1892,,,4
4,5,Undirected,1894,,,4
4,4,Undirected,1895,,,4
3,3,Undirected,1896,,,4
3,3,Undirected,1897,,,4
4,5,Undirected,1899,,,4
4,4,Undirected,1900,,,4
1,1,Undirected,1901,,,4
4,4,Undirected,1902,,,4
5,5,Undirected,1904,,,4
4,3,Undirected,1905,,,4
1,1,Undirected,1906,,,4
4,4,Undirected,1908,,,14
1,1,Undirected,1909,,,4
1,1,Undirected,1910,,,4
1,1,Undirected,1912,,,4
3,4,Undirected,1913,,,10
1,1,Undirected,1914,,,18
1,1,Undirected,1915,,,3
3,3,Undirected,1916,,,3
2,4,Undirected,1921,,,10
4,4,Undirected,1923,,,3
6,6,Undirected,1924,,,3
5,5,Undirected,1925,,,3
5,5,Undirected,1926,,,3
5,5,Undirected,1928,,,3
4,4,Undirected,1930,,,3
4,4,Undirected,1931,,,17
4,4,Undirected,1932,,,3
1,1,Undirected,1941,,,3
1,5,Undirected,1942,,,3
1,5,Undirected,1943,,,3
5,5,Undirected,1945,,,3
0,0,Undirected,1946,,,3
2,2,Undirected,1947,,,3
4,4,Undirected,1948,,,3
1,1,Undirected,1949,,,13
4,4,Undirected,1950,,,3
4,4,Undirected,1951,,,3
1,1,Undirected,1952,,,8
1,1,Undirected,1953,,,3
5,5,Undirected,1954,,,12
5,1,Undirected,1955,,,3
5,3,Undirected,1956,,,3
2,2,Undirected,1957,,,3
2,2,Undirected,1958,,,3
2,2,Undirected,1959,,,3
4,4,Undirected,1960,,,3
4,4,Undirected,1961,,,50
4,4,Undirected,1964,,,3
4,6,Undirected,1966,,,3
6,3,Undirected,1968,,,3
6,6,Undirected,1969,,,3
5,5,Undirected,1970,,,3
5,5,Undirected,1971,,,3
1,1,Undirected,1976,,,3
1,1,Undirected,1977,,,3
0,0,Undirected,1978,,,3
1,1,Undirected,1979,,,3
4,4,Undirected,1982,,,6
1,1,Undirected,1983,,,3
1,1,Undirected,1984,,,8
4,4,Undirected,1985,,,3
1,1,Undirected,1988,,,3
1,4,Undirected,1991,,,3
1,1,Undirected,1992,,,3
1,1,Undirected,1993,,,3
3,3,Undirected,1994,,,3
5,5,Undirected,1995,,,2
3,4,Undirected,1996,,,7
1,1,Undirected,1997,,,2
1,1,Undirected,1998,,,2
3,3,Undirected,1999,,,2
3,3,Undirected,2000,,,2
2,2,Undirected,2001,,,2
2,2,Undirected,2002,,,2
2,2,Undirected,2003,,,2
2,3,Undirected,2007,,,2
2,2,Undirected,2010,,,2
1,1,Undirected,2011,,,2
1,1,Undirected,2012,,,2
4,4,Undirected,2013,,,2
4,4,Undirected,2015,,,2
6,4,Undirected,2017,,,2
0,0,Undirected,2019,,,2
2,2,Undirected,2022,,,2
4,4,Undirected,2024,,,2
4,4,Undirected,2027,,,12
4,3,Undirected,2029,,,2
4,4,Undirected,2031,,,4
4,4,Undirected,2032,,,2
4,4,Undirected,2037,,,2
4,4,Undirected,2038,,,2
4,6,Undirected,2040,,,2
4,6,Undirected,2042,,,2
1,5,Undirected,2043,,,2
1,5,Undirected,2044,,,2
5,5,Undirected,2046,,,2
5,5,Undirected,2047,,,2
5,1,Undirected,2048,,,2
5,5,Undirected,2049,,,2
5,5,Undirected,2050,,,2
0,0,Undirected,2052,,,2
0,3,Undirected,2053,,,2
1,1,Undirected,2056,,,34
1,1,Undirected,2057,,,2
1,1,Undirected,2058,,,2
1,1,Undirected,2059,,,18
1,1,Undirected,2060,,,2
1,1,Undirected,2061,,,2
4,4,Undirected,2062,,,10
4,4,Undirected,2063,,,2
0,3,Undirected,2064,,,2
1,1,Undirected,2065,,,2
1,1,Undirected,2066,,,13
1,1,Undirected,2067,,,2
1,1,Undirected,2068,,,2
1,1,Undirected,2069,,,6
4,4,Undirected,2070,,,2
4,4,Undirected,2071,,,2
4,4,Undirected,2072,,,2
4,3,Undirected,2073,,,2
4,4,Undirected,2074,,,5
0,0,Undirected,2075,,,2
4,4,Undirected,2076,,,2
4,4,Undirected,2077,,,2
1,1,Undirected,2078,,,2
0,0,Undirected,2079,,,2
0,0,Undirected,2080,,,2
0,0,Undirected,2081,,,2
1,1,Undirected,2082,,,2
1,1,Undirected,2083,,,2
1,1,Undirected,2084,,,2
1,1,Undirected,2085,,,2
1,1,Undirected,2086,,,2
1,1,Undirected,2087,,,2
0,0,Undirected,2088,,,5
1,1,Undirected,2089,,,2
1,1,Undirected,2090,,,2
4,4,Undirected,2091,,,7
0,0,Undirected,2092,,,6
5,3,Undirected,2093,,,5
5,5,Undirected,2094,,,17
5,3,Undirected,2095,,,2
5,3,Undirected,2096,,,2
2,2,Undirected,2097,,,2
2,2,Undirected,2098,,,2
2,2,Undirected,2101,,,2
2,4,Undirected,2102,,,5
2,2,Undirected,2103,,,2
4,4,Undirected,2104,,,2
1,1,Undirected,2107,,,2
1,4,Undirected,2108,,,2
1,1,Undirected,2109,,,2
1,1,Undirected,2110,,,2
4,3,Undirected,2113,,,2
4,6,Undirected,2115,,,2
4,6,Undirected,2117,,,2
6,4,Undirected,2119,,,2
6,6,Undirected,2120,,,2
6,4,Undirected,2121,,,2
5,4,Undirected,2123,,,2
5,1,Undirected,2124,,,2
1,1,Undirected,2125,,,99
1,1,Undirected,2127,,,8
1,1,Undirected,2128,,,4
0,0,Undirected,2130,,,2
5,5,Undirected,2132,,,10
1,1,Undirected,2133,,,2
1,1,Undirected,2134,,,2
3,3,Undirected,2136,,,2
4,5,Undirected,2137,,,2
4,1,Undirected,2138,,,2
4,1,Undirected,2139,,,2
4,1,Undirected,2141,,,2
4,1,Undirected,2142,,,2
4,4,Undirected,2143,,,2
4,6,Undirected,2145,,,2
4,6,Undirected,2147,,,2
4,4,Undirected,2148,,,2
4,4,Undirected,2149,,,2
4,4,Undirected,2150,,,2
1,1,Undirected,2151,,,2
1,1,Undirected,2152,,,2
1,1,Undirected,2154,,,2
1,1,Undirected,2155,,,2
1,1,Undirected,2156,,,2
4,4,Undirected,2157,,,2
4,4,Undirected,2158,,,2
4,6,Undirected,2161,,,2
5,3,Undirected,2162,,,4
5,1,Undirected,2163,,,2
1,1,Undirected,2164,,,7
4,5,Undirected,2166,,,2
0,0,Undirected,2167,,,2
1,1,Undirected,2168,,,2
4,4,Undirected,2169,,,2
4,4,Undirected,2171,,,2
4,4,Undirected,2172,,,2
4,4,Undirected,2173,,,4
3,3,Undirected,2176,,,2
5,5,Undirected,2177,,,2
4,4,Undirected,2178,,,2
1,1,Undirected,2179,,,2
1,1,Undirected,2180,,,2
1,1,Undirected,2181,,,2
4,4,Undirected,2182,,,2
4,4,Undirected,2183,,,2
4,4,Undirected,2184,,,2
2,2,Undirected,2186,,,2
5,5,Undirected,2187,,,2
5,5,Undirected,2188,,,15
6,6,Undirected,2191,,,2
6,3,Undirected,2193,,,2
6,4,Undirected,2194,,,2
1,1,Undirected,2196,,,7
1,1,Undirected,2197,,,6
1,1,Undirected,2198,,,28
3,3,Undirected,2199,,,2
3,3,Undirected,2201,,,2
4,4,Undirected,2203,,,2
4,4,Undirected,2204,,,2
4,4,Undirected,2205,,,5
0,4,Undirected,2207,,,168
0,4,Undirected,2210,,,468
4,4,Undirected,2211,,,111
3,5,Undirected,2219,,,117
4,4,Undirected,2224,,,62
5,3,Undirected,2225,,,58
5,3,Undirected,2229,,,91
2,2,Undirected,2231,,,96
4,4,Undirected,2242,,,34
4,4,Undirected,2243,,,41
2,2,Undirected,2246,,,52
4,4,Undirected,2247,,,34
0,0,Undirected,2252,,,28
1,1,Undirected,2253,,,28
4,4,Undirected,2255,,,30
0,4,Undirected,2257,,,27
0,0,Undirected,2259,,,24
4,4,Undirected,2260,,,24
3,5,Undirected,2264,,,22
4,4,Undirected,2265,,,39
4,4,Undirected,2266,,,43
4,4,Undirected,2267,,,20
4,4,Undirected,2271,,,19
1,1,Undirected,2273,,,19
4,4,Undirected,2274,,,19
4,4,Undirected,2275,,,18
1,1,Undirected,2278,,,18
4,4,Undirected,2281,,,17
4,4,Undirected,2283,,,93
4,4,Undirected,2285,,,17
4,4,Undirected,2288,,,16
1,1,Undirected,2289,,,16
3,4,Undirected,2290,,,16
0,4,Undirected,2291,,,156
5,3,Undirected,2292,,,23
4,4,Undirected,2293,,,18
4,4,Undirected,2294,,,15
4,4,Undirected,2300,,,26
4,3,Undirected,2302,,,14
3,5,Undirected,2303,,,18
4,4,Undirected,2306,,,20
2,2,Undirected,2307,,,13
0,4,Undirected,2311,,,13
4,4,Undirected,2314,,,12
4,4,Undirected,2315,,,12
0,4,Undirected,2318,,,12
1,1,Undirected,2320,,,11
4,4,Undirected,2321,,,17
4,4,Undirected,2322,,,37
4,4,Undirected,2323,,,11
2,2,Undirected,2324,,,11
1,1,Undirected,2325,,,14
4,4,Undirected,2326,,,10
1,1,Undirected,2327,,,10
4,4,Undirected,2330,,,9
4,4,Undirected,2333,,,9
4,4,Undirected,2334,,,9
4,4,Undirected,2335,,,9
3,3,Undirected,2337,,,9
4,4,Undirected,2340,,,9
4,4,Undirected,2344,,,8
4,4,Undirected,2347,,,57
0,0,Undirected,2348,,,8
1,1,Undirected,2350,,,8
4,4,Undirected,2351,,,13
3,5,Undirected,2353,,,8
4,4,Undirected,2355,,,7
4,4,Undirected,2357,,,7
1,1,Undirected,2360,,,7
1,1,Undirected,2361,,,7
0,0,Undirected,2363,,,7
4,4,Undirected,2364,,,9
4,4,Undirected,2366,,,7
0,4,Undirected,2367,,,7
5,1,Undirected,2369,,,7
1,1,Undirected,2371,,,6
4,4,Undirected,2372,,,6
4,4,Undirected,2373,,,6
0,0,Undirected,2375,,,6
1,1,Undirected,2379,,,6
4,4,Undirected,2380,,,6
4,4,Undirected,2381,,,6
4,4,Undirected,2386,,,6
5,5,Undirected,2388,,,6
4,4,Undirected,2389,,,6
4,4,Undirected,2390,,,24
4,4,Undirected,2391,,,15
1,1,Undirected,2393,,,5
4,4,Undirected,2397,,,5
0,0,Undirected,2400,,,5
1,1,Undirected,2401,,,5
4,4,Undirected,2404,,,9
4,4,Undirected,2407,,,12
4,1,Undirected,2411,,,5
1,1,Undirected,2414,,,26
4,4,Undirected,2418,,,4
4,4,Undirected,2419,,,7
2,4,Undirected,2420,,,4
0,0,Undirected,2421,,,4
4,4,Undirected,2422,,,4
4,5,Undirected,2423,,,4
4,4,Undirected,2425,,,4
4,4,Undirected,2427,,,4
1,1,Undirected,2429,,,4
4,4,Undirected,2430,,,4
4,4,Undirected,2431,,,4
4,3,Undirected,2432,,,4
4,4,Undirected,2434,,,6
1,5,Undirected,2435,,,40
0,0,Undirected,2436,,,4
3,5,Undirected,2438,,,4
1,1,Undirected,2439,,,4
4,4,Undirected,2440,,,4
5,5,Undirected,2441,,,4
0,0,Undirected,2442,,,4
5,1,Undirected,2444,,,4
5,5,Undirected,2448,,,4
3,0,Undirected,2450,,,16
2,4,Undirected,2452,,,3
0,3,Undirected,2454,,,3
4,4,Undirected,2459,,,3
0,4,Undirected,2463,,,142
4,4,Undirected,2464,,,3
4,4,Undirected,2465,,,3
1,1,Undirected,2469,,,3
4,4,Undirected,2475,,,3
4,4,Undirected,2476,,,8
4,4,Undirected,2477,,,5
1,1,Undirected,2478,,,3
3,3,Undirected,2479,,,3
1,1,Undirected,2484,,,3
3,3,Undirected,2485,,,3
1,1,Undirected,2486,,,3
4,4,Undirected,2489,,,3
4,4,Undirected,2490,,,3
5,3,Undirected,2492,,,10
3,3,Undirected,2493,,,3
1,1,Undirected,2497,,,7
0,0,Undirected,2498,,,2
1,1,Undirected,2500,,,2
1,1,Undirected,2501,,,2
2,4,Undirected,2502,,,2
2,5,Undirected,2505,,,22
0,0,Undirected,2506,,,2
1,1,Undirected,2507,,,2
4,3,Undirected,2508,,,2
4,0,Undirected,2515,,,2
5,5,Undirected,2516,,,2
0,0,Undirected,2517,,,2
0,0,Undirected,2518,,,2
0,0,Undirected,2519,,,2
0,0,Undirected,2521,,,2
4,4,Undirected,2524,,,2
4,4,Undirected,2525,,,6
1,1,Undirected,2527,,,2
1,1,Undirected,2529,,,36
1,1,Undirected,2530,,,2
4,4,Undirected,2533,,,2
4,4,Undirected,2534,,,12
0,0,Undirected,2535,,,2
0,0,Undirected,2536,,,2
0,0,Undirected,2537,,,2
4,4,Undirected,2539,,,2
2,4,Undirected,2541,,,2
2,4,Undirected,2542,,,2
1,1,Undirected,2549,,,2
1,1,Undirected,2550,,,2
1,5,Undirected,2551,,,5
0,0,Undirected,2553,,,2
1,5,Undirected,2554,,,2
4,4,Undirected,2556,,,2
4,4,Undirected,2557,,,2
1,1,Undirected,2558,,,2
