Source,Target,Type,Id,Label,timeset,Weight
BLACK_LORREN,THEON,Undirected,627,,,21
CERSEI,SHAE,Undirected,628,,,28
MATTHOS,STANNIS,Undirected,629,,,21
SPICE_KING,XARO,Undirected,634,,,20
STANNIS,TYRION,Undirected,635,,,20
JORAH,QUAITHE,Undirected,637,,,18
CAPTAINS_DAUGHTER,THEON,Undirected,638,,,17
CATELYN,RICKARD_KARSTARK,Undirected,639,,,22
CRASTER,JON,Undirected,641,,,28
DAISY,ROS,Undirected,642,,,17
AMORY,ARYA,Undirected,643,,,16
ARYA,RORGE,Undirected,644,,,20
CRESSEN,DAVOS,Undirected,645,,,16
HODOR,RICKON,Undirected,646,,,25
LORD_OF_BONES,YGRITTE,Undirected,647,,,20
BALON,YARA,Undirected,648,,,49
JORAH,KOVARRO,Undirected,651,,,15
AMORY,TYWIN,Undirected,654,,,14
MATTHOS,SALLADHOR,Undirected,656,,,14
BRONN,HOUND,Undirected,657,,,16
CATELYN,STANNIS,Undirected,658,,,13
DONTOS,JOFFREY,Undirected,660,,,19
DOREAH,XARO,Undirected,661,,,13
HAYLENE,TYRION,Undirected,662,,,13
JEOR,QHORIN,Undirected,663,,,13
MERYN_TRANT,TYRION,Undirected,666,,,29
CERSEI,MYRCELLA,Undirected,668,,,34
DAVOS,RENLY,Undirected,670,,,12
JOFFREY,LANCEL,Undirected,672,,,12
JON,LORD_OF_BONES,Undirected,674,,,20
JORAH,XARO,Undirected,675,,,12
MOUNTAIN,TYWIN,Undirected,676,,,20
BRONN,VARYS,Undirected,679,,,16
CATELYN,TALISA,Undirected,680,,,44
CERSEI,JANOS,Undirected,681,,,11
SHAE,VARYS,Undirected,683,,,33
BRONN,HAYLENE,Undirected,685,,,10
CRESSEN,MELISANDRE,Undirected,686,,,10
GILLY,JON,Undirected,688,,,25
HOT_PIE,LOMMY,Undirected,689,,,10
KOVARRO,XARO,Undirected,691,,,10
PODRICK,VARYS,Undirected,694,,,17
QHORIN,LORD_OF_BONES,Undirected,695,,,10
ALTON,CERSEI,Undirected,696,,,9
BRONN,JOFFREY,Undirected,697,,,15
CATELYN,LORAS,Undirected,698,,,9
HODOR,MAESTER_LUWIN,Undirected,699,,,9
HOUND,LANCEL,Undirected,700,,,9
JAQEN,RORGE,Undirected,701,,,9
JOFFREY,ROS,Undirected,702,,,9
JOFFREY,STANNIS,Undirected,703,,,14
MANCE,QHORIN,Undirected,708,,,9
PYATT_PREE,XARO,Undirected,709,,,9
SANSA,TOMMEN,Undirected,710,,,13
AMORY,YOREN,Undirected,711,,,8
ARYA,BITER,Undirected,712,,,8
BALON,ROBB,Undirected,714,,,10
BITER,RORGE,Undirected,715,,,10
CATELYN,JACKS,Undirected,716,,,8
EDDISON_TOLLETT,JON,Undirected,718,,,117
JOFFREY,LORAS,Undirected,720,,,19
JOFFREY,MYRCELLA,Undirected,721,,,8
MANDON,TYRION,Undirected,723,,,8
MELISANDRE,RENLY,Undirected,724,,,8
REGINALD,TYWIN,Undirected,726,,,8
ARYA,POLLIVER,Undirected,730,,,26
BLACK_LORREN,DAGMER,Undirected,732,,,7
BRIENNE,JACKS,Undirected,734,,,7
BRIENNE,LORAS,Undirected,735,,,9
DAISY,JOFFREY,Undirected,736,,,7
THEON,WINTERFELL_SHEPHERD,Undirected,742,,,7
ARYA,LOMMY,Undirected,743,,,8
ARYA,MOUNTAIN,Undirected,744,,,10
BRAN,DAGMER,Undirected,746,,,6
BRAN,FARLEN,Undirected,747,,,6
BRONN,LANCEL,Undirected,748,,,6
BRONN,PYCELLE,Undirected,749,,,8
CRASTER,GILLY,Undirected,754,,,6
GENDRY,TICKLER,Undirected,755,,,6
LOMMY,POLLIVER,Undirected,758,,,6
MANCE,YGRITTE,Undirected,759,,,16
MANDON,PODRICK,Undirected,760,,,6
RICKON,THEON,Undirected,761,,,13
ROOSE_BOLTON,TALISA,Undirected,763,,,13
ALTON,TORRHEN,Undirected,764,,,5
ARYA,TICKLER,Undirected,767,,,5
BALON,NED,Undirected,768,,,5
BITER,JAQEN,Undirected,769,,,5
BRIENNE,MARGAERY,Undirected,770,,,17
BRIENNE,ROBB,Undirected,771,,,5
BRIENNE,STANNIS,Undirected,772,,,18
BRONN,MERYN_TRANT,Undirected,773,,,13
CATELYN,MARGAERY,Undirected,774,,,5
CERSEI,LORAS,Undirected,776,,,48
CRASTER,SAM,Undirected,778,,,13
CRESSEN,STANNIS,Undirected,779,,,5
DAGMER,MAESTER_LUWIN,Undirected,780,,,5
DROWNED_PRIEST,THEON,Undirected,781,,,5
GERARD,RENLY,Undirected,782,,,5
JOFFREY,PODRICK,Undirected,786,,,10
JON,MANCE,Undirected,788,,,124
JORAH,PYATT_PREE,Undirected,789,,,5
LORAS,STANNIS,Undirected,790,,,5
MYRCELLA,SANSA,Undirected,792,,,5
MYRCELLA,TOMMEN,Undirected,793,,,9
PYCELLE,TIMETT,Undirected,795,,,5
QHORIN,SAM,Undirected,796,,,5
TYWIN,VARYS,Undirected,800,,,33
ALTON,RICKARD_KARSTARK,Undirected,802,,,4
BARRA,MHAEGEN,Undirected,804,,,4
BRONN,SANSA,Undirected,805,,,7
BRONN,TIMETT,Undirected,806,,,4
CATELYN,COLEN,Undirected,807,,,4
CATELYN,ROOSE_BOLTON,Undirected,808,,,17
CERSEI,PODRICK,Undirected,809,,,9
DAENERYS,QUAITHE,Undirected,811,,,4
DAENERYS,SILK_KING,Undirected,813,,,4
DAGMER,RICKON,Undirected,814,,,4
DONTOS,MERYN_TRANT,Undirected,815,,,4
DOREAH,KOVARRO,Undirected,817,,,4
EDDISON_TOLLETT,GILLY,Undirected,818,,,8
GENDRY,JAQEN,Undirected,819,,,4
GENDRY,LOMMY,Undirected,820,,,4
GENDRY,TYWIN,Undirected,821,,,6
HAYLENE,HOUND,Undirected,822,,,4
HAYLENE,JOFFREY,Undirected,823,,,4
HOUND,PODRICK,Undirected,824,,,16
ILYN_PAYNE,SHAE,Undirected,826,,,4
JAIME,RICKARD_KARSTARK,Undirected,827,,,4
JAIME,STANNIS,Undirected,828,,,9
JANOS,JOFFREY,Undirected,829,,,4
JANOS,MHAEGEN,Undirected,831,,,4
JANOS,ROS,Undirected,832,,,4
JOFFREY,MANDON,Undirected,833,,,4
JOFFREY,MARGAERY,Undirected,834,,,110
LANCEL,SANSA,Undirected,836,,,4
MAESTER_LUWIN,RICKON,Undirected,838,,,4
MATTHOS,MELISANDRE,Undirected,839,,,4
RICKARD_KARSTARK,TORRHEN,Undirected,842,,,4
ROBB,YARA,Undirected,843,,,4
STANNIS,VARYS,Undirected,844,,,6
ALTON,TYRION,Undirected,845,,,3
AMORY,JAQEN,Undirected,846,,,3
AMORY,POLLIVER,Undirected,847,,,3
ARYA,VISENYA,Undirected,849,,,3
BLACK_LORREN,RODRIK,Undirected,850,,,3
BRAN,JOFFREY,Undirected,851,,,3
BRAN,WINTERFELL_SHEPHERD,Undirected,852,,,3
BRONN,JANOS,Undirected,853,,,3
BRONN,PODRICK,Undirected,854,,,61
CERSEI,MANDON,Undirected,858,,,3
CRASTER,EDDISON_TOLLETT,Undirected,860,,,12
DAENERYS,MALAKKO,Undirected,861,,,3
DAGMER,OSHA,Undirected,862,,,3
DAGMER,RODRIK,Undirected,863,,,3
FARLEN,THEON,Undirected,865,,,3
GENDRY,MOUNTAIN,Undirected,866,,,3
GENDRY,RORGE,Undirected,867,,,3
HOT_PIE,JAQEN,Undirected,868,,,3
HOT_PIE,MOUNTAIN,Undirected,869,,,3
HOUND,SHAE,Undirected,870,,,3
IRRI,KOVARRO,Undirected,871,,,3
IRRI,XARO,Undirected,872,,,3
JAIME,MATTHOS,Undirected,873,,,3
JAIME,TORRHEN,Undirected,875,,,3
JANOS,PODRICK,Undirected,876,,,3
JAQEN,TYWIN,Undirected,878,,,3
JOFFREY,TALISA,Undirected,881,,,3
JORAH,SPICE_KING,Undirected,883,,,3
KOVARRO,MALAKKO,Undirected,884,,,3
KOVARRO,PYATT_PREE,Undirected,885,,,3
LANCEL,STANNIS,Undirected,886,,,3
LITTLEFINGER,ROBB,Undirected,887,,,5
LITTLEFINGER,ROBIN,Undirected,888,,,43
LORAS,PYCELLE,Undirected,889,,,5
LORAS,TYWIN,Undirected,890,,,20
MAESTER_LUWIN,PORTAN,Undirected,891,,,3
MAESTER_LUWIN,WINTERFELL_SHEPHERD,Undirected,892,,,3
MALAKKO,XARO,Undirected,893,,,3
MANCE,LORD_OF_BONES,Undirected,894,,,7
MOUNTAIN,POLLIVER,Undirected,895,,,5
MYRCELLA,ROBIN,Undirected,896,,,3
NED,YARA,Undirected,898,,,3
PODRICK,PYCELLE,Undirected,899,,,3
PODRICK,SHAE,Undirected,900,,,8
PYATT_PREE,SPICE_KING,Undirected,901,,,3
QUENT,ROBB,Undirected,904,,,3
ROBB,SEPTON,Undirected,906,,,3
RORGE,YOREN,Undirected,909,,,3
SANSA,TYWIN,Undirected,910,,,24
SHAE,TOMMEN,Undirected,911,,,3
STANNIS,TYWIN,Undirected,912,,,8
THEON,VARYS,Undirected,913,,,14
TIMETT,TYRION,Undirected,914,,,3
TOMMEN,TYRION,Undirected,915,,,15
AEGON,ARYA,Undirected,916,,,2
AERYS,PYCELLE,Undirected,917,,,2
AERYS,TYWIN,Undirected,919,,,2
ALTON,TALISA,Undirected,920,,,2
AMORY,HOT_PIE,Undirected,921,,,2
ARYA,KEVAN,Undirected,922,,,2
ARYA,REGINALD,Undirected,923,,,2
ARYA,RHAENYS,Undirected,924,,,2
BALON,CATELYN,Undirected,927,,,2
BARRA,JANOS,Undirected,928,,,2
BENJEN,CRASTER,Undirected,929,,,2
BILLY,RICKON,Undirected,930,,,2
BITER,YOREN,Undirected,931,,,2
BLACK_LORREN,MAESTER_LUWIN,Undirected,932,,,2
BLACK_LORREN,OSHA,Undirected,933,,,2
BOROS,JOFFREY,Undirected,934,,,2
BRAN,SANSA,Undirected,936,,,79
BRIENNE,COLEN,Undirected,937,,,2
BRIENNE,DAVOS,Undirected,938,,,35
BRIENNE,LITTLEFINGER,Undirected,939,,,48
BRIENNE,MELISANDRE,Undirected,940,,,12
BRIENNE,RICKARD_KARSTARK,Undirected,941,,,2
BRONN,CERSEI,Undirected,942,,,18
CATELYN,DAVOS,Undirected,944,,,2
CATELYN,MELISANDRE,Undirected,945,,,2
CATELYN,RICKON,Undirected,946,,,4
CERSEI,DAVOS,Undirected,947,,,6
CERSEI,HAYLENE,Undirected,948,,,2
CERSEI,JOANNA,Undirected,949,,,4
CERSEI,MATTHOS,Undirected,950,,,2
CERSEI,SALLADHOR,Undirected,951,,,2
COLEN,LORAS,Undirected,952,,,2
COLEN,MARGAERY,Undirected,953,,,2
COLEN,RENLY,Undirected,954,,,2
CRASTER,MANCE,Undirected,955,,,4
CRESSEN,MATTHOS,Undirected,956,,,2
DAGMER,FARLEN,Undirected,957,,,2
DAGMER,HODOR,Undirected,958,,,2
DAGMER,YARA,Undirected,959,,,2
DAVOS,FATHER_SEAWORTH,Undirected,960,,,2
DAVOS,JOFFREY,Undirected,961,,,2
DAVOS,LORAS,Undirected,962,,,2
DAVOS,MARYA,Undirected,963,,,2
DAVOS,ROBB,Undirected,964,,,4
DAVOS,ROBERT,Undirected,965,,,5
DONTOS,SANSA,Undirected,966,,,32
EDDISON_TOLLETT,JEOR,Undirected,967,,,8
FARLEN,RICKON,Undirected,968,,,2
FREY_DAUGHTER,ROBB,Undirected,969,,,2
GILLY,GRENN,Undirected,971,,,2
HARREN,TYWIN,Undirected,972,,,2
HAYLENE,PODRICK,Undirected,973,,,2
HIGH_SEPTON,MYRCELLA,Undirected,974,,,2
HOT_PIE,POLLIVER,Undirected,975,,,2
HOT_PIE,TICKLER,Undirected,976,,,2
HOUND,STANNIS,Undirected,978,,,2
HOUND,TOMMEN,Undirected,979,,,2
ILYN_PAYNE,LANCEL,Undirected,980,,,2
ILYN_PAYNE,TOMMEN,Undirected,981,,,2
JACKS,JAIME,Undirected,983,,,2
JAQEN,YOREN,Undirected,987,,,2
JOFFREY,MATTHOS,Undirected,989,,,2
JOFFREY,SHAE,Undirected,991,,,12
JORAH,MALAKKO,Undirected,994,,,2
KEVAN,STANNIS,Undirected,995,,,2
KOVARRO,SPICE_KING,Undirected,996,,,2
LANCEL,SHAE,Undirected,997,,,2
LANCEL,TOMMEN,Undirected,998,,,2
LITTLEFINGER,MYRCELLA,Undirected,999,,,2
LORAS,MELISANDRE,Undirected,1000,,,2
LORAS,ROBB,Undirected,1001,,,2
LORAS,TOMMEN,Undirected,1002,,,25
MARGAERY,STANNIS,Undirected,1004,,,2
MARGAERY,TYWIN,Undirected,1005,,,12
MATTHOS,ROBERT,Undirected,1006,,,2
MERYN_TRANT,TOMMEN,Undirected,1008,,,2
MHAEGEN,ROS,Undirected,1009,,,2
MYRCELLA,ROBERT,Undirected,1010,,,2
MYRCELLA,TRYSTANE,Undirected,1011,,,26
POLLIVER,TYWIN,Undirected,1016,,,2
PROTESTER,TYRION,Undirected,1017,,,2
QUAITHE,XARO,Undirected,1018,,,2
RAMSAY,ROOSE_BOLTON,Undirected,1019,,,122
RENNICK,ROBB,Undirected,1021,,,2
RHAENYS,VISENYA,Undirected,1022,,,2
RICKARD_KARSTARK,ROOSE_BOLTON,Undirected,1023,,,11
RICKARD_KARSTARK,TALISA,Undirected,1024,,,5
RICKON,RODRIK,Undirected,1025,,,2
ROBERT,THEON,Undirected,1026,,,2
SEPTON,TALISA,Undirected,1028,,,2
SILK_KING,SPICE_KING,Undirected,1030,,,2
TALISA,TORRHEN,Undirected,1031,,,2
THEON,TORRHEN,Undirected,1032,,,2
TRYSTANE,TYRION,Undirected,1034,,,2
RAMSAY,THEON,Undirected,1038,,,235
DAENERYS,MISSANDEI,Undirected,1049,,,221
BRAN,JOJEN,Undirected,1050,,,107
ARYA,THOROS,Undirected,1052,,,63
MARGAERY,SANSA,Undirected,1053,,,71
JAIME,LOCKE,Undirected,1054,,,59
BARRISTAN,JORAH,Undirected,1055,,,91
KRAZNYS_MO_NAKLOZ,MISSANDEI,Undirected,1059,,,54
JAIME,QYBURN,Undirected,1060,,,90
DAVOS,GENDRY,Undirected,1061,,,111
EDMURE,ROBB,Undirected,1064,,,46
GENDRY,MELISANDRE,Undirected,1065,,,48
DAVOS,SHIREEN,Undirected,1069,,,103
OLENNA,VARYS,Undirected,1070,,,40
BARRISTAN,DAENERYS,Undirected,1072,,,107
JON,ORELL,Undirected,1073,,,37
DAARIO,DAENERYS,Undirected,1074,,,225
OLENNA,TYWIN,Undirected,1078,,,49
JON,TORMUND,Undirected,1079,,,286
MEERA,OSHA,Undirected,1080,,,34
ARYA,BERIC,Undirected,1081,,,51
CERSEI,MARGAERY,Undirected,1083,,,131
ORELL,YGRITTE,Undirected,1085,,,32
OLENNA,TYRION,Undirected,1087,,,40
OLENNA,SANSA,Undirected,1088,,,33
ORELL,TORMUND,Undirected,1089,,,30
BRAN,MEERA,Undirected,1090,,,148
JAIME,ROOSE_BOLTON,Undirected,1091,,,29
TORMUND,YGRITTE,Undirected,1092,,,58
BERIC,THOROS,Undirected,1093,,,66
JOJEN,OSHA,Undirected,1095,,,28
BRYNDEN,CATELYN,Undirected,1098,,,27
ANGUY,ARYA,Undirected,1100,,,26
BERIC,HOUND,Undirected,1102,,,148
CERSEI,OLENNA,Undirected,1104,,,87
JOJEN,MEERA,Undirected,1105,,,68
DAENERYS,KRAZNYS_MO_NAKLOZ,Undirected,1107,,,23
HODOR,JOJEN,Undirected,1108,,,44
ROOSE_BOLTON,WALDER,Undirected,1109,,,23
MYRANDA,VIOLET,Undirected,1111,,,22
MARGAERY,OLENNA,Undirected,1114,,,123
SELYSE,STANNIS,Undirected,1115,,,60
ANGUY,HOUND,Undirected,1116,,,20
ANGUY,THOROS,Undirected,1117,,,20
GENDRY,THOROS,Undirected,1119,,,34
DAENERYS,RADZAI_MO_ERAZ,Undirected,1121,,,19
JEOR,RAST,Undirected,1122,,,19
THEON,TORTURER,Undirected,1123,,,19
BRYNDEN,EDMURE,Undirected,1124,,,29
BRAN,SAM,Undirected,1125,,,63
BRYNDEN,ROBB,Undirected,1126,,,17
DAARIO,JORAH,Undirected,1128,,,104
DAARIO,MERO,Undirected,1129,,,17
HOUND,THOROS,Undirected,1131,,,99
DAENERYS,MERO,Undirected,1134,,,16
SHIREEN,STANNIS,Undirected,1137,,,70
BRIENNE,LOCKE,Undirected,1139,,,15
CATELYN,EDMURE,Undirected,1140,,,17
HODOR,MEERA,Undirected,1143,,,73
JAIME,STEELSHANKS_WALTON,Undirected,1145,,,14
MANCE,TORMUND,Undirected,1146,,,26
MELISANDRE,THOROS,Undirected,1147,,,16
CRASTER,KARL_TANNER,Undirected,1149,,,18
JORAH,MISSANDEI,Undirected,1150,,,44
MEERA,RICKON,Undirected,1151,,,13
MERO,PRENDAHL,Undirected,1152,,,13
DAENERYS,GREY_WORM,Undirected,1155,,,110
EDMURE,ROSLIN,Undirected,1157,,,12
GREY_WORM,JORAH,Undirected,1158,,,41
JOJEN,SAM,Undirected,1159,,,12
MARTYN,TALISA,Undirected,1160,,,12
MYRANDA,THEON,Undirected,1161,,,29
ROS,SHAE,Undirected,1162,,,12
THEON,VIOLET,Undirected,1163,,,12
ANGUY,BERIC,Undirected,1164,,,11
ANGUY,GENDRY,Undirected,1165,,,11
EDDISON_TOLLETT,RAST,Undirected,1167,,,11
LORAS,OLYVAR,Undirected,1169,,,26
EDMURE,WALDER,Undirected,1173,,,15
GILLY,MAESTER_AEMON,Undirected,1174,,,14
LOCKE,ROOSE_BOLTON,Undirected,1176,,,12
LORAS,OLENNA,Undirected,1177,,,25
MANCE,ORELL,Undirected,1180,,,10
TALISA,WALDER,Undirected,1183,,,10
BRIENNE,ROOSE_BOLTON,Undirected,1185,,,9
GENDRY,STANNIS,Undirected,1187,,,9
JOJEN,RICKON,Undirected,1190,,,9
LITTLE_SAM,GILLY,Undirected,1191,,,70
LITTLE_SAM,SAM,Undirected,1192,,,61
ROOSE_BOLTON,TYWIN,Undirected,1196,,,13
BLACK_WALDER,ROBB,Undirected,1197,,,8
BRYNDEN,ROOSE_BOLTON,Undirected,1200,,,8
BRYNDEN,TALISA,Undirected,1201,,,8
CRASTER,RAST,Undirected,1203,,,13
DAENERYS,PRENDAHL,Undirected,1204,,,8
EDMURE,TALISA,Undirected,1206,,,8
FARMER,JON,Undirected,1207,,,8
GILLY,MEERA,Undirected,1208,,,8
HODOR,SAM,Undirected,1209,,,8
JEOR,KARL_TANNER,Undirected,1210,,,10
JOFFREY,OLENNA,Undirected,1212,,,20
MEERA,SAM,Undirected,1214,,,8
MERYN_TRANT,TARYN_MANT,Undirected,1215,,,8
ROSLIN,WALDER,Undirected,1216,,,8
BARRISTAN,MISSANDEI,Undirected,1217,,,20
BERIC,GENDRY,Undirected,1218,,,24
DAARIO,MISSANDEI,Undirected,1222,,,32
DAARIO,PRENDAHL,Undirected,1223,,,7
EDMURE,LOTHAR,Undirected,1224,,,13
FARMER,TORMUND,Undirected,1225,,,7
BARRISTAN,DAARIO,Undirected,1231,,,20
BERIC,MELISANDRE,Undirected,1232,,,12
BRYNDEN,WALDER,Undirected,1234,,,11
CATELYN,JOYEUSE,Undirected,1235,,,6
DAARIO,GREY_WORM,Undirected,1236,,,40
FARMER,YGRITTE,Undirected,1238,,,6
HOT_PIE,THOROS,Undirected,1239,,,6
JAIME,RENLY,Undirected,1240,,,6
JORAH,MERO,Undirected,1241,,,6
MACE,OLENNA,Undirected,1242,,,20
MERO,MISSANDEI,Undirected,1243,,,6
ROBB,ROSLIN,Undirected,1245,,,6
ARYA,MELISANDRE,Undirected,1247,,,18
BARRISTAN,GREY_WORM,Undirected,1248,,,19
BLACK_WALDER,EDMURE,Undirected,1250,,,14
BLACK_WALDER,LOTHAR,Undirected,1251,,,20
BRYNDEN,RICKARD_KARSTARK,Undirected,1253,,,5
GENDRY,HOUND,Undirected,1257,,,49
HOSTER,ROBB,Undirected,1258,,,5
JOJEN,JON,Undirected,1261,,,7
JORAH,KRAZNYS_MO_NAKLOZ,Undirected,1263,,,5
JORAH,ROBERT,Undirected,1264,,,5
MARGAERY,TYRION,Undirected,1265,,,16
MARTYN,WILLEM_LANNISTER,Undirected,1266,,,5
BALON,RAMSAY,Undirected,1273,,,4
BRAN,ORELL,Undirected,1274,,,4
CATELYN,ROSLIN,Undirected,1277,,,4
CERSEI,TARYN_MANT,Undirected,1278,,,4
EDMURE,FREY_SEPTON,Undirected,1279,,,4
EDMURE,RICKARD_KARSTARK,Undirected,1280,,,4
FARMER,ORELL,Undirected,1281,,,4
GILLY,JOJEN,Undirected,1282,,,4
GREIZHEN,MISSANDEI,Undirected,1283,,,4
JOYEUSE,ROBB,Undirected,1287,,,4
JOYEUSE,TALISA,Undirected,1288,,,4
LOCKE,TYWIN,Undirected,1292,,,4
LORD_OF_BONES,TORMUND,Undirected,1294,,,16
LOTHAR,WALDER,Undirected,1296,,,13
MAREI,TYRION,Undirected,1297,,,6
MELISANDRE,ROBERT,Undirected,1300,,,4
QYBURN,ROOSE_BOLTON,Undirected,1302,,,4
QYBURN,TALISA,Undirected,1303,,,4
RAMSAY,YARA,Undirected,1304,,,11
ROSLIN,TALISA,Undirected,1307,,,4
SORCERER,VARYS,Undirected,1308,,,4
TARYN_MANT,TYRION,Undirected,1309,,,4
ANGUY,MELISANDRE,Undirected,1312,,,3
BERIC,MOUNTAIN,Undirected,1313,,,3
BLACK_WALDER,BRYNDEN,Undirected,1315,,,8
BLACK_WALDER,CATELYN,Undirected,1316,,,3
BRAN,GILLY,Undirected,1317,,,3
BRANDON_STARK,JOJEN,Undirected,1319,,,3
BRIENNE,SELWYN,Undirected,1320,,,8
BRYNDEN,LOTHAR,Undirected,1323,,,7
CRASTER,GRENN,Undirected,1325,,,7
DAENERYS,GREIZHEN,Undirected,1326,,,3
EDMURE,ROOSE_BOLTON,Undirected,1327,,,3
FARMER,JOJEN,Undirected,1328,,,3
GENDRY,ROBERT,Undirected,1329,,,14
GILLY,HODOR,Undirected,1330,,,3
GILLY,RANDYLL,Undirected,1331,,,11
HIGH_SEPTON,JOFFREY,Undirected,1332,,,8
HIGH_SEPTON,MARGAERY,Undirected,1333,,,7
HODOR,ORELL,Undirected,1334,,,3
JAIME,SELWYN,Undirected,1338,,,3
JOANNA,TYWIN,Undirected,1339,,,5
JOJEN,NED,Undirected,1343,,,3
JOJEN,ORELL,Undirected,1344,,,3
JON,OSHA,Undirected,1347,,,3
LITTLEFINGER,OLYVAR,Undirected,1348,,,5
LITTLEFINGER,SHAE,Undirected,1350,,,3
LOTHAR,ROBB,Undirected,1352,,,3
MACE,MARGAERY,Undirected,1353,,,19
MEERA,ORELL,Undirected,1354,,,3
MERRY,WALDER,Undirected,1355,,,3
MERYN_TRANT,PODRICK,Undirected,1356,,,3
MISSANDEI,PRENDAHL,Undirected,1357,,,3
MISSANDEI,RADZAI_MO_ERAZ,Undirected,1358,,,3
MOUNTAIN,ROBB,Undirected,1359,,,3
OLENNA,PODRICK,Undirected,1363,,,3
OLENNA,ROBERT,Undirected,1364,,,3
ORELL,OSHA,Undirected,1365,,,3
ORELL,RICKON,Undirected,1366,,,3
QYBURN,ROBB,Undirected,1368,,,3
RAMSAY,ROBB,Undirected,1369,,,5
RICKARD_KARSTARK,WILLEM_LANNISTER,Undirected,1372,,,3
ROBERT,THOROS,Undirected,1375,,,3
ROOSE_BOLTON,STEELSHANKS_WALTON,Undirected,1376,,,3
ROOSE_BOLTON,THEON,Undirected,1377,,,25
SORCERER,TYRION,Undirected,1379,,,3
AEGON,DAVOS,Undirected,1381,,,2
AEGON,SHIREEN,Undirected,1382,,,2
AERYS,JOFFREY,Undirected,1384,,,2
ANGUY,HOT_PIE,Undirected,1386,,,2
ARYA,ROOSE_BOLTON,Undirected,1392,,,2
BALERION,DAVOS,Undirected,1394,,,2
BALON,ROOSE_BOLTON,Undirected,1396,,,4
BARRISTAN,KRAZNYS_MO_NAKLOZ,Undirected,1397,,,2
BARRISTAN,RADZAI_MO_ERAZ,Undirected,1398,,,2
BERT,SHIREEN,Undirected,1399,,,2
BLACK_WALDER,JOYEUSE,Undirected,1400,,,2
BOROS,MERYN_TRANT,Undirected,1401,,,2
BRAN,FARMER,Undirected,1402,,,2
BRAN,TORMUND,Undirected,1405,,,6
BRAN,YGRITTE,Undirected,1406,,,2
BRONN,HIGH_SEPTON,Undirected,1407,,,2
BRONN,LORAS,Undirected,1408,,,2
BRONN,MARGAERY,Undirected,1409,,,2
BRONN,OLENNA,Undirected,1410,,,4
BRONN,TARYN_MANT,Undirected,1413,,,2
BRYNDEN,HOSTER,Undirected,1415,,,2
BRYNDEN,ROSLIN,Undirected,1416,,,2
CATELYN,LOTHAR,Undirected,1419,,,2
CERSEI,HIGH_SEPTON,Undirected,1422,,,15
DAREON,HOBB,Undirected,1431,,,2
DAVOS,RYLENE,Undirected,1435,,,2
DESMOND,ELDRICK,Undirected,1436,,,2
DESMOND,SANSA,Undirected,1437,,,2
DESMOND,TYRION,Undirected,1438,,,2
EDDISON_TOLLETT,KARL_TANNER,Undirected,1439,,,2
EDMURE,HOUND,Undirected,1440,,,2
EDMURE,JOYEUSE,Undirected,1441,,,2
EDMURE,MOUNTAIN,Undirected,1442,,,2
EDMURE,TYWIN,Undirected,1443,,,2
FARMER,HODOR,Undirected,1444,,,2
FARMER,MEERA,Undirected,1445,,,2
FARMER,OSHA,Undirected,1446,,,2
FARMER,RICKON,Undirected,1447,,,2
FREY_SEPTON,ROSLIN,Undirected,1448,,,2
FREY_SEPTON,WALDER,Undirected,1449,,,2
GILLY,RAST,Undirected,1451,,,2
GREIZHEN,JORAH,Undirected,1452,,,2
GREIZHEN,KRAZNYS_MO_NAKLOZ,Undirected,1453,,,2
GRENN,KARL_TANNER,Undirected,1454,,,2
GREY_WORM,MERO,Undirected,1455,,,2
GREY_WORM,MISSANDEI,Undirected,1456,,,183
HIGH_SEPTON,LORAS,Undirected,1457,,,2
HIGH_SEPTON,OLENNA,Undirected,1458,,,2
HIGH_SEPTON,PYCELLE,Undirected,1459,,,4
HIGH_SEPTON,SANSA,Undirected,1460,,,2
HIGH_SEPTON,TYRION,Undirected,1461,,,2
HIGH_SEPTON,TYWIN,Undirected,1462,,,2
HODOR,JON,Undirected,1463,,,2
HODOR,TORMUND,Undirected,1464,,,2
HODOR,YGRITTE,Undirected,1465,,,2
HOUND,ROOSE_BOLTON,Undirected,1470,,,2
JAIME,LORAS,Undirected,1474,,,18
JAIME,PYCELLE,Undirected,1476,,,7
JOJEN,TORMUND,Undirected,1480,,,2
JOJEN,YGRITTE,Undirected,1481,,,2
JON,MEERA,Undirected,1482,,,2
JON,QHORIN_HALFHAND,Undirected,1483,,,2
JON,RICKON,Undirected,1484,,,11
JORAH,PRENDAHL,Undirected,1485,,,2
JOYEUSE,ROSLIN,Undirected,1486,,,2
KARL_TANNER,RAST,Undirected,1487,,,15
KARL_TANNER,SAM,Undirected,1488,,,2
LITTLEFINGER,PODRICK,Undirected,1489,,,10
LOCKE,QYBURN,Undirected,1490,,,2
LOCKE,STEELSHANKS_WALTON,Undirected,1491,,,2
LORAS,SHAE,Undirected,1494,,,2
LOTHAR,ROSLIN,Undirected,1495,,,2
LOTHAR,TALISA,Undirected,1496,,,2
LYSA,TYWIN,Undirected,1497,,,2
LYSA,VARYS,Undirected,1498,,,2
MARGAERY,PYCELLE,Undirected,1499,,,4
MARTYN,ROBB,Undirected,1500,,,2
MEERA,TORMUND,Undirected,1501,,,2
MEERA,YGRITTE,Undirected,1502,,,2
MELISANDRE,SELYSE,Undirected,1503,,,51
MOUNTAIN,THOROS,Undirected,1504,,,2
MYRANDA,RAMSAY,Undirected,1506,,,55
