Source,Target,Type,Id,Label,timeset,Weight,book
Amerei-Frey,Jaime-Lannister,Undirected,48,,,6,4
Amerei-Frey,Lancel-Lannister,Undirected,49,,,10,4
Amerei-Frey,Lyle-Crakehall,Undirected,50,,,4,4
Anders-Yronwood,Quentyn-Martell,Undirected,51,,,4,4
Andrey-Dalt,Arianne-Martell,Undirected,52,,,10,4
Andrey-Dalt,Garin-(orphan),Undirected,53,,,11,4
Andrey-Dalt,Myrcella-Baratheon,Undirected,54,,,4,4
Andrey-Dalt,Sylva-Santagar,Undirected,55,,,8,4
Andrey-Dalt,Tyene-Sand,Undirected,56,,,4,4
Anya-Waynwood,Benedar-Belmore,Undirected,57,,,4,4
Anya-Waynwood,Gilwood-Hunter,Undirected,58,,,6,4
Anya-Waynwood,Harrold-Hardyng,Undirected,59,,,6,4
Anya-Waynwood,Horton-Redfort,Undirected,60,,,7,4
Anya-Waynwood,Petyr-Baelish,Undirected,61,,,10,4
Anya-Waynwood,Symond-Templeton,Undirected,62,,,6,4
Anya-Waynwood,Yohn-Royce,Undirected,63,,,5,4
Areo-Hotah,Arianne-Martell,Undirected,64,,,17,4
Areo-Hotah,Arys-Oakheart,Undirected,65,,,7,4
Areo-Hotah,Caleotte,Undirected,66,,,7,4
Areo-Hotah,Doran-Martell,Undirected,67,,,32,4
Areo-Hotah,Myrcella-Baratheon,Undirected,68,,,5,4
Areo-Hotah,Obara-Sand,Undirected,69,,,7,4
Areo-Hotah,Oberyn-Martell,Undirected,70,,,3,4
Arianne-Martell,Arys-Oakheart,Undirected,71,,,19,4
Arianne-Martell,Cedra,Undirected,72,,,8,4
Arianne-Martell,Doran-Martell,Undirected,73,,,15,4
Arianne-Martell,Franklyn-Fowler,Undirected,74,,,3,4
Arianne-Martell,Garin-(orphan),Undirected,75,,,18,4
Arianne-Martell,Gerold-Dayne,Undirected,76,,,11,4
Arianne-Martell,Mellei,Undirected,77,,,3,4
Arianne-Martell,Morra,Undirected,78,,,3,4
Arianne-Martell,Myrcella-Baratheon,Undirected,79,,,12,4
Arianne-Martell,Oberyn-Martell,Undirected,80,,,3,4
Arianne-Martell,Quentyn-Martell,Undirected,81,,,8,4
Arianne-Martell,Ricasso,Undirected,82,,,3,4
Arianne-Martell,Sylva-Santagar,Undirected,83,,,10,4
Arianne-Martell,Timoth,Undirected,84,,,3,4
Arianne-Martell,Tyene-Sand,Undirected,85,,,4,4
Armen,Leo-Tyrell,Undirected,86,,,3,4
Armen,Marwyn,Undirected,87,,,3,4
Armen,Mollander,Undirected,88,,,3,4
Armen,Pate-(novice),Undirected,89,,,5,4
Armen,Roone,Undirected,90,,,4,4
Arya-Stark,Bellegere-Otherys,Undirected,91,,,3,4
Arya-Stark,Brea,Undirected,92,,,5,4
Arya-Stark,Brusco,Undirected,93,,,6,4
Arya-Stark,Dareon,Undirected,94,,,5,4
Arya-Stark,Denyo-Terys,Undirected,95,,,8,4
Arya-Stark,Kindly-Man,Undirected,96,,,13,4
Arya-Stark,Meralyn,Undirected,97,,,9,4
Arya-Stark,Nan,Undirected,98,,,5,4
Arya-Stark,Sandor-Clegane,Undirected,99,,,3,4
Arya-Stark,Sansa-Stark,Undirected,100,,,4,4
Arya-Stark,Syrio-Forel,Undirected,101,,,4,4
Arya-Stark,Talea,Undirected,102,,,4,4
Arya-Stark,Ternesio-Terys,Undirected,103,,,5,4
Arya-Stark,Umma,Undirected,104,,,6,4
Arya-Stark,Waif,Undirected,105,,,17,4
Arya-Stark,Yorko-Terys,Undirected,106,,,6,4
Arys-Oakheart,Doran-Martell,Undirected,107,,,3,4
Arys-Oakheart,Garin-(orphan),Undirected,108,,,3,4
Arys-Oakheart,Gerold-Dayne,Undirected,109,,,3,4
Arys-Oakheart,Myrcella-Baratheon,Undirected,110,,,18,4
Asha-Greyjoy,Balon-Greyjoy,Undirected,111,,,12,4
Asha-Greyjoy,Euron-Greyjoy,Undirected,112,,,19,4
Asha-Greyjoy,Red-Oarsman,Undirected,113,,,3,4
Asha-Greyjoy,Rodrik-Harlaw,Undirected,114,,,7,4
Asha-Greyjoy,Theon-Greyjoy,Undirected,115,,,6,4
Asha-Greyjoy,Tristifer-Botley,Undirected,116,,,4,4
Asha-Greyjoy,Victarion-Greyjoy,Undirected,117,,,10,4
Aurane-Waters,Cersei-Lannister,Undirected,118,,,9,4
Aurane-Waters,Gyles-Rosby,Undirected,119,,,3,4
Aurane-Waters,Harys-Swyft,Undirected,120,,,5,4
Aurane-Waters,Loras-Tyrell,Undirected,121,,,3,4
Aurane-Waters,Margaery-Tyrell,Undirected,122,,,5,4
Aurane-Waters,Orton-Merryweather,Undirected,123,,,3,4
Aurane-Waters,Paxter-Redwyne,Undirected,124,,,3,4
Aurane-Waters,Stannis-Baratheon,Undirected,125,,,3,4
Aurane-Waters,Tommen-Baratheon,Undirected,126,,,3,4
Baelor-Blacktyde,Balon-Greyjoy,Undirected,127,,,3,4
Baelor-Blacktyde,Euron-Greyjoy,Undirected,128,,,4,4
Baelor-Blacktyde,Victarion-Greyjoy,Undirected,129,,,4,4
Baelor-I-Targaryen,Cersei-Lannister,Undirected,130,,,5,4
Balman-Byrch,Bronn,Undirected,131,,,7,4
Balman-Byrch,Cersei-Lannister,Undirected,132,,,7,4
Balman-Byrch,Falyse-Stokeworth,Undirected,133,,,10,4
Balon-Greyjoy,Euron-Greyjoy,Undirected,134,,,20,4
Balon-Greyjoy,Stannis-Baratheon,Undirected,135,,,4,4
Balon-Greyjoy,Victarion-Greyjoy,Undirected,136,,,13,4
Balon-Swann,Gregor-Clegane,Undirected,137,,,3,4
Balon-Swann,Jaime-Lannister,Undirected,138,,,3,4
Balon-Swann,Loras-Tyrell,Undirected,139,,,4,4
Benedar-Belmore,Gilwood-Hunter,Undirected,140,,,3,4
Benedar-Belmore,Horton-Redfort,Undirected,141,,,5,4
Benedar-Belmore,Petyr-Baelish,Undirected,142,,,5,4
Benedar-Belmore,Symond-Templeton,Undirected,143,,,4,4
Beric-Dondarrion,Catelyn-Stark,Undirected,144,,,3,4
Beric-Dondarrion,Jaime-Lannister,Undirected,145,,,7,4
Beric-Dondarrion,Mariya-Darry,Undirected,146,,,5,4
Beric-Dondarrion,Sandor-Clegane,Undirected,147,,,3,4
Beric-Dondarrion,Thoros-of-Myr,Undirected,148,,,5,4
Biter,Brienne-of-Tarth,Undirected,149,,,5,4
Blue-Bard,Cersei-Lannister,Undirected,150,,,7,4
Blue-Bard,Lambert-Turnberry,Undirected,151,,,3,4
Blue-Bard,Margaery-Tyrell,Undirected,152,,,6,4
Blue-Bard,Qyburn,Undirected,153,,,4,4
Blue-Bard,Tallad,Undirected,154,,,3,4
Bonifer-Hasty,Jaime-Lannister,Undirected,155,,,4,4
Boros-Blount,Cersei-Lannister,Undirected,156,,,3,4
Boros-Blount,Jaime-Lannister,Undirected,157,,,3,4
Boros-Blount,Meryn-Trant,Undirected,158,,,4,4
Boros-Blount,Osmund-Kettleblack,Undirected,159,,,8,4
Boros-Blount,Osney-Kettleblack,Undirected,160,,,3,4
Bran-Stark,Jon-Snow,Undirected,161,,,6,4
Bran-Stark,Rickon-Stark,Undirected,162,,,5,4
Bran-Stark,Robb-Stark,Undirected,163,,,5,4
Bran-Stark,Tommen-Baratheon,Undirected,164,,,3,4
Brea,Brusco,Undirected,165,,,3,4
Brea,Talea,Undirected,166,,,4,4
Brella,Sansa-Stark,Undirected,167,,,4,4
Brienne-of-Tarth,Catelyn-Stark,Undirected,168,,,10,4
Brienne-of-Tarth,Clarence-Crabb,Undirected,169,,,4,4
Brienne-of-Tarth,Creighton-Longbough,Undirected,170,,,8,4
Brienne-of-Tarth,Dick-Crabb,Undirected,171,,,21,4
Brienne-of-Tarth,Dontos-Hollard,Undirected,172,,,7,4
Brienne-of-Tarth,Elder-Brother,Undirected,173,,,4,4
Brienne-of-Tarth,Gendry,Undirected,174,,,6,4
Brienne-of-Tarth,Hyle-Hunt,Undirected,175,,,17,4
Brienne-of-Tarth,Illifer,Undirected,176,,,8,4
Brienne-of-Tarth,Jaime-Lannister,Undirected,177,,,18,4
Brienne-of-Tarth,Jeyne-Heddle,Undirected,178,,,4,4
Brienne-of-Tarth,Joffrey-Baratheon,Undirected,179,,,4,4
Brienne-of-Tarth,Lysa-Arryn,Undirected,180,,,3,4
Brienne-of-Tarth,Meribald,Undirected,181,,,17,4
Brienne-of-Tarth,Narbert,Undirected,182,,,6,4
Brienne-of-Tarth,Podrick-Payne,Undirected,183,,,36,4
Brienne-of-Tarth,Pyg,Undirected,184,,,4,4
Brienne-of-Tarth,Randyll-Tarly,Undirected,185,,,8,4
Brienne-of-Tarth,Renly-Baratheon,Undirected,186,,,9,4
Brienne-of-Tarth,Sandor-Clegane,Undirected,187,,,12,4
Brienne-of-Tarth,Sansa-Stark,Undirected,188,,,19,4
Brienne-of-Tarth,Shagwell,Undirected,189,,,9,4
Brienne-of-Tarth,Timeon,Undirected,190,,,5,4
Brienne-of-Tarth,Tommen-Baratheon,Undirected,191,,,3,4
Brienne-of-Tarth,Tyrion-Lannister,Undirected,192,,,3,4
Brienne-of-Tarth,Tywin-Lannister,Undirected,193,,,3,4
Brienne-of-Tarth,Willow-Heddle,Undirected,194,,,5,4
Bronn,Cersei-Lannister,Undirected,195,,,4,4
Bronn,Falyse-Stokeworth,Undirected,196,,,3,4
Bronn,Lollys-Stokeworth,Undirected,197,,,4,4
Bronn,Tyrion-Lannister,Undirected,198,,,4,4
Brynden-Tully,Catelyn-Stark,Undirected,199,,,3,4
Brynden-Tully,Daven-Lannister,Undirected,200,,,3,4
Brynden-Tully,Edmure-Tully,Undirected,201,,,15,4
Brynden-Tully,Edwyn-Frey,Undirected,202,,,3,4
Brynden-Tully,Emmon-Frey,Undirected,203,,,7,4
Brynden-Tully,Jaime-Lannister,Undirected,204,,,18,4
Brynden-Tully,Lyle-Crakehall,Undirected,205,,,4,4
Brynden-Tully,Ryman-Frey,Undirected,206,,,3,4
Caleotte,Doran-Martell,Undirected,207,,,8,4
Caleotte,Obara-Sand,Undirected,208,,,5,4
Catelyn-Stark,Hyle-Hunt,Undirected,209,,,3,4
Catelyn-Stark,Jaime-Lannister,Undirected,210,,,15,4
Catelyn-Stark,Petyr-Baelish,Undirected,211,,,3,4
Catelyn-Stark,Randyll-Tarly,Undirected,212,,,3,4
Catelyn-Stark,Renly-Baratheon,Undirected,213,,,4,4
Catelyn-Stark,Robb-Stark,Undirected,214,,,4,4
Catelyn-Stark,Sansa-Stark,Undirected,215,,,9,4
Catelyn-Stark,Tyrion-Lannister,Undirected,216,,,3,4
Cedra,Garin-(orphan),Undirected,217,,,5,4
Cedric-Payne,Podrick-Payne,Undirected,218,,,3,4
Cersei-Lannister,Dorcas,Undirected,219,,,18,4
Cersei-Lannister,Dunsen,Undirected,220,,,4,4
Cersei-Lannister,Eddard-Stark,Undirected,221,,,3,4
Cersei-Lannister,Falyse-Stokeworth,Undirected,222,,,14,4
Cersei-Lannister,Garlan-Tyrell,Undirected,223,,,3,4
Cersei-Lannister,Garth-Tyrell,Undirected,224,,,3,4
Cersei-Lannister,Gregor-Clegane,Undirected,225,,,6,4
Cersei-Lannister,Gyles-Rosby,Undirected,226,,,18,4
Cersei-Lannister,Harys-Swyft,Undirected,227,,,4,4
Cersei-Lannister,High-Septon-(Tyrions),Undirected,228,,,3,4
Cersei-Lannister,High-Sparrow,Undirected,229,,,24,4
Cersei-Lannister,Ilyn-Payne,Undirected,230,,,6,4
Cersei-Lannister,Jaime-Lannister,Undirected,231,,,49,4
Cersei-Lannister,Jalabhar-Xho,Undirected,232,,,3,4
Cersei-Lannister,Jocelyn-Swyft,Undirected,233,,,13,4
Cersei-Lannister,Joffrey-Baratheon,Undirected,234,,,21,4
Cersei-Lannister,Jon-Snow,Undirected,235,,,3,4
Cersei-Lannister,Kevan-Lannister,Undirected,236,,,9,4
Cersei-Lannister,Lancel-Lannister,Undirected,237,,,9,4
Cersei-Lannister,Loras-Tyrell,Undirected,238,,,24,4
Cersei-Lannister,Mace-Tyrell,Undirected,239,,,17,4
Cersei-Lannister,Maegor-I-Targaryen,Undirected,240,,,3,4
Cersei-Lannister,Maggy,Undirected,241,,,5,4
Cersei-Lannister,Margaery-Tyrell,Undirected,242,,,67,4
Cersei-Lannister,Mark-Mullendore,Undirected,243,,,3,4
Cersei-Lannister,Melara-Hetherspoon,Undirected,244,,,5,4
Cersei-Lannister,Meryn-Trant,Undirected,245,,,15,4
Cersei-Lannister,Moon-Boy,Undirected,246,,,5,4
Cersei-Lannister,Myrcella-Baratheon,Undirected,247,,,4,4
Cersei-Lannister,Olenna-Redwyne,Undirected,248,,,6,4
Cersei-Lannister,Orton-Merryweather,Undirected,249,,,9,4
Cersei-Lannister,Osfryd-Kettleblack,Undirected,250,,,8,4
Cersei-Lannister,Osmund-Kettleblack,Undirected,251,,,25,4
Cersei-Lannister,Osney-Kettleblack,Undirected,252,,,24,4
Cersei-Lannister,Petyr-Baelish,Undirected,253,,,7,4
Cersei-Lannister,Pycelle,Undirected,254,,,15,4
Cersei-Lannister,Qyburn,Undirected,255,,,27,4
Cersei-Lannister,Rafford,Undirected,256,,,4,4
Cersei-Lannister,Raynard,Undirected,257,,,3,4
Cersei-Lannister,Rhaegar-Targaryen,Undirected,258,,,5,4
Cersei-Lannister,Robert-Baratheon,Undirected,259,,,29,4
Cersei-Lannister,Sansa-Stark,Undirected,260,,,6,4
Cersei-Lannister,Senelle,Undirected,261,,,9,4
Cersei-Lannister,Stannis-Baratheon,Undirected,262,,,9,4
Cersei-Lannister,Taena-of-Myr,Undirected,263,,,46,4
Cersei-Lannister,Tallad,Undirected,264,,,4,4
Cersei-Lannister,Tommen-Baratheon,Undirected,265,,,80,4
Cersei-Lannister,Tyrion-Lannister,Undirected,266,,,36,4
Cersei-Lannister,Tywin-Lannister,Undirected,267,,,14,4
Cersei-Lannister,Unella,Undirected,268,,,3,4
Cersei-Lannister,Varys,Undirected,269,,,7,4
Cersei-Lannister,Walder-Frey,Undirected,270,,,5,4
Clement-Piper,Jaime-Lannister,Undirected,271,,,3,4
Cleos-Frey,Jaime-Lannister,Undirected,272,,,4,4
Clydas,Samwell-Tarly,Undirected,273,,,3,4
Colemon,Gretchel,Undirected,274,,,5,4
Colemon,Maddy,Undirected,275,,,5,4
Colemon,Petyr-Baelish,Undirected,276,,,6,4
Colemon,Robert-Arryn,Undirected,277,,,7,4
Craster,Gilly,Undirected,278,,,8,4
Craster,Jeor-Mormont,Undirected,279,,,3,4
Craster,Jon-Snow,Undirected,280,,,3,4
Craster,Samwell-Tarly,Undirected,281,,,6,4
Creighton-Longbough,Illifer,Undirected,282,,,15,4
Creighton-Longbough,Shadrich,Undirected,283,,,4,4
Daemon-Sand,Doran-Martell,Undirected,284,,,3,4
Daemon-Sand,Oberyn-Martell,Undirected,285,,,3,4
Dalla,Gilly,Undirected,286,,,6,4
Dareon,Gilly,Undirected,287,,,7,4
Dareon,Lanna-(Happy-Port),Undirected,288,,,4,4
Dareon,Samwell-Tarly,Undirected,289,,,26,4
Daven-Lannister,Emmon-Frey,Undirected,290,,,3,4
Daven-Lannister,Jaime-Lannister,Undirected,291,,,12,4
Denyo-Terys,Ternesio-Terys,Undirected,292,,,3,4
Dick-Crabb,Eustace-Brune,Undirected,293,,,3,4
Dick-Crabb,Jaime-Lannister,Undirected,294,,,3,4
Dick-Crabb,Podrick-Payne,Undirected,295,,,9,4
Dick-Crabb,Renly-Baratheon,Undirected,296,,,3,4
Dontos-Hollard,Joffrey-Baratheon,Undirected,297,,,4,4
Dontos-Hollard,Sansa-Stark,Undirected,298,,,9,4
Dontos-Hollard,Tyrion-Lannister,Undirected,299,,,3,4
Doran-Martell,Gregor-Clegane,Undirected,300,,,4,4
Doran-Martell,Myrcella-Baratheon,Undirected,301,,,6,4
Doran-Martell,Nymeria-Sand,Undirected,302,,,4,4
Doran-Martell,Obara-Sand,Undirected,303,,,8,4
Doran-Martell,Oberyn-Martell,Undirected,304,,,5,4
Doran-Martell,Tyene-Sand,Undirected,305,,,6,4
Doran-Martell,Tywin-Lannister,Undirected,306,,,4,4
Dorcas,Jocelyn-Swyft,Undirected,307,,,8,4
Dorcas,Margaery-Tyrell,Undirected,308,,,3,4
Dorcas,Osney-Kettleblack,Undirected,309,,,3,4
Dorcas,Qyburn,Undirected,310,,,3,4
Dorcas,Taena-of-Myr,Undirected,311,,,6,4
Dunsen,Gregor-Clegane,Undirected,312,,,3,4
Dunsen,Ilyn-Payne,Undirected,313,,,4,4
Dunsen,Meryn-Trant,Undirected,314,,,4,4
Dunsen,Rafford,Undirected,315,,,4,4
Dunstan-Drumm,Rodrik-Harlaw,Undirected,316,,,3,4
Dunstan-Drumm,Victarion-Greyjoy,Undirected,317,,,3,4
Eddard-Stark,Joffrey-Baratheon,Undirected,318,,,3,4
Eddard-Stark,Jon-Arryn,Undirected,319,,,4,4
Eddard-Stark,Jon-Snow,Undirected,320,,,4,4
Eddard-Stark,Pycelle,Undirected,321,,,3,4
Eddard-Stark,Robert-Baratheon,Undirected,322,,,3,4
Eddard-Stark,Stannis-Baratheon,Undirected,323,,,3,4
Eddard-Stark,Tyrion-Lannister,Undirected,324,,,4,4
Eddison-Tollett,Jon-Snow,Undirected,325,,,5,4
Eddison-Tollett,Samwell-Tarly,Undirected,326,,,4,4
Edmure-Tully,Emmon-Frey,Undirected,327,,,11,4
Edmure-Tully,Forley-Prester,Undirected,328,,,3,4
Edmure-Tully,Ilyn-Payne,Undirected,329,,,4,4
Edmure-Tully,Jaime-Lannister,Undirected,330,,,24,4
Edmure-Tully,Roslin-Frey,Undirected,331,,,4,4
Edmure-Tully,Ryman-Frey,Undirected,332,,,5,4
Edmure-Tully,Tommen-Baratheon,Undirected,333,,,4,4
Edmure-Tully,Walder-Frey,Undirected,334,,,4,4
Edwyn-Frey,Jaime-Lannister,Undirected,335,,,9,4
Edwyn-Frey,Ryman-Frey,Undirected,336,,,5,4
Edwyn-Frey,Walder-Rivers,Undirected,337,,,8,4
Elder-Brother,Meribald,Undirected,338,,,3,4
Elder-Brother,Narbert,Undirected,339,,,4,4
Elia-Martell,Tywin-Lannister,Undirected,340,,,3,4
Elinor-Tyrell,Margaery-Tyrell,Undirected,341,,,5,4
Elinor-Tyrell,Megga-Tyrell,Undirected,342,,,10,4
Elinor-Tyrell,Tallad,Undirected,343,,,3,4
Emmon-Frey,Forley-Prester,Undirected,344,,,3,4
Emmon-Frey,Genna-Lannister,Undirected,345,,,5,4
Emmon-Frey,Jaime-Lannister,Undirected,346,,,8,4
Emmon-Frey,Ryman-Frey,Undirected,347,,,4,4
Emmon-Frey,Tywin-Lannister,Undirected,348,,,3,4
Euron-Greyjoy,Hotho-Harlaw,Undirected,349,,,4,4
Euron-Greyjoy,Humfrey-Hewett,Undirected,350,,,3,4
Euron-Greyjoy,Nute,Undirected,351,,,4,4
Euron-Greyjoy,Quellon-Greyjoy,Undirected,352,,,3,4
Euron-Greyjoy,Red-Oarsman,Undirected,353,,,6,4
Euron-Greyjoy,Rodrik-Harlaw,Undirected,354,,,4,4
Euron-Greyjoy,Sawane-Botley,Undirected,355,,,3,4
Euron-Greyjoy,Victarion-Greyjoy,Undirected,356,,,43,4
Falyse-Stokeworth,Qyburn,Undirected,357,,,7,4
Garin-(orphan),Gerold-Dayne,Undirected,358,,,5,4
Garin-(orphan),Myrcella-Baratheon,Undirected,359,,,5,4
Garin-(orphan),Nymeria-Sand,Undirected,360,,,3,4
Garin-(orphan),Sylva-Santagar,Undirected,361,,,8,4
Garin-(orphan),Tyene-Sand,Undirected,362,,,5,4
Garrett-Paege,Jaime-Lannister,Undirected,363,,,3,4
Gendry,Willow-Heddle,Undirected,364,,,3,4
Genna-Lannister,Jaime-Lannister,Undirected,365,,,7,4
Genna-Lannister,Tywin-Lannister,Undirected,366,,,3,4
Gerold-Dayne,Myrcella-Baratheon,Undirected,367,,,6,4
Gerold-Grafton,Terrance-Lynderly,Undirected,368,,,3,4
Gilly,Jon-Snow,Undirected,369,,,15,4
Gilly,Kojja-Mo,Undirected,370,,,7,4
Gilly,Melisandre,Undirected,371,,,3,4
Gilly,Samwell-Tarly,Undirected,372,,,41,4
Gilwood-Hunter,Horton-Redfort,Undirected,373,,,6,4
Gilwood-Hunter,Lysa-Arryn,Undirected,374,,,3,4
Gilwood-Hunter,Symond-Templeton,Undirected,375,,,4,4
Gormon-Tyrell,Walgrave,Undirected,376,,,3,4
Gorold-Goodbrother,Victarion-Greyjoy,Undirected,377,,,3,4
Gregor-Clegane,Ilyn-Payne,Undirected,378,,,4,4
Gregor-Clegane,Jaime-Lannister,Undirected,379,,,5,4
Gregor-Clegane,Meryn-Trant,Undirected,380,,,3,4
Gregor-Clegane,Pycelle,Undirected,381,,,3,4
Gregor-Clegane,Qyburn,Undirected,382,,,6,4
Gregor-Clegane,Rafford,Undirected,383,,,4,4
Gregor-Clegane,Sandor-Clegane,Undirected,384,,,5,4
Gregor-Clegane,Tywin-Lannister,Undirected,385,,,5,4
Grenn,Jon-Snow,Undirected,386,,,3,4
Grenn,Pypar,Undirected,387,,,5,4
Gretchel,Maddy,Undirected,388,,,9,4
Gretchel,Robert-Arryn,Undirected,389,,,4,4
Gretchel,Sansa-Stark,Undirected,390,,,3,4
Gyles-Grafton,Robert-Arryn,Undirected,391,,,3,4
Gyles-Grafton,Terrance-Lynderly,Undirected,392,,,5,4
Gyles-Rosby,Harys-Swyft,Undirected,393,,,6,4
Gyles-Rosby,Mace-Tyrell,Undirected,394,,,3,4
Gyles-Rosby,Margaery-Tyrell,Undirected,395,,,5,4
Gyles-Rosby,Orton-Merryweather,Undirected,396,,,4,4
Gyles-Rosby,Pycelle,Undirected,397,,,12,4
Gyles-Rosby,Qyburn,Undirected,398,,,4,4
Harras-Harlaw,Victarion-Greyjoy,Undirected,399,,,3,4
Harrold-Hardyng,Robert-Arryn,Undirected,400,,,4,4
Harrold-Hardyng,Yohn-Royce,Undirected,401,,,3,4
Harys-Swyft,Orton-Merryweather,Undirected,402,,,3,4
Harys-Swyft,Pycelle,Undirected,403,,,8,4
Harys-Swyft,Stannis-Baratheon,Undirected,404,,,3,4
Harys-Swyft,Taena-of-Myr,Undirected,405,,,3,4
Harys-Swyft,Tommen-Baratheon,Undirected,406,,,3,4
High-Septon-(Tyrions),Tyrion-Lannister,Undirected,407,,,5,4
High-Sparrow,Maegor-I-Targaryen,Undirected,408,,,4,4
High-Sparrow,Margaery-Tyrell,Undirected,409,,,11,4
High-Sparrow,Osney-Kettleblack,Undirected,410,,,4,4
High-Sparrow,Taena-of-Myr,Undirected,411,,,4,4
High-Sparrow,Tommen-Baratheon,Undirected,412,,,7,4
Horton-Redfort,Yohn-Royce,Undirected,413,,,3,4
Hotho-Harlaw,Rodrik-Harlaw,Undirected,414,,,4,4
Hotho-Harlaw,Sigfryd-Harlaw,Undirected,415,,,4,4
Hotho-Harlaw,Victarion-Greyjoy,Undirected,416,,,4,4
Hugo-Vance,Jaime-Lannister,Undirected,417,,,3,4
Humfrey-Hewett,Victarion-Greyjoy,Undirected,418,,,4,4
Hyle-Hunt,Meribald,Undirected,419,,,9,4
Hyle-Hunt,Podrick-Payne,Undirected,420,,,19,4
Hyle-Hunt,Randyll-Tarly,Undirected,421,,,5,4
Hyle-Hunt,Sandor-Clegane,Undirected,422,,,3,4
Hyle-Hunt,Sansa-Stark,Undirected,423,,,3,4
Ilyn-Payne,Jaime-Lannister,Undirected,424,,,30,4
Ilyn-Payne,Lyle-Crakehall,Undirected,425,,,6,4
Ilyn-Payne,Meryn-Trant,Undirected,426,,,5,4
Ilyn-Payne,Rafford,Undirected,427,,,4,4
Jaehaerys-I-Targaryen,Maegor-I-Targaryen,Undirected,428,,,3,4
Jaime-Lannister,Josmyn-Peckledon,Undirected,429,,,14,4
Jaime-Lannister,Joy-Hill,Undirected,430,,,3,4
Jaime-Lannister,Karyl-Vance,Undirected,431,,,4,4
Jaime-Lannister,Kevan-Lannister,Undirected,432,,,6,4
Jaime-Lannister,Lancel-Lannister,Undirected,433,,,22,4
Jaime-Lannister,Lewys-Piper,Undirected,434,,,3,4
Jaime-Lannister,Loras-Tyrell,Undirected,435,,,10,4
Jaime-Lannister,Lyle-Crakehall,Undirected,436,,,9,4
Jaime-Lannister,Mace-Tyrell,Undirected,437,,,5,4
