Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
Alliser-Thorne,Alliser-Thorne,,4,18,6,0.348649,0.382687,400.360992,0
Joffrey-Baratheon,Joffrey-Baratheon,,47,629,5,0.438776,0.518863,3009.692425,0
Amabel,Amabel,,2,10,6,0.303887,0.327455,0,2
Harra,Harra,,2,7,6,0.303887,0.327455,0,2
Amory-Lorch,Amory-Lorch,,18,86,5,0.353425,0.405749,306.335181,2
Cersei-Lannister,Cersei-Lannister,,43,515,5,0.430718,0.507558,2106.189036,0
Chiswyck,Chiswyck,,13,56,6,0.341722,0.387274,21.026792,2
Dunsen,Dunsen,,13,47,6,0.341722,0.387274,21.026792,2
Gendry,Gendry,,8,97,6,0.310096,0.34522,768.221388,2
Gregor-Clegane,Gregor-Clegane,,14,63,6,0.343085,0.390504,24.276186,2
Hot-Pie,Hot-Pie,,8,126,6,0.309353,0.343928,261.097436,2
Ilyn-Payne,Ilyn-Payne,,13,79,6,0.346774,0.387339,33.96258,0
Meryn-Trant,Meryn-Trant,,15,105,6,0.325758,0.377907,39.375414,0
Polliver,Polliver,,13,50,6,0.341722,0.387274,21.026792,2
Rafford,Rafford,,12,55,6,0.34127,0.385336,13.363093,2
Roose-Bolton,Roose-Bolton,,9,49,5,0.351978,0.386757,453.54286,2
Sandor-Clegane,Sandor-Clegane,,17,130,6,0.335938,0.390375,309.732147,0
Tickler,Tickler,,11,49,6,0.316564,0.359173,0,2
Tywin-Lannister,Tywin-Lannister,,17,111,5,0.408875,0.453618,586.603019,2
Vargo-Hoat,Vargo-Hoat,,6,29,5,0.328244,0.356977,187.292234,2
Yoren,Yoren,,12,87,6,0.339474,0.382106,171.377305,2
Ardrian-Celtigar,Ardrian-Celtigar,,1,5,7,0.228319,0.240744,0,5
Monford-Velaryon,Monford-Velaryon,,3,11,6,0.295533,0.322028,257,5
Aron-Santagar,Aron-Santagar,,1,3,7,0.251707,0.272001,0,0
Arwyn-Oakheart,Arwyn-Oakheart,,1,3,7,0.241799,0.256829,0,5
Randyll-Tarly,Randyll-Tarly,,6,22,6,0.318519,0.353618,267.701268,5
Beric-Dondarrion,Beric-Dondarrion,,2,8,6,0.304245,0.328101,257,2
Biter,Biter,,4,39,6,0.304965,0.331977,0,2
Dobber,Dobber,,1,4,6,0.303529,0.325517,0,2
Jaqen-Hghar,Jaqen-Hghar,,6,64,6,0.306778,0.337145,7.216667,2
Koss,Koss,,2,8,6,0.303887,0.327455,0,2
Lommy-Greenhands,Lommy-Greenhands,,6,99,6,0.306778,0.337145,2,2
Praed,Praed,,1,3,6,0.303529,0.325517,0,2
Rickon-Stark,Rickon-Stark,,15,145,5,0.399381,0.446964,820.522483,4
Robb-Stark,Robb-Stark,,35,344,4,0.477778,0.531008,5468.276418,4
Rorge,Rorge,,6,53,6,0.305687,0.335853,78.553514,2
Sansa-Stark,Sansa-Stark,,27,313,5,0.430718,0.486563,1791.413585,0
Syrio-Forel,Syrio-Forel,,2,8,6,0.303887,0.327455,0,2
Weasel,Weasel,,4,27,6,0.304965,0.331977,1.5,2
Weese,Weese,,8,49,6,0.323308,0.355297,17.093337,2
Woth,Woth,,5,18,6,0.306413,0.335207,0,2
Arys-Oakheart,Arys-Oakheart,,3,13,6,0.315018,0.342829,0,0
Myrcella-Baratheon,Myrcella-Baratheon,,11,66,5,0.359833,0.400388,572.15698,0
Asha-Greyjoy,Asha-Greyjoy,,4,46,6,0.279826,0.307752,8.503674,4
Balon-Greyjoy,Balon-Greyjoy,,8,53,5,0.358333,0.391021,392.855735,4
Wex-Pyke,Wex-Pyke,,5,29,6,0.274176,0.305491,209.913822,4
Axell-Florent,Axell-Florent,,2,9,6,0.294185,0.318152,0,5
Selyse-Florent,Selyse-Florent,,4,27,6,0.295195,0.322674,1.333333,5
Bael-the-Bard,Bael-the-Bard,,1,5,7,0.222414,0.234247,0,1
Ygritte,Ygritte,,4,24,6,0.285714,0.310982,257.333333,1
Ballabar,Ballabar,,2,15,6,0.308244,0.335207,0,0
Podrick-Payne,Podrick-Payne,,4,23,6,0.308982,0.339083,1.166667,0
Catelyn-Stark,Catelyn-Stark,,33,320,5,0.433613,0.498127,3681.436294,5
Victarion-Greyjoy,Victarion-Greyjoy,,2,7,6,0.278618,0.302584,0,4
Balon-Swann,Balon-Swann,,5,24,6,0.316564,0.352326,0.6,0
Mandon-Moore,Mandon-Moore,,7,44,6,0.346774,0.380168,15.630674,0
Osmund-Kettleblack,Osmund-Kettleblack,,7,40,6,0.325758,0.364147,23.274031,0
Barristan-Selmy,Barristan-Selmy,,6,26,6,0.338139,0.374742,386.989378,3
Varys,Varys,,21,224,5,0.390318,0.441925,398.431965,0
Benfred-Tallhart,Benfred-Tallhart,,4,16,6,0.273016,0.30239,271.11945,4
Helman-Tallhart,Helman-Tallhart,,1,3,7,0.214642,0.228405,0,4
Leobald-Tallhart,Leobald-Tallhart,,3,11,6,0.262462,0.284044,9.946218,4
Stygg,Stygg,,3,10,6,0.272152,0.299483,1.333333,4
Benjen-Stark,Benjen-Stark,,1,5,7,0.239554,0.256921,0,1
Thoros-of-Myr,Thoros-of-Myr,,1,3,7,0.233484,0.244906,0,2
Beth-Cassel,Beth-Cassel,,3,11,6,0.303529,0.335013,0,4
Rodrik-Cassel,Rodrik-Cassel,,16,120,5,0.351978,0.397674,696.719464,4
Boros-Blount,Boros-Blount,,8,58,6,0.326582,0.366731,3.337516,0
Gyles-Rosby,Gyles-Rosby,,9,39,6,0.326996,0.368669,153.302884,0
Tanda-Stokeworth,Tanda-Stokeworth,,6,26,6,0.323308,0.359625,105.679314,0
Tommen-Baratheon,Tommen-Baratheon,,10,86,6,0.328662,0.372545,8.090461,0
Chayle,Chayle,,2,7,6,0.293515,0.316279,0,4
Cley-Cerwyn,Cley-Cerwyn,,3,12,6,0.295872,0.32177,0,4
Donella-Hornwood,Donella-Hornwood,,7,28,6,0.3,0.332946,290.108675,4
Hodor,Hodor,,8,122,6,0.297235,0.330814,4.224747,4
Howland-Reed,Howland-Reed,,1,3,6,0.293182,0.314341,0,4
Luwin,Luwin,,12,158,5,0.348649,0.389406,159.272481,4
Meera-Reed,Meera-Reed,,6,80,6,0.294857,0.324031,0,4
Osha,Osha,,9,86,5,0.343542,0.378424,55.59094,4
Poxy-Tym,Poxy-Tym,,1,3,6,0.293182,0.314341,0,4
Reek,Reek,,2,7,6,0.296211,0.319703,0,4
Stafford-Lannister,Stafford-Lannister,,4,14,5,0.341722,0.368734,2.485808,4
Walder-Frey-(son-of-Jammos),Walder-Frey-(son-of-Jammos),,2,10,6,0.294185,0.317248,0,4
Walder-Frey-(son-of-Merrett),Walder-Frey-(son-of-Merrett),,6,33,6,0.298266,0.329845,53.537934,4
Wyman-Manderly,Wyman-Manderly,,4,18,5,0.333333,0.357752,7.665012,4
Brienne-of-Tarth,Brienne-of-Tarth,,10,96,6,0.351499,0.385853,383.528562,5
Edmure-Tully,Edmure-Tully,,7,50,5,0.338583,0.368088,54.658766,5
Emmon-Cuy,Emmon-Cuy,,3,14,6,0.292849,0.317829,3.830891,5
Robar-Royce,Robar-Royce,,3,13,6,0.304245,0.32823,8.698996,5
Selwyn-Tarth,Selwyn-Tarth,,1,4,7,0.260343,0.27368,0,5
Vyman,Vyman,,3,10,6,0.304245,0.32823,0.866667,5
Bronn,Bronn,,10,94,6,0.329923,0.376744,38.654775,0
Jacelyn-Bywater,Jacelyn-Bywater,,9,55,6,0.318912,0.36137,2.75119,0
Timett,Timett,,4,22,6,0.310469,0.341344,2.292735,0
Bryce-Caron,Bryce-Caron,,5,21,6,0.297921,0.328811,516.891667,5
Eldon-Estermont,Eldon-Estermont,,2,6,7,0.230152,0.246106,257,5
Guyard-Morrigen,Guyard-Morrigen,,2,12,6,0.291855,0.314276,0,5
Brynden-Tully,Brynden-Tully,,3,14,5,0.334197,0.35646,0,4
Captain-Myraham,Captain-Myraham,,1,4,6,0.271008,0.294315,0,4
Captain-Myraham-Daughter,Captain-Myraham-Daughter,,1,3,6,0.271008,0.294315,0,4
Cleos-Frey,Cleos-Frey,,6,41,5,0.359331,0.392959,0.142857,0
Colen-of-Greenpools,Colen-of-Greenpools,,2,9,6,0.310469,0.335853,0,5
Desmond-Grell,Desmond-Grell,,3,10,6,0.303529,0.326938,0.5,5
Hallis-Mollen,Hallis-Mollen,,2,9,6,0.303887,0.326292,0,5
Hoster-Tully,Hoster-Tully,,3,11,6,0.303529,0.326938,0.333333,5
Loras-Tyrell,Loras-Tyrell,,8,47,6,0.375,0.410078,79.84734,5
Lysa-Arryn,Lysa-Arryn,,3,17,6,0.337696,0.369703,0,0
Margaery-Tyrell,Margaery-Tyrell,,5,30,6,0.340819,0.375388,1.19359,5
Mathis-Rowan,Mathis-Rowan,,5,21,6,0.317734,0.351034,257,5
Utherydes-Wayn,Utherydes-Wayn,,2,6,6,0.303173,0.325,0,5
Wendel-Manderly,Wendel-Manderly,,4,16,6,0.304604,0.330168,262.845238,5
Lancel-Lannister,Lancel-Lannister,,7,55,6,0.347241,0.382041,5.623645,0
Osfryd-Kettleblack,Osfryd-Kettleblack,,1,7,6,0.301402,0.324612,0,0
Osney-Kettleblack,Osney-Kettleblack,,2,7,6,0.302108,0.327196,0,0
Petyr-Baelish,Petyr-Baelish,,12,137,6,0.365439,0.40814,52.423839,0
Preston-Greenfield,Preston-Greenfield,,2,6,6,0.312727,0.342636,0,0
Pycelle,Pycelle,,8,60,6,0.349593,0.38947,64.779185,0
Shae,Shae,,6,61,6,0.326169,0.366085,17.822966,0
Vylarr,Vylarr,,2,9,6,0.312727,0.342636,0,0
Chataya,Chataya,,1,6,6,0.307876,0.333269,0,0
Chella,Chella,,3,11,6,0.309724,0.33876,0,0
Chett,Chett,,1,5,6,0.284454,0.304522,0,1
Craster,Craster,,7,73,6,0.289562,0.320672,5.983333,1
Dywen,Dywen,,3,24,6,0.285398,0.309044,54.090863,1
Eddison-Tollett,Eddison-Tollett,,3,18,6,0.288268,0.31292,0,1
Mance-Rayder,Mance-Rayder,,5,19,6,0.288914,0.316796,0.25,1
Thoren-Smallwood,Thoren-Smallwood,,7,34,6,0.289562,0.320672,81.88646,1
Cressen,Cressen,,9,80,6,0.328662,0.363307,320.152852,5
Melisandre,Melisandre,,5,51,6,0.297921,0.329134,2.559524,5
Patchface,Patchface,,2,14,6,0.294521,0.318798,0,5
Pylos,Pylos,,4,42,6,0.295872,0.323966,46.196978,5
Shireen-Baratheon,Shireen-Baratheon,,2,11,7,0.247839,0.263538,0,5
Cutjack,Cutjack,,3,10,7,0.237788,0.256792,513,2
Kurz,Kurz,,1,4,8,0.19225,0.202316,0,2
Tarber,Tarber,,1,3,8,0.19225,0.202316,0,2
Doreah,Doreah,,1,3,7,0.245014,0.261923,0,3
Drogo,Drogo,,4,19,7,0.25,0.27381,4.657576,3
Irri,Irri,,2,9,7,0.245247,0.263861,0,3
Jhiqui,Jhiqui,,2,10,7,0.245247,0.263861,0,3
Lynesse-Hightower,Lynesse-Hightower,,1,3,7,0.245014,0.261923,0,3
Mirri-Maz-Duur,Mirri-Maz-Duur,,1,3,7,0.245014,0.261923,0,3
Pono,Pono,,3,11,7,0.249758,0.271872,0,3
Pyat-Pree,Pyat-Pree,,2,24,7,0.245247,0.263861,0,3
Quaithe,Quaithe,,1,5,7,0.245014,0.261923,0,3
Viserys-Targaryen,Viserys-Targaryen,,3,9,7,0.245949,0.267091,3.75,3
Xaro-Xhoan-Daxos,Xaro-Xhoan-Daxos,,2,23,7,0.245247,0.263861,0,3
Dalbridge,Dalbridge,,3,13,6,0.285083,0.308398,0,1
Ebben,Ebben,,4,26,6,0.285398,0.310336,0.333333,1
Qhorin-Halfhand,Qhorin-Halfhand,,8,88,6,0.289888,0.32261,19.8,1
Devan-Seaworth,Devan-Seaworth,,3,20,6,0.296893,0.324612,0,5
Imry-Florent,Imry-Florent,,1,3,7,0.231806,0.249465,0,5
Matthos-Seaworth,Matthos-Seaworth,,1,3,7,0.231806,0.249465,0,5
Salladhor-Saan,Salladhor-Saan,,2,14,6,0.294857,0.319444,0,5
Dolf,Dolf,,1,3,7,0.23648,0.250037,0,0
Shagga,Shagga,,4,26,6,0.309353,0.339729,257.333333,0
Mors-Umber,Mors-Umber,,1,3,7,0.230976,0.245257,0,4
Dontos-Hollard,Dontos-Hollard,,5,37,6,0.335938,0.373708,257,0
Moon-Boy,Moon-Boy,,1,5,7,0.251707,0.267673,0,0
Doran-Martell,Doran-Martell,,3,11,6,0.310843,0.340698,0.6,0
Drennan,Drennan,,2,6,6,0.271293,0.296253,0,4
Squint,Squint,,3,9,6,0.271579,0.298191,0.5,4
Grenn,Grenn,,3,17,7,0.240223,0.261443,2.616667,1
Stonesnake,Stonesnake,,4,26,6,0.285714,0.310982,1.666667,1
Maron-Greyjoy,Maron-Greyjoy,,1,3,6,0.314251,0.327972,0,5
Steffon-Varner,Steffon-Varner,,1,3,8,0.187228,0.196322,0,5
Euron-Greyjoy,Euron-Greyjoy,,1,4,6,0.271008,0.294315,0,4
Farlen,Farlen,,1,6,6,0.271008,0.294315,0,4
Florian-the-Fool,Florian-the-Fool,,2,11,6,0.302108,0.321899,257,6
Jonquil,Jonquil,,1,8,7,0.232223,0.242027,0,6
Murch,Murch,,1,5,8,0.17246,0.180053,0,4
Garlan-Tyrell,Garlan-Tyrell,,2,7,6,0.305687,0.331008,0,0
Lollys-Stokeworth,Lollys-Stokeworth,,2,12,7,0.24689,0.265476,0,0
Hake,Hake,,1,4,6,0.284454,0.304522,0,1
Hallyne,Hallyne,,2,8,6,0.315018,0.345866,0,0
Halys-Hornwood,Halys-Hornwood,,1,3,6,0.260606,0.277261,0,4
High-Septon-(fat_one),High-Septon-(fat_one),,1,4,6,0.307876,0.333269,0,0
High-Septon-(Tyrions),High-Septon-(Tyrions),,1,4,6,0.307876,0.333269,0,0
Hobber-Redwyne,Hobber-Redwyne,,1,7,7,0.234545,0.246613,0,7
Horas-Redwyne,Horas-Redwyne,,2,10,6,0.30605,0.331654,257,7
Mebble,Mebble,,1,4,7,0.23648,0.250978,0,2
Tysha,Tysha,,3,10,6,0.328662,0.354457,2.978341,0
Jaremy-Rykker,Jaremy-Rykker,,2,6,7,0.239777,0.258859,0,1
Jarman-Buckwell,Jarman-Buckwell,,3,14,6,0.288268,0.31292,0,1
Jason-Mallister,Jason-Mallister,,1,4,6,0.271008,0.294315,0,4
Ottyn-Wythers,Ottyn-Wythers,,3,9,6,0.288268,0.31292,0,1
Mace-Tyrell,Mace-Tyrell,,6,23,6,0.320497,0.35801,268.039667,5
Jon-Fossoway,Jon-Fossoway,,1,3,7,0.241347,0.25586,0,5
Lark,Lark,,1,4,6,0.284454,0.304522,0,1
Rattleshirt,Rattleshirt,,3,14,6,0.285398,0.309044,0.666667,1
Jon-Umber-(Greatjon),Jon-Umber-(Greatjon),,1,8,5,0.323714,0.339341,0,4
Kyra,Kyra,,1,4,6,0.271008,0.294315,0,4
Lorent-Caswell,Lorent-Caswell,,1,3,6,0.290868,0.31137,0,5
Lorren,Lorren,,4,17,6,0.272439,0.301421,2.833333,4
Urzen,Urzen,,2,6,6,0.271293,0.296253,0,4
Paxter-Redwyne,Paxter-Redwyne,,1,3,7,0.242938,0.258822,0,5
Martyn-Rivers,Martyn-Rivers,,1,3,5,0.323714,0.339341,0,4
Robert-Arryn,Robert-Arryn,,1,4,6,0.264887,0.280362,0,0
Trystane-Martell,Trystane-Martell,,1,4,6,0.264887,0.280362,0,0
Olyvar-Frey,Olyvar-Frey,,1,4,5,0.323714,0.339341,0,4
Palla,Palla,,2,6,6,0.27476,0.301163,0,4
Perwyn-Frey,Perwyn-Frey,,2,6,5,0.325758,0.34354,24.410752,5
Qyburn,Qyburn,,1,3,6,0.260606,0.274225,0,2
Steffon-Baratheon,Steffon-Baratheon,,2,6,6,0.295872,0.321382,0,5
Rickard-Karstark,Rickard-Karstark,,1,3,5,0.323714,0.339341,0,4
Walder-Frey,Walder-Frey,,2,9,5,0.325758,0.34354,0,4
Robett-Glover,Robett-Glover,,2,6,6,0.248316,0.263372,0,2
Shadd,Shadd,,1,3,7,0.233696,0.24546,0,5
Werlag,Werlag,,2,6,6,0.271293,0.296253,0,4
