Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
Mance-Rayder,Mance-Rayder,,22,252,5,0.366061,0.419316,1431.07779,4
Owen,Owen,,10,47,6,0.344749,0.37787,216.858538,4
Pypar,Pypar,,12,105,6,0.313278,0.356071,73.996317,4
Robert-Baratheon,Robert-Baratheon,,26,167,5,0.438316,0.485762,7564.655412,0
Samwell-Tarly,Samwell-Tarly,,30,413,6,0.354877,0.419426,2103.959619,4
Wynton-Stout,Wynton-Stout,,1,3,7,0.267493,0.28342,0,4
Aerys-II-Targaryen,Aerys-II-Targaryen,,9,68,5,0.369645,0.400221,1065.006236,0
Arthur-Dayne,Arthur-Dayne,,5,20,6,0.281979,0.303366,800.036878,0
Brienne-of-Tarth,Brienne-of-Tarth,,14,161,5,0.368742,0.414404,284.511953,0
Rossart,Rossart,,1,4,6,0.270125,0.281843,0,0
Tywin-Lannister,Tywin-Lannister,,29,258,4,0.412568,0.467163,1486.51494,1
Viserys-Targaryen,Viserys-Targaryen,,7,35,5,0.356132,0.38532,739.426825,5
Aggo,Aggo,,2,7,8,0.198423,0.210742,0,5
Jhogo,Jhogo,,3,12,7,0.247136,0.26874,150,5
Rakharo,Rakharo,,3,14,7,0.247136,0.26874,150,5
Alayaya,Alayaya,,3,10,5,0.316562,0.343322,0,1
Bronn,Bronn,,12,88,5,0.345143,0.382506,52.501347,1
Cersei-Lannister,Cersei-Lannister,,38,363,5,0.40646,0.472241,1117.166334,1
Alerie-Hightower,Alerie-Hightower,,2,6,6,0.263986,0.282009,0,1
Mace-Tyrell,Mace-Tyrell,,12,89,5,0.356553,0.397517,239.947035,1
Margaery-Tyrell,Margaery-Tyrell,,11,132,5,0.343964,0.38096,120.127864,1
Alester-Florent,Alester-Florent,,5,26,6,0.308478,0.332009,44.513734,3
Axell-Florent,Axell-Florent,,8,66,6,0.309426,0.336976,125.902055,3
Davos-Seaworth,Davos-Seaworth,,17,239,5,0.342404,0.384823,1289.261331,3
Lamprey,Lamprey,,4,19,6,0.255932,0.275828,0.333333,3
Selyse-Florent,Selyse-Florent,,6,42,5,0.337054,0.364956,24.330786,3
Alla-Tyrell,Alla-Tyrell,,3,15,6,0.29901,0.324779,0,1
Elinor-Tyrell,Elinor-Tyrell,,3,18,6,0.29901,0.324779,0,1
Megga-Tyrell,Megga-Tyrell,,3,20,6,0.29901,0.324779,0,1
Sansa-Stark,Sansa-Stark,,48,532,5,0.424754,0.500773,4072.557187,1
Qhorin-Halfhand,Qhorin-Halfhand,,10,66,6,0.319239,0.358609,347.303924,4
Amory-Lorch,Amory-Lorch,,5,19,5,0.31623,0.347517,11.612852,1
Gregor-Clegane,Gregor-Clegane,,22,195,5,0.382278,0.435155,1497.954912,1
Vargo-Hoat,Vargo-Hoat,,6,35,5,0.30911,0.337969,192.272843,0
Anders-Yronwood,Anders-Yronwood,,1,3,6,0.273056,0.287528,0,1
Andrew-Estermont,Andrew-Estermont,,3,11,6,0.264217,0.282064,301,3
Edric-Storm,Edric-Storm,,6,44,6,0.334441,0.35894,324.045987,3
Gerald-Gower,Gerald-Gower,,1,3,7,0.209141,0.218062,0,3
Anguy,Anguy,,9,81,6,0.31134,0.341501,146.019991,6
Arya-Stark,Arya-Stark,,37,442,5,0.442815,0.502318,4308.172296,6
Beric-Dondarrion,Beric-Dondarrion,,11,107,5,0.338186,0.374172,232.724868,6
Greenbeard,Greenbeard,,7,44,6,0.31102,0.338742,1.019048,6
Harwin,Harwin,,7,53,6,0.31102,0.338742,0.595238,6
Husband,Husband,,2,7,6,0.250415,0.267826,0,6
Lem,Lem,,15,155,5,0.333333,0.375497,759.726328,6
Sandor-Clegane,Sandor-Clegane,,21,207,5,0.375622,0.423068,448.699939,6
Sharna,Sharna,,4,15,6,0.250831,0.271137,0.25,6
Tom-of-Sevenstreams,Tom-of-Sevenstreams,,9,85,6,0.312953,0.343985,62.115875,6
Arson,Arson,,1,3,6,0.302909,0.326821,0,4
Arstan,Arstan,,8,90,6,0.251248,0.281291,222.593492,5
Belwas,Belwas,,7,94,7,0.247947,0.275363,102.024457,5
Illyrio-Mopatis,Illyrio-Mopatis,,2,11,7,0.201333,0.217029,0,5
Jhiqui,Jhiqui,,6,48,7,0.247744,0.273707,2,5
Jorah-Mormont,Jorah-Mormont,,12,136,6,0.26773,0.303698,216.64596,5
Kraznys-mo-Nakloz,Kraznys-mo-Nakloz,,2,19,7,0.246934,0.267085,0,5
Mero,Mero,,4,24,7,0.247541,0.270948,301,5
Rhaegar-Targaryen,Rhaegar-Targaryen,,8,53,5,0.32334,0.35298,682.292707,5
Gerold-Hightower,Gerold-Hightower,,4,17,5,0.317227,0.341998,775.006249,0
Lewyn-Martell,Lewyn-Martell,,4,12,6,0.243745,0.261313,600,0
Smiling-Knight,Smiling-Knight,,2,7,7,0.220438,0.232206,301,0
Bran-Stark,Bran-Stark,,17,311,5,0.398943,0.449117,1823.42802,7
Brynden-Tully,Brynden-Tully,,7,39,5,0.33743,0.373234,17.801644,2
Dunsen,Dunsen,,10,73,5,0.338945,0.374172,0,6
Eddard-Stark,Eddard-Stark,,16,94,5,0.426554,0.46479,889.963291,2
Elmar-Frey,Elmar-Frey,,9,45,5,0.348328,0.387914,22.229712,2
Gendry,Gendry,,11,129,5,0.334071,0.365839,402.014317,6
Hot-Pie,Hot-Pie,,5,69,6,0.310062,0.334879,41.177329,6
Ilyn-Payne,Ilyn-Payne,,11,67,5,0.34873,0.385265,7.523082,6
Mad-Huntsman,Mad-Huntsman,,1,4,6,0.307223,0.325497,0,6
Meryn-Trant,Meryn-Trant,,15,95,5,0.363855,0.407395,53.79014,6
Mycah,Mycah,,3,15,5,0.330055,0.354415,0,6
Nan,Nan,,3,26,6,0.31524,0.337417,301,7
Pate-(Old),Pate-(Old),,1,4,6,0.307223,0.325497,0,6
Polliver,Polliver,,11,101,5,0.344749,0.383554,11.726435,6
Rafford,Rafford,,10,78,5,0.338945,0.374172,0,6
Ravella-Swann,Ravella-Swann,,1,7,6,0.307223,0.325497,0,6
Rickon-Stark,Rickon-Stark,,7,78,6,0.347926,0.38543,29.639138,7
Roose-Bolton,Roose-Bolton,,15,98,5,0.37238,0.420033,399.799829,0
Thoros-of-Myr,Thoros-of-Myr,,9,98,5,0.345934,0.377759,221.902832,6
Tickler,Tickler,,10,90,5,0.338945,0.374172,0,6
Melisandre,Melisandre,,9,121,5,0.361677,0.399724,409.666233,3
Porridge,Porridge,,3,14,6,0.255715,0.274172,0,3
Salladhor-Saan,Salladhor-Saan,,5,41,6,0.308478,0.332009,0.666667,3
Azor-Ahai,Azor-Ahai,,1,3,6,0.305359,0.322351,0,3
Baelor-I-Targaryen,Baelor-I-Targaryen,,3,9,5,0.322305,0.3516,0,1
Ballabar,Ballabar,,2,8,5,0.314911,0.339459,301,1
Frenken,Frenken,,1,4,6,0.239683,0.250993,0,1
Balon-Greyjoy,Balon-Greyjoy,,3,14,5,0.338565,0.365728,0,2
Balon-Swann,Balon-Swann,,6,26,5,0.347526,0.377428,3.143111,0
Boros-Blount,Boros-Blount,,7,37,5,0.328976,0.363797,1.46978,0
Loras-Tyrell,Loras-Tyrell,,13,113,5,0.356132,0.396744,45.503802,0
Osmund-Kettleblack,Osmund-Kettleblack,,8,42,5,0.35363,0.387914,2.928907,1
Bannen,Bannen,,2,16,7,0.262381,0.28599,0,4
Dywen,Dywen,,6,27,6,0.282243,0.313576,18.948179,4
Barristan-Selmy,Barristan-Selmy,,5,27,5,0.344749,0.370475,643.345343,0
Bedwyck,Bedwyck,,5,18,7,0.26468,0.294544,0.622222,4
Craster,Craster,,13,100,6,0.321277,0.365232,524.64431,4
Ben-Plumm,Ben-Plumm,,3,18,7,0.247541,0.269844,1.6,5
Oznak-zo-Pahl,Oznak-zo-Pahl,,2,12,7,0.246934,0.267085,0,5
Daario-Naharis,Daario-Naharis,,7,41,7,0.248151,0.275915,601.333333,5
Benjen-Stark,Benjen-Stark,,4,12,6,0.349537,0.375,66.60048,7
Jack-Bulwer,Jack-Bulwer,,2,9,6,0.267493,0.282726,0,6
Big-Boil,Big-Boil,,2,6,6,0.303213,0.328477,0,4
Ygritte,Ygritte,,10,124,6,0.308163,0.345585,19.057937,4
Biter,Biter,,1,3,6,0.234654,0.246468,0,0
Rorge,Rorge,,5,24,5,0.306288,0.333002,415.116479,0
Blane,Blane,,1,3,6,0.268444,0.286755,0,4
Tommen-Baratheon,Tommen-Baratheon,,13,82,5,0.368742,0.410817,137.795637,1
Bowen-Marsh,Bowen-Marsh,,10,57,6,0.318565,0.357506,50.396531,4
Othell-Yarwyck,Othell-Yarwyck,,8,40,6,0.278855,0.311038,6.338684,4
Coldhands,Coldhands,,2,7,6,0.288168,0.308499,2.742165,7
Hodor,Hodor,,3,123,6,0.2868,0.308168,0,7
Jojen-Reed,Jojen-Reed,,6,122,6,0.301097,0.333057,26.328271,7
Jon-Umber-(Greatjon),Jon-Umber-(Greatjon),,9,52,6,0.320255,0.358444,259.527717,2
Meera-Reed,Meera-Reed,,5,124,6,0.299901,0.330022,13.597995,7
Theon-Greyjoy,Theon-Greyjoy,,4,36,6,0.342792,0.374448,9.154004,7
Brandon-Stark,Brandon-Stark,,3,14,6,0.316562,0.340673,0,2
Brella,Brella,,2,8,6,0.299306,0.324227,0,1
Shae,Shae,,9,64,5,0.343182,0.377649,74.413127,1
Brenett,Brenett,,1,3,6,0.290385,0.313797,0,2
Cleos-Frey,Cleos-Frey,,3,41,5,0.314911,0.34266,0,0
Qyburn,Qyburn,,4,31,5,0.308163,0.334106,0,0
Walton,Walton,,5,34,5,0.308478,0.335762,301,0
Lollys-Stokeworth,Lollys-Stokeworth,,6,31,5,0.316562,0.346634,2.776923,1
Mandon-Moore,Mandon-Moore,,4,13,5,0.317227,0.34553,0,1
Podrick-Payne,Podrick-Payne,,4,55,5,0.324382,0.35574,1.295621,1
Edmure-Tully,Edmure-Tully,,13,119,5,0.342792,0.385155,94.591194,2
Rickard-Karstark,Rickard-Karstark,,5,37,5,0.335929,0.366667,19.937939,2
Butterbumps,Butterbumps,,2,10,6,0.298714,0.323124,0,1
Olenna-Redwyne,Olenna-Redwyne,,8,39,5,0.342792,0.375993,38.605867,1
Byam-Flint,Byam-Flint,,1,3,7,0.243352,0.260667,0,4
Dacey-Mormont,Dacey-Mormont,,3,11,6,0.3107,0.339901,0,2
Desmond-Grell,Desmond-Grell,,4,20,6,0.31102,0.341556,4.747707,2
Hoster-Tully,Hoster-Tully,,8,55,5,0.338945,0.374393,68.2404,2
Jason-Mallister,Jason-Mallister,,2,8,6,0.290944,0.316004,301,2
Jeyne-Westerling,Jeyne-Westerling,,5,46,6,0.312306,0.344868,195.725745,2
Lothar-Frey,Lothar-Frey,,11,50,6,0.3159,0.357009,79.369745,2
Lysa-Arryn,Lysa-Arryn,,14,132,5,0.377972,0.418267,568.360207,1
Maege-Mormont,Maege-Mormont,,4,15,6,0.31134,0.342108,0.583333,2
Marq-Piper,Marq-Piper,,4,14,6,0.31134,0.342108,0,2
Petyr-Baelish,Petyr-Baelish,,15,128,5,0.369645,0.417108,1055.799333,1
Raynald-Westerling,Raynald-Westerling,,3,16,6,0.3107,0.339901,4.097707,2
Robin-Ryger,Robin-Ryger,,2,12,5,0.314583,0.341004,0,0
Rodrik-Cassel,Rodrik-Cassel,,1,3,6,0.290385,0.313797,0,2
Roslin-Frey,Roslin-Frey,,5,36,6,0.311983,0.344316,0,2
Ryman-Frey,Ryman-Frey,,6,29,6,0.313603,0.347627,119.883963,2
Tansy,Tansy,,6,25,6,0.307223,0.338852,52.369963,2
Vyman,Vyman,,2,13,6,0.290664,0.315453,0,2
Ellaria-Sand,Ellaria-Sand,,3,15,5,0.317227,0.344426,0,1
Lancel-Lannister,Lancel-Lannister,,2,10,6,0.290944,0.313521,0,1
Pycelle,Pycelle,,7,41,5,0.342016,0.373234,3.845971,1
Willas-Tyrell,Willas-Tyrell,,8,34,5,0.325081,0.361534,6.259463,1
Chataya,Chataya,,1,4,5,0.314256,0.337252,0,1
Chett,Chett,,5,30,6,0.282507,0.312748,3.177778,4
Lark,Lark,,5,26,6,0.281454,0.310817,301,4
Small-Paul,Small-Paul,,6,44,6,0.282507,0.314128,6.441872,4
Cleon,Cleon,,2,9,7,0.246732,0.266533,0,5
Ghael,Ghael,,2,8,7,0.246732,0.266533,0,5
Clubfoot-Karl,Clubfoot-Karl,,2,9,7,0.263066,0.28737,0,4
Gilly,Gilly,,8,77,6,0.311983,0.349448,98.820704,4
Dirk,Dirk,,2,10,7,0.263066,0.28737,0,4
Tormund,Tormund,,9,81,6,0.309426,0.346413,312.432504,4
Cressen,Cressen,,1,4,6,0.255283,0.270861,0,3
Drogo,Drogo,,4,21,7,0.247541,0.270948,0,5
Irri,Irri,,6,45,7,0.247947,0.274259,2.666667,5
Prendahl-na-Ghezn,Prendahl-na-Ghezn,,2,9,8,0.199077,0.213225,0,5
Sallor,Sallor,,2,9,8,0.199077,0.213225,0,5
Grey-Worm,Grey-Worm,,2,18,7,0.246732,0.266533,0,5
Groleo,Groleo,,1,6,7,0.246531,0.264877,0,5
Missandei,Missandei,,4,38,7,0.247136,0.269844,0,5
Rhaegel-Targaryen,Rhaegel-Targaryen,,1,5,7,0.246531,0.264877,0,5
Daeron-I-Targaryen,Daeron-I-Targaryen,,1,3,6,0.253356,0.265894,0,3
Shireen-Baratheon,Shireen-Baratheon,,8,31,5,0.338945,0.369923,624.302503,3
Dalla,Dalla,,3,23,6,0.304743,0.331788,0,4
Val,Val,,4,31,6,0.305051,0.333444,0.333333,4
Devan-Seaworth,Devan-Seaworth,,3,12,6,0.307849,0.328698,0,3
Guncer-Sunglass,Guncer-Sunglass,,2,7,6,0.269162,0.288742,0,3
Khorane-Sathmantes,Khorane-Sathmantes,,3,11,6,0.307849,0.328698,0,3
Pylos,Pylos,,5,35,6,0.30911,0.333113,1.333333,3
Utherydes-Wayn,Utherydes-Wayn,,2,9,6,0.306288,0.332174,0,2
Dick-Follard,Dick-Follard,,2,8,6,0.303213,0.328477,0,4
Satin,Satin,,8,63,6,0.306599,0.340894,6.297691,4
Mag-Mar-Tun-Doh-Weg,Mag-Mar-Tun-Doh-Weg,,2,9,6,0.303213,0.328477,0,4
Dontos-Hollard,Dontos-Hollard,,7,43,5,0.343182,0.375442,329.898763,1
Lothor-Brune,Lothor-Brune,,3,14,6,0.300498,0.327539,0,1
Moon-Boy,Moon-Boy,,1,3,6,0.255715,0.268874,0,1
Doran-Martell,Doran-Martell,,3,17,5,0.318902,0.345971,0,1
Watt,Watt,,1,3,7,0.227753,0.243504,0,4
Errok,Errok,,3,14,6,0.303518,0.330132,0.333333,4
Grigg,Grigg,,3,15,6,0.303518,0.330132,0.333333,4
Styr,Styr,,8,99,6,0.306911,0.34117,5.833333,4
Galbart-Glover,Galbart-Glover,,1,3,8,0.179335,0.187287,0,8
Robett-Glover,Robett-Glover,,3,10,7,0.218366,0.232553,301,8
Galyeon-of-Cuy,Galyeon-of-Cuy,,1,3,5,0.314256,0.337252,0,1
Garlan-Tyrell,Garlan-Tyrell,,6,34,5,0.341629,0.37213,304.053745,1
Leonette-Fossoway,Leonette-Fossoway,,1,3,6,0.254852,0.267494,0,1
Gawen-Westerling,Gawen-Westerling,,2,6,7,0.238547,0.25477,0.5,2
Sybell-Spicer,Sybell-Spicer,,2,6,6,0.306599,0.332726,104.274255,2
Gendel,Gendel,,2,6,6,0.303213,0.328477,0,4
Gorne,Gorne,,2,6,6,0.303213,0.328477,0,4
Merrit,Merrit,,1,3,6,0.250622,0.263024,0,6
Grazdan-mo-Eraz,Grazdan-mo-Eraz,,1,3,8,0.198554,0.209914,0,5
Helman-Tallhart,Helman-Tallhart,,3,10,6,0.278341,0.300442,897,8
Kegs,Kegs,,7,29,6,0.307223,0.340894,4.736652,4
Jarl,Jarl,,8,68,6,0.306599,0.340618,6.666667,4
Grisel,Grisel,,1,3,6,0.270125,0.287693,0,1
Halder,Halder,,2,6,6,0.303518,0.329029,301,4
Todder,Todder,,1,3,7,0.233025,0.244994,0,4
Hareth-(Moles-Town),Hareth-(Moles-Town),,5,22,6,0.304129,0.333444,0.2,4
Mully,Mully,,5,17,6,0.304435,0.333996,0.3,4
Spare-Boot,Spare-Boot,,6,23,6,0.304743,0.335651,0.5,4
Harma,Harma,,8,39,6,0.306911,0.34117,147.75252,4
Rattleshirt,Rattleshirt,,10,86,6,0.308163,0.345585,160.972083,4
Varamyr,Varamyr,,3,16,6,0.305051,0.33234,0,4
Weeper,Weeper,,2,8,7,0.236122,0.253327,0,4
Randyll-Tarly,Randyll-Tarly,,2,6,7,0.218208,0.230897,0,8
High-Septon-(Tyrions),High-Septon-(Tyrions),,3,12,5,0.335556,0.359989,0,1
Jack-Be-Lucky,Jack-Be-Lucky,,1,5,6,0.250207,0.26617,0,6
Renly-Baratheon,Renly-Baratheon,,9,62,5,0.376559,0.409161,34.813596,0
Shagwell,Shagwell,,2,8,5,0.305359,0.328035,0,0
Urswyck,Urswyck,,1,11,5,0.304435,0.325276,0,0
Tytos-Blackwood,Tytos-Blackwood,,1,3,7,0.225541,0.237693,0,2
Thoren-Smallwood,Thoren-Smallwood,,4,22,6,0.278855,0.306512,601.571429,4
Joanna-Lannister,Joanna-Lannister,,1,4,5,0.292352,0.309989,0,1
Myrcella-Baratheon,Myrcella-Baratheon,,4,21,5,0.340474,0.368267,0,1
Paxter-Redwyne,Paxter-Redwyne,,4,21,5,0.336678,0.362748,87.045209,1
Jon-Arryn,Jon-Arryn,,3,11,6,0.314583,0.332947,17.719177,1
Robert-Arryn,Robert-Arryn,,5,26,6,0.302,0.332506,12.9233,1
Orell,Orell,,2,9,6,0.303213,0.328477,0,4
Ryk,Ryk,,4,29,6,0.304435,0.332892,0,4
Zei,Zei,,1,3,6,0.302909,0.326821,0,4
Jon-Umber-(Smalljon),Jon-Umber-(Smalljon),,2,9,6,0.306599,0.332726,0,2
Robin-Flint,Robin-Flint,,3,9,6,0.306911,0.334382,77.909274,2
Wendel-Manderly,Wendel-Manderly,,2,6,7,0.242961,0.260289,0,2
Jonothor-Darry,Jonothor-Darry,,2,6,7,0.196231,0.206693,0,0
Oswell-Whent,Oswell-Whent,,2,6,7,0.196231,0.206693,0,0
Joramun,Joramun,,1,3,6,0.268206,0.286976,0,4
Kella,Kella,,1,3,6,0.298419,0.321468,0,1
Willem-Lannister,Willem-Lannister,,4,15,6,0.31102,0.341556,329.39062,2
Softfoot,Softfoot,,1,3,7,0.219796,0.233286,0,4
Symon-Silver-Tongue,Symon-Silver-Tongue,,3,13,5,0.31524,0.341115,0,1
Tanda-Stokeworth,Tanda-Stokeworth,,4,18,5,0.321277,0.351049,3.010913,1
Merrett-Frey,Merrett-Frey,,2,6,6,0.272809,0.294316,1.390152,2
Walder-Rivers,Walder-Rivers,,2,7,6,0.306599,0.332726,0,2
Luwin,Luwin,,1,5,7,0.239873,0.250087,0,7
Marillion,Marillion,,3,25,6,0.300199,0.326987,0,1
Mathis-Rowan,Mathis-Rowan,,2,11,6,0.279371,0.295916,1.467857,1
Maegor-I-Targaryen,Maegor-I-Targaryen,,1,3,6,0.273799,0.288411,0,1
Mallador-Locke,Mallador-Locke,,1,4,7,0.218208,0.231189,0,4
Martyn-Lannister,Martyn-Lannister,,2,6,5,0.293489,0.313024,6.803575,2
Mordane,Mordane,,1,4,6,0.298419,0.321468,0,1
Munda,Munda,,1,4,7,0.236492,0.251837,0,4
Nage,Nage,,1,3,6,0.235937,0.247958,0,0
Olyvar-Frey,Olyvar-Frey,,2,12,6,0.306599,0.332726,0,2
Oswell-Kettleblack,Oswell-Kettleblack,,2,9,6,0.299901,0.325331,0,1
Ottyn-Wythers,Ottyn-Wythers,,1,6,7,0.218208,0.231189,0,4
Patchface,Patchface,,1,3,6,0.253356,0.265894,0,3
Perwyn-Frey,Perwyn-Frey,,1,3,6,0.305978,0.330519,0,2
Yohn-Royce,Yohn-Royce,,1,3,6,0.270125,0.287693,0,1
Petyr-Frey,Petyr-Frey,,2,8,6,0.250622,0.26904,0.333333,2
Ragwyle,Ragwyle,,1,3,7,0.242181,0.258184,0,4
Ramsay-Snow,Ramsay-Snow,,2,8,6,0.307849,0.334382,0,0
Rollam-Westerling,Rollam-Westerling,,2,7,6,0.306288,0.332174,0,2
Rhaella-Targaryen,Rhaella-Targaryen,,2,6,6,0.265845,0.280243,0,5
Rolph-Spicer,Rolph-Spicer,,1,5,6,0.305978,0.330519,0,2
Tristifer-IV-Mudd,Tristifer-IV-Mudd,,1,3,6,0.305978,0.330519,0,2
Zollo,Zollo,,2,8,6,0.236863,0.251545,0,0
Tysha,Tysha,,2,6,5,0.320594,0.347737,0,1
Simon-Toyne,Simon-Toyne,,1,3,8,0.18073,0.18761,0,0
Tion-Frey,Tion-Frey,,1,6,7,0.237421,0.251183,0,2
