Source,Target,Type,Id,Label,timeset,Weight,book
Aerys-II-Targaryen,Brienne-of-Tarth,Undirected,36,,,3,3
Aerys-II-Targaryen,Jaime-Lannister,Undirected,37,,,22,3
Aerys-II-Targaryen,Joffrey-Baratheon,Undirected,38,,,6,3
Aerys-II-Targaryen,Robert-Baratheon,Undirected,39,,,9,3
Aerys-II-Targaryen,Rossart,Undirected,40,,,4,3
Aerys-II-Targaryen,Tyrion-Lannister,Undirected,41,,,6,3
Aerys-II-Targaryen,Tywin-Lannister,Undirected,42,,,10,3
Aerys-II-Targaryen,Viserys-Targaryen,Undirected,43,,,3,3
Aggo,Jhogo,Undirected,44,,,4,3
Aggo,Rakharo,Undirected,45,,,3,3
Alayaya,Bronn,Undirected,46,,,3,3
Alayaya,Cersei-Lannister,Undirected,47,,,3,3
Alayaya,Tyrion-Lannister,Undirected,48,,,4,3
Alerie-Hightower,Mace-Tyrell,Undirected,49,,,3,3
Alerie-Hightower,Margaery-Tyrell,Undirected,50,,,3,3
Alester-Florent,Axell-Florent,Undirected,51,,,4,3
Alester-Florent,Davos-Seaworth,Undirected,52,,,11,3
Alester-Florent,Lamprey,Undirected,53,,,3,3
Alester-Florent,Selyse-Florent,Undirected,54,,,4,3
Alester-Florent,Stannis-Baratheon,Undirected,55,,,4,3
Alla-Tyrell,Elinor-Tyrell,Undirected,56,,,5,3
Alla-Tyrell,Megga-Tyrell,Undirected,57,,,6,3
Alla-Tyrell,Sansa-Stark,Undirected,58,,,4,3
Alliser-Thorne,Janos-Slynt,Undirected,59,,,13,3
Alliser-Thorne,Jon-Snow,Undirected,60,,,22,3
Alliser-Thorne,Mance-Rayder,Undirected,61,,,6,3
Alliser-Thorne,Qhorin-Halfhand,Undirected,62,,,4,3
Alliser-Thorne,Samwell-Tarly,Undirected,63,,,4,3
Alliser-Thorne,Stannis-Baratheon,Undirected,64,,,3,3
Amory-Lorch,Gregor-Clegane,Undirected,65,,,3,3
Amory-Lorch,Jaime-Lannister,Undirected,66,,,3,3
Amory-Lorch,Oberyn-Martell,Undirected,67,,,6,3
Amory-Lorch,Tywin-Lannister,Undirected,68,,,4,3
Amory-Lorch,Vargo-Hoat,Undirected,69,,,3,3
Anders-Yronwood,Oberyn-Martell,Undirected,70,,,3,3
Andrew-Estermont,Davos-Seaworth,Undirected,71,,,4,3
Andrew-Estermont,Edric-Storm,Undirected,72,,,4,3
Andrew-Estermont,Gerald-Gower,Undirected,73,,,3,3
Anguy,Arya-Stark,Undirected,74,,,15,3
Anguy,Beric-Dondarrion,Undirected,75,,,4,3
Anguy,Greenbeard,Undirected,76,,,9,3
Anguy,Harwin,Undirected,77,,,7,3
Anguy,Husband,Undirected,78,,,3,3
Anguy,Lem,Undirected,79,,,22,3
Anguy,Sandor-Clegane,Undirected,80,,,3,3
Anguy,Sharna,Undirected,81,,,6,3
Anguy,Tom-of-Sevenstreams,Undirected,82,,,12,3
Arson,Jon-Snow,Undirected,83,,,3,3
Arstan,Belwas,Undirected,84,,,25,3
Arstan,Daenerys-Targaryen,Undirected,85,,,29,3
Arstan,Illyrio-Mopatis,Undirected,86,,,3,3
Arstan,Jhiqui,Undirected,87,,,3,3
Arstan,Jorah-Mormont,Undirected,88,,,13,3
Arstan,Kraznys-mo-Nakloz,Undirected,89,,,3,3
Arstan,Mero,Undirected,90,,,7,3
Arstan,Rhaegar-Targaryen,Undirected,91,,,7,3
Arthur-Dayne,Gerold-Hightower,Undirected,92,,,5,3
Arthur-Dayne,Lewyn-Martell,Undirected,93,,,3,3
Arthur-Dayne,Rhaegar-Targaryen,Undirected,94,,,3,3
Arthur-Dayne,Smiling-Knight,Undirected,95,,,4,3
Arya-Stark,Beric-Dondarrion,Undirected,96,,,23,3
Arya-Stark,Bran-Stark,Undirected,97,,,9,3
Arya-Stark,Brynden-Tully,Undirected,98,,,4,3
Arya-Stark,Catelyn-Stark,Undirected,99,,,3,3
Arya-Stark,Cersei-Lannister,Undirected,100,,,6,3
Arya-Stark,Dunsen,Undirected,101,,,3,3
Arya-Stark,Eddard-Stark,Undirected,102,,,6,3
Arya-Stark,Elmar-Frey,Undirected,103,,,4,3
Arya-Stark,Gendry,Undirected,104,,,46,3
Arya-Stark,Greenbeard,Undirected,105,,,9,3
Arya-Stark,Gregor-Clegane,Undirected,106,,,6,3
Arya-Stark,Harwin,Undirected,107,,,17,3
Arya-Stark,Hot-Pie,Undirected,108,,,25,3
Arya-Stark,Ilyn-Payne,Undirected,109,,,3,3
Arya-Stark,Jaime-Lannister,Undirected,110,,,10,3
Arya-Stark,Joffrey-Baratheon,Undirected,111,,,10,3
Arya-Stark,Jon-Snow,Undirected,112,,,9,3
Arya-Stark,Lem,Undirected,113,,,24,3
Arya-Stark,Mad-Huntsman,Undirected,114,,,4,3
Arya-Stark,Meryn-Trant,Undirected,115,,,3,3
Arya-Stark,Mycah,Undirected,116,,,6,3
Arya-Stark,Nan,Undirected,117,,,7,3
Arya-Stark,Pate-(Old),Undirected,118,,,4,3
Arya-Stark,Polliver,Undirected,119,,,11,3
Arya-Stark,Rafford,Undirected,120,,,5,3
Arya-Stark,Ravella-Swann,Undirected,121,,,7,3
Arya-Stark,Rickon-Stark,Undirected,122,,,8,3
Arya-Stark,Robb-Stark,Undirected,123,,,14,3
Arya-Stark,Robert-Baratheon,Undirected,124,,,5,3
Arya-Stark,Roose-Bolton,Undirected,125,,,8,3
Arya-Stark,Sandor-Clegane,Undirected,126,,,48,3
Arya-Stark,Sansa-Stark,Undirected,127,,,23,3
Arya-Stark,Thoros-of-Myr,Undirected,128,,,21,3
Arya-Stark,Tickler,Undirected,129,,,5,3
Arya-Stark,Tom-of-Sevenstreams,Undirected,130,,,24,3
Arya-Stark,Tyrion-Lannister,Undirected,131,,,7,3
Axell-Florent,Davos-Seaworth,Undirected,132,,,21,3
Axell-Florent,Lamprey,Undirected,133,,,5,3
Axell-Florent,Melisandre,Undirected,134,,,4,3
Axell-Florent,Porridge,Undirected,135,,,5,3
Axell-Florent,Salladhor-Saan,Undirected,136,,,3,3
Axell-Florent,Selyse-Florent,Undirected,137,,,8,3
Axell-Florent,Stannis-Baratheon,Undirected,138,,,16,3
Azor-Ahai,Stannis-Baratheon,Undirected,139,,,3,3
Baelor-I-Targaryen,Cersei-Lannister,Undirected,140,,,3,3
Baelor-I-Targaryen,Sansa-Stark,Undirected,141,,,3,3
Baelor-I-Targaryen,Tyrion-Lannister,Undirected,142,,,3,3
Ballabar,Frenken,Undirected,143,,,4,3
Ballabar,Tyrion-Lannister,Undirected,144,,,4,3
Balon-Greyjoy,Robb-Stark,Undirected,145,,,6,3
Balon-Greyjoy,Stannis-Baratheon,Undirected,146,,,4,3
Balon-Greyjoy,Tywin-Lannister,Undirected,147,,,4,3
Balon-Swann,Boros-Blount,Undirected,148,,,3,3
Balon-Swann,Jaime-Lannister,Undirected,149,,,5,3
Balon-Swann,Joffrey-Baratheon,Undirected,150,,,5,3
Balon-Swann,Loras-Tyrell,Undirected,151,,,6,3
Balon-Swann,Osmund-Kettleblack,Undirected,152,,,3,3
Balon-Swann,Tyrion-Lannister,Undirected,153,,,4,3
Bannen,Dywen,Undirected,154,,,5,3
Bannen,Samwell-Tarly,Undirected,155,,,11,3
Barristan-Selmy,Daenerys-Targaryen,Undirected,156,,,5,3
Barristan-Selmy,Gerold-Hightower,Undirected,157,,,5,3
Barristan-Selmy,Jaime-Lannister,Undirected,158,,,4,3
Barristan-Selmy,Jorah-Mormont,Undirected,159,,,5,3
Barristan-Selmy,Robert-Baratheon,Undirected,160,,,8,3
Bedwyck,Craster,Undirected,161,,,4,3
Bedwyck,Dywen,Undirected,162,,,3,3
Bedwyck,Eddison-Tollett,Undirected,163,,,4,3
Bedwyck,Grenn,Undirected,164,,,4,3
Bedwyck,Samwell-Tarly,Undirected,165,,,3,3
Belwas,Ben-Plumm,Undirected,166,,,4,3
Belwas,Daenerys-Targaryen,Undirected,167,,,28,3
Belwas,Illyrio-Mopatis,Undirected,168,,,8,3
Belwas,Jhiqui,Undirected,169,,,3,3
Belwas,Jorah-Mormont,Undirected,170,,,18,3
Belwas,Oznak-zo-Pahl,Undirected,171,,,8,3
Ben-Plumm,Daario-Naharis,Undirected,172,,,4,3
Ben-Plumm,Daenerys-Targaryen,Undirected,173,,,10,3
Benjen-Stark,Bran-Stark,Undirected,174,,,3,3
Benjen-Stark,Jeor-Mormont,Undirected,175,,,3,3
Benjen-Stark,Jon-Snow,Undirected,176,,,3,3
Benjen-Stark,Robert-Baratheon,Undirected,177,,,3,3
Beric-Dondarrion,Gendry,Undirected,178,,,4,3
Beric-Dondarrion,Gregor-Clegane,Undirected,179,,,3,3
Beric-Dondarrion,Harwin,Undirected,180,,,7,3
Beric-Dondarrion,Jack-Bulwer,Undirected,181,,,4,3
Beric-Dondarrion,Joffrey-Baratheon,Undirected,182,,,3,3
Beric-Dondarrion,Lem,Undirected,183,,,14,3
Beric-Dondarrion,Sandor-Clegane,Undirected,184,,,15,3
Beric-Dondarrion,Thoros-of-Myr,Undirected,185,,,26,3
Beric-Dondarrion,Tom-of-Sevenstreams,Undirected,186,,,4,3
Big-Boil,Jon-Snow,Undirected,187,,,3,3
Big-Boil,Ygritte,Undirected,188,,,3,3
Biter,Rorge,Undirected,189,,,3,3
Blane,Jeor-Mormont,Undirected,190,,,3,3
Boros-Blount,Cersei-Lannister,Undirected,191,,,4,3
Boros-Blount,Jaime-Lannister,Undirected,192,,,6,3
Boros-Blount,Loras-Tyrell,Undirected,193,,,5,3
Boros-Blount,Meryn-Trant,Undirected,194,,,6,3
Boros-Blount,Tommen-Baratheon,Undirected,195,,,7,3
Boros-Blount,Tyrion-Lannister,Undirected,196,,,6,3
Bowen-Marsh,Cotter-Pyke,Undirected,197,,,3,3
Bowen-Marsh,Denys-Mallister,Undirected,198,,,5,3
Bowen-Marsh,Donal-Noye,Undirected,199,,,4,3
Bowen-Marsh,Eddison-Tollett,Undirected,200,,,3,3
Bowen-Marsh,Hobb,Undirected,201,,,3,3
Bowen-Marsh,Janos-Slynt,Undirected,202,,,10,3
Bowen-Marsh,Jeor-Mormont,Undirected,203,,,8,3
Bowen-Marsh,Jon-Snow,Undirected,204,,,5,3
Bowen-Marsh,Othell-Yarwyck,Undirected,205,,,9,3
Bowen-Marsh,Samwell-Tarly,Undirected,206,,,7,3
Bran-Stark,Catelyn-Stark,Undirected,207,,,3,3
Bran-Stark,Coldhands,Undirected,208,,,4,3
Bran-Stark,Eddard-Stark,Undirected,209,,,7,3
Bran-Stark,Hodor,Undirected,210,,,71,3
Bran-Stark,Joffrey-Baratheon,Undirected,211,,,3,3
Bran-Stark,Jojen-Reed,Undirected,212,,,48,3
Bran-Stark,Jon-Snow,Undirected,213,,,13,3
Bran-Stark,Jon-Umber-(Greatjon),Undirected,214,,,3,3
Bran-Stark,Meera-Reed,Undirected,215,,,54,3
Bran-Stark,Nan,Undirected,216,,,14,3
Bran-Stark,Rickon-Stark,Undirected,217,,,31,3
Bran-Stark,Robb-Stark,Undirected,218,,,18,3
Bran-Stark,Samwell-Tarly,Undirected,219,,,11,3
Bran-Stark,Sansa-Stark,Undirected,220,,,10,3
Bran-Stark,Theon-Greyjoy,Undirected,221,,,9,3
Brandon-Stark,Eddard-Stark,Undirected,222,,,8,3
Brandon-Stark,Rickon-Stark,Undirected,223,,,3,3
Brandon-Stark,Robb-Stark,Undirected,224,,,3,3
Brella,Sansa-Stark,Undirected,225,,,4,3
Brella,Shae,Undirected,226,,,4,3
Brenett,Catelyn-Stark,Undirected,227,,,3,3
Brienne-of-Tarth,Catelyn-Stark,Undirected,228,,,7,3
Brienne-of-Tarth,Cersei-Lannister,Undirected,229,,,5,3
Brienne-of-Tarth,Cleos-Frey,Undirected,230,,,12,3
Brienne-of-Tarth,Elmar-Frey,Undirected,231,,,6,3
Brienne-of-Tarth,Jaime-Lannister,Undirected,232,,,87,3
Brienne-of-Tarth,Loras-Tyrell,Undirected,233,,,6,3
Brienne-of-Tarth,Qyburn,Undirected,234,,,3,3
Brienne-of-Tarth,Robb-Stark,Undirected,235,,,5,3
Brienne-of-Tarth,Roose-Bolton,Undirected,236,,,11,3
Brienne-of-Tarth,Sansa-Stark,Undirected,237,,,5,3
Brienne-of-Tarth,Tyrion-Lannister,Undirected,238,,,4,3
Brienne-of-Tarth,Vargo-Hoat,Undirected,239,,,4,3
Brienne-of-Tarth,Walton,Undirected,240,,,3,3
Bronn,Cersei-Lannister,Undirected,241,,,8,3
Bronn,Gregor-Clegane,Undirected,242,,,4,3
Bronn,Joffrey-Baratheon,Undirected,243,,,3,3
Bronn,Lollys-Stokeworth,Undirected,244,,,3,3
Bronn,Mandon-Moore,Undirected,245,,,3,3
Bronn,Oberyn-Martell,Undirected,246,,,4,3
Bronn,Podrick-Payne,Undirected,247,,,17,3
Bronn,Tommen-Baratheon,Undirected,248,,,4,3
Bronn,Tyrion-Lannister,Undirected,249,,,32,3
Bronn,Tywin-Lannister,Undirected,250,,,3,3
Bronn,Varys,Undirected,251,,,4,3
Brynden-Tully,Catelyn-Stark,Undirected,252,,,5,3
Brynden-Tully,Edmure-Tully,Undirected,253,,,6,3
Brynden-Tully,Rickard-Karstark,Undirected,254,,,4,3
Brynden-Tully,Robb-Stark,Undirected,255,,,12,3
Brynden-Tully,Tywin-Lannister,Undirected,256,,,4,3
Brynden-Tully,Walder-Frey,Undirected,257,,,4,3
Butterbumps,Olenna-Redwyne,Undirected,258,,,4,3
Butterbumps,Sansa-Stark,Undirected,259,,,6,3
Byam-Flint,Craster,Undirected,260,,,3,3
Catelyn-Stark,Cersei-Lannister,Undirected,261,,,4,3
Catelyn-Stark,Cleos-Frey,Undirected,262,,,4,3
Catelyn-Stark,Dacey-Mormont,Undirected,263,,,5,3
Catelyn-Stark,Desmond-Grell,Undirected,264,,,6,3
Catelyn-Stark,Eddard-Stark,Undirected,265,,,7,3
Catelyn-Stark,Edmure-Tully,Undirected,266,,,18,3
Catelyn-Stark,Elmar-Frey,Undirected,267,,,5,3
Catelyn-Stark,Hoster-Tully,Undirected,268,,,16,3
Catelyn-Stark,Jaime-Lannister,Undirected,269,,,19,3
Catelyn-Stark,Jason-Mallister,Undirected,270,,,5,3
Catelyn-Stark,Jeyne-Westerling,Undirected,271,,,13,3
Catelyn-Stark,Joffrey-Baratheon,Undirected,272,,,3,3
Catelyn-Stark,Jon-Umber-(Greatjon),Undirected,273,,,10,3
Catelyn-Stark,Lothar-Frey,Undirected,274,,,3,3
Catelyn-Stark,Lysa-Arryn,Undirected,275,,,15,3
Catelyn-Stark,Maege-Mormont,Undirected,276,,,6,3
Catelyn-Stark,Marq-Piper,Undirected,277,,,3,3
Catelyn-Stark,Petyr-Baelish,Undirected,278,,,6,3
Catelyn-Stark,Raynald-Westerling,Undirected,279,,,5,3
Catelyn-Stark,Rickard-Karstark,Undirected,280,,,6,3
Catelyn-Stark,Robb-Stark,Undirected,281,,,48,3
Catelyn-Stark,Robin-Ryger,Undirected,282,,,3,3
Catelyn-Stark,Rodrik-Cassel,Undirected,283,,,3,3
Catelyn-Stark,Roose-Bolton,Undirected,284,,,10,3
Catelyn-Stark,Roslin-Frey,Undirected,285,,,7,3
Catelyn-Stark,Ryman-Frey,Undirected,286,,,6,3
Catelyn-Stark,Sansa-Stark,Undirected,287,,,11,3
Catelyn-Stark,Stannis-Baratheon,Undirected,288,,,4,3
Catelyn-Stark,Tansy,Undirected,289,,,8,3
Catelyn-Stark,Tyrion-Lannister,Undirected,290,,,7,3
Catelyn-Stark,Vyman,Undirected,291,,,9,3
Catelyn-Stark,Walder-Frey,Undirected,292,,,25,3
Cersei-Lannister,Dunsen,Undirected,293,,,6,3
Cersei-Lannister,Eddard-Stark,Undirected,294,,,6,3
Cersei-Lannister,Elia-Martell,Undirected,295,,,4,3
Cersei-Lannister,Ellaria-Sand,Undirected,296,,,4,3
Cersei-Lannister,Gregor-Clegane,Undirected,297,,,7,3
Cersei-Lannister,Ilyn-Payne,Undirected,298,,,8,3
Cersei-Lannister,Jaime-Lannister,Undirected,299,,,35,3
Cersei-Lannister,Joffrey-Baratheon,Undirected,300,,,44,3
Cersei-Lannister,Kevan-Lannister,Undirected,301,,,5,3
Cersei-Lannister,Lancel-Lannister,Undirected,302,,,3,3
Cersei-Lannister,Lysa-Arryn,Undirected,303,,,4,3
Cersei-Lannister,Mace-Tyrell,Undirected,304,,,6,3
Cersei-Lannister,Mandon-Moore,Undirected,305,,,4,3
Cersei-Lannister,Margaery-Tyrell,Undirected,306,,,6,3
Cersei-Lannister,Meryn-Trant,Undirected,307,,,13,3
Cersei-Lannister,Oberyn-Martell,Undirected,308,,,9,3
Cersei-Lannister,Olenna-Redwyne,Undirected,309,,,5,3
Cersei-Lannister,Osmund-Kettleblack,Undirected,310,,,8,3
Cersei-Lannister,Polliver,Undirected,311,,,6,3
Cersei-Lannister,Pycelle,Undirected,312,,,4,3
Cersei-Lannister,Rafford,Undirected,313,,,6,3
Cersei-Lannister,Robert-Baratheon,Undirected,314,,,14,3
Cersei-Lannister,Sandor-Clegane,Undirected,315,,,5,3
Cersei-Lannister,Sansa-Stark,Undirected,316,,,21,3
Cersei-Lannister,Shae,Undirected,317,,,4,3
Cersei-Lannister,Tickler,Undirected,318,,,6,3
Cersei-Lannister,Tommen-Baratheon,Undirected,319,,,4,3
Cersei-Lannister,Tyrion-Lannister,Undirected,320,,,54,3
Cersei-Lannister,Tywin-Lannister,Undirected,321,,,20,3
Cersei-Lannister,Varys,Undirected,322,,,4,3
Cersei-Lannister,Willas-Tyrell,Undirected,323,,,5,3
Chataya,Tyrion-Lannister,Undirected,324,,,4,3
Chett,Jeor-Mormont,Undirected,325,,,6,3
Chett,Lark,Undirected,326,,,9,3
Chett,Qhorin-Halfhand,Undirected,327,,,3,3
Chett,Samwell-Tarly,Undirected,328,,,4,3
Chett,Small-Paul,Undirected,329,,,8,3
Cleon,Daenerys-Targaryen,Undirected,330,,,4,3
Cleon,Ghael,Undirected,331,,,5,3
Cleos-Frey,Jaime-Lannister,Undirected,332,,,25,3
Clubfoot-Karl,Craster,Undirected,333,,,6,3
Clubfoot-Karl,Samwell-Tarly,Undirected,334,,,3,3
Clydas,Hobb,Undirected,335,,,6,3
Clydas,Jon-Snow,Undirected,336,,,10,3
Clydas,Samwell-Tarly,Undirected,337,,,6,3
Coldhands,Gilly,Undirected,338,,,3,3
Cotter-Pyke,Denys-Mallister,Undirected,339,,,14,3
Cotter-Pyke,Eddison-Tollett,Undirected,340,,,3,3
Cotter-Pyke,Jon-Snow,Undirected,341,,,3,3
Cotter-Pyke,Othell-Yarwyck,Undirected,342,,,6,3
Cotter-Pyke,Pypar,Undirected,343,,,3,3
Cotter-Pyke,Samwell-Tarly,Undirected,344,,,10,3
Cotter-Pyke,Stannis-Baratheon,Undirected,345,,,5,3
Craster,Dirk,Undirected,346,,,6,3
Craster,Eddison-Tollett,Undirected,347,,,3,3
Craster,Gilly,Undirected,348,,,16,3
Craster,Grenn,Undirected,349,,,3,3
Craster,Jeor-Mormont,Undirected,350,,,8,3
Craster,Jojen-Reed,Undirected,351,,,3,3
Craster,Jon-Snow,Undirected,352,,,7,3
Craster,Mance-Rayder,Undirected,353,,,6,3
Craster,Samwell-Tarly,Undirected,354,,,32,3
Craster,Tormund,Undirected,355,,,3,3
Cressen,Davos-Seaworth,Undirected,356,,,4,3
Daario-Naharis,Daenerys-Targaryen,Undirected,357,,,15,3
Daario-Naharis,Drogo,Undirected,358,,,3,3
Daario-Naharis,Irri,Undirected,359,,,3,3
Daario-Naharis,Jorah-Mormont,Undirected,360,,,10,3
Daario-Naharis,Prendahl-na-Ghezn,Undirected,361,,,3,3
Daario-Naharis,Sallor,Undirected,362,,,3,3
Dacey-Mormont,Maege-Mormont,Undirected,363,,,3,3
Dacey-Mormont,Robb-Stark,Undirected,364,,,3,3
Daenerys-Targaryen,Drogo,Undirected,365,,,7,3
Daenerys-Targaryen,Ghael,Undirected,366,,,3,3
Daenerys-Targaryen,Grey-Worm,Undirected,367,,,14,3
Daenerys-Targaryen,Groleo,Undirected,368,,,6,3
Daenerys-Targaryen,Irri,Undirected,369,,,17,3
Daenerys-Targaryen,Jhiqui,Undirected,370,,,17,3
Daenerys-Targaryen,Jhogo,Undirected,371,,,4,3
Daenerys-Targaryen,Jorah-Mormont,Undirected,372,,,53,3
Daenerys-Targaryen,Kraznys-mo-Nakloz,Undirected,373,,,16,3
Daenerys-Targaryen,Mero,Undirected,374,,,5,3
Daenerys-Targaryen,Missandei,Undirected,375,,,26,3
Daenerys-Targaryen,Oznak-zo-Pahl,Undirected,376,,,4,3
Daenerys-Targaryen,Rakharo,Undirected,377,,,7,3
Daenerys-Targaryen,Rhaegar-Targaryen,Undirected,378,,,13,3
Daenerys-Targaryen,Rhaegel-Targaryen,Undirected,379,,,5,3
Daenerys-Targaryen,Robert-Baratheon,Undirected,380,,,8,3
Daenerys-Targaryen,Viserys-Targaryen,Undirected,381,,,8,3
Daeron-I-Targaryen,Shireen-Baratheon,Undirected,382,,,3,3
Dalla,Jon-Snow,Undirected,383,,,6,3
Dalla,Mance-Rayder,Undirected,384,,,10,3
Dalla,Val,Undirected,385,,,7,3
Davos-Seaworth,Devan-Seaworth,Undirected,386,,,5,3
Davos-Seaworth,Edric-Storm,Undirected,387,,,19,3
Davos-Seaworth,Guncer-Sunglass,Undirected,388,,,3,3
Davos-Seaworth,Joffrey-Baratheon,Undirected,389,,,10,3
Davos-Seaworth,Khorane-Sathmantes,Undirected,390,,,4,3
Davos-Seaworth,Lamprey,Undirected,391,,,8,3
Davos-Seaworth,Melisandre,Undirected,392,,,40,3
Davos-Seaworth,Porridge,Undirected,393,,,6,3
Davos-Seaworth,Pylos,Undirected,394,,,15,3
Davos-Seaworth,Salladhor-Saan,Undirected,395,,,22,3
Davos-Seaworth,Selyse-Florent,Undirected,396,,,6,3
Davos-Seaworth,Shireen-Baratheon,Undirected,397,,,9,3
Davos-Seaworth,Stannis-Baratheon,Undirected,398,,,52,3
Denys-Mallister,Eddison-Tollett,Undirected,399,,,3,3
Denys-Mallister,Janos-Slynt,Undirected,400,,,3,3
Denys-Mallister,Othell-Yarwyck,Undirected,401,,,4,3
Denys-Mallister,Pypar,Undirected,402,,,4,3
Denys-Mallister,Samwell-Tarly,Undirected,403,,,14,3
Desmond-Grell,Edmure-Tully,Undirected,404,,,4,3
Desmond-Grell,Robb-Stark,Undirected,405,,,4,3
Desmond-Grell,Utherydes-Wayn,Undirected,406,,,6,3
Devan-Seaworth,Pylos,Undirected,407,,,3,3
Devan-Seaworth,Stannis-Baratheon,Undirected,408,,,4,3
Dick-Follard,Jon-Snow,Undirected,409,,,3,3
Dick-Follard,Satin,Undirected,410,,,5,3
Dirk,Samwell-Tarly,Undirected,411,,,4,3
Donal-Noye,Jeor-Mormont,Undirected,412,,,4,3
Donal-Noye,Jon-Snow,Undirected,413,,,33,3
Donal-Noye,Mag-Mar-Tun-Doh-Weg,Undirected,414,,,6,3
Donal-Noye,Mance-Rayder,Undirected,415,,,3,3
Donal-Noye,Qhorin-Halfhand,Undirected,416,,,3,3
Donal-Noye,Stannis-Baratheon,Undirected,417,,,4,3
Dontos-Hollard,Joffrey-Baratheon,Undirected,418,,,10,3
Dontos-Hollard,Lothor-Brune,Undirected,419,,,3,3
Dontos-Hollard,Moon-Boy,Undirected,420,,,3,3
Dontos-Hollard,Petyr-Baelish,Undirected,421,,,4,3
Dontos-Hollard,Sansa-Stark,Undirected,422,,,13,3
Dontos-Hollard,Tyrion-Lannister,Undirected,423,,,7,3
Dontos-Hollard,Willas-Tyrell,Undirected,424,,,3,3
Doran-Martell,Gregor-Clegane,Undirected,425,,,3,3
Doran-Martell,Oberyn-Martell,Undirected,426,,,4,3
Doran-Martell,Tyrion-Lannister,Undirected,427,,,10,3
Drogo,Irri,Undirected,428,,,3,3
Drogo,Jorah-Mormont,Undirected,429,,,8,3
Dunsen,Gregor-Clegane,Undirected,430,,,11,3
Dunsen,Ilyn-Payne,Undirected,431,,,6,3
Dunsen,Joffrey-Baratheon,Undirected,432,,,6,3
Dunsen,Meryn-Trant,Undirected,433,,,6,3
Dunsen,Polliver,Undirected,434,,,9,3
Dunsen,Rafford,Undirected,435,,,10,3
Dunsen,Sandor-Clegane,Undirected,436,,,7,3
Dunsen,Tickler,Undirected,437,,,9,3
Dywen,Eddison-Tollett,Undirected,438,,,5,3
Dywen,Grenn,Undirected,439,,,4,3
Dywen,Jeor-Mormont,Undirected,440,,,4,3
Dywen,Samwell-Tarly,Undirected,441,,,6,3
Eddard-Stark,Gregor-Clegane,Undirected,442,,,3,3
Eddard-Stark,Jaime-Lannister,Undirected,443,,,6,3
Eddard-Stark,Joffrey-Baratheon,Undirected,444,,,3,3
Eddard-Stark,Jon-Snow,Undirected,445,,,4,3
