Source,Target,Type,Id,Label,timeset,Weight,season
3,3,Undirected,0,,,179,7
3,3,Undirected,1,,,178,7
2,2,Undirected,2,,,172,7
0,0,Undirected,3,,,156,7
3,3,Undirected,4,,,107,7
0,0,Undirected,5,,,107,7
3,3,Undirected,6,,,92,7
2,2,Undirected,7,,,85,7
3,0,Undirected,8,,,79,7
1,1,Undirected,9,,,75,7
2,3,Undirected,10,,,74,7
3,3,Undirected,11,,,65,7
1,1,Undirected,12,,,63,7
3,1,Undirected,13,,,59,7
1,1,Undirected,14,,,57,7
1,1,Undirected,15,,,57,7
3,1,Undirected,16,,,55,7
3,1,Undirected,17,,,50,7
3,3,Undirected,18,,,46,7
3,3,Undirected,19,,,45,7
0,0,Undirected,20,,,44,7
2,2,Undirected,21,,,44,7
1,3,Undirected,22,,,41,7
2,2,Undirected,23,,,38,7
2,2,Undirected,24,,,37,7
2,2,Undirected,25,,,37,7
3,3,Undirected,26,,,36,7
3,3,Undirected,27,,,35,7
3,2,Undirected,28,,,35,7
3,1,Undirected,29,,,34,7
2,3,Undirected,30,,,34,7
0,0,Undirected,31,,,33,7
2,3,Undirected,32,,,33,7
2,2,Undirected,33,,,33,7
3,3,Undirected,34,,,33,7
2,2,Undirected,35,,,33,7
3,3,Undirected,36,,,31,7
3,3,Undirected,37,,,31,7
3,3,Undirected,38,,,31,7
1,1,Undirected,39,,,30,7
1,3,Undirected,40,,,30,7
0,0,Undirected,41,,,29,7
1,1,Undirected,42,,,27,7
1,3,Undirected,43,,,27,7
1,1,Undirected,44,,,27,7
2,2,Undirected,45,,,26,7
1,1,Undirected,46,,,26,7
0,0,Undirected,47,,,25,7
2,2,Undirected,48,,,25,7
2,2,Undirected,49,,,25,7
2,2,Undirected,50,,,25,7
0,0,Undirected,51,,,24,7
2,3,Undirected,52,,,24,7
2,2,Undirected,53,,,24,7
2,2,Undirected,54,,,24,7
1,1,Undirected,55,,,24,7
2,2,Undirected,56,,,24,7
2,2,Undirected,57,,,23,7
0,0,Undirected,58,,,23,7
0,0,Undirected,59,,,21,7
0,0,Undirected,60,,,21,7
0,1,Undirected,61,,,21,7
2,2,Undirected,62,,,21,7
2,2,Undirected,63,,,21,7
3,0,Undirected,64,,,21,7
3,3,Undirected,65,,,21,7
3,3,Undirected,66,,,21,7
3,2,Undirected,67,,,20,7
1,1,Undirected,68,,,20,7
3,0,Undirected,69,,,20,7
0,0,Undirected,70,,,19,7
0,0,Undirected,71,,,19,7
2,3,Undirected,72,,,19,7
2,2,Undirected,73,,,19,7
1,1,Undirected,74,,,19,7
1,1,Undirected,75,,,18,7
0,1,Undirected,76,,,18,7
2,2,Undirected,77,,,18,7
1,1,Undirected,78,,,18,7
3,3,Undirected,79,,,18,7
3,3,Undirected,80,,,18,7
3,1,Undirected,81,,,17,7
1,3,Undirected,82,,,17,7
0,0,Undirected,83,,,17,7
3,2,Undirected,84,,,16,7
1,1,Undirected,85,,,16,7
2,2,Undirected,86,,,15,7
2,2,Undirected,87,,,15,7
1,1,Undirected,88,,,15,7
0,0,Undirected,89,,,14,7
3,2,Undirected,90,,,14,7
3,1,Undirected,91,,,14,7
1,1,Undirected,92,,,14,7
3,3,Undirected,93,,,14,7
2,2,Undirected,94,,,14,7
0,0,Undirected,95,,,14,7
3,3,Undirected,96,,,13,7
3,3,Undirected,97,,,13,7
1,1,Undirected,98,,,13,7
3,2,Undirected,99,,,12,7
3,1,Undirected,100,,,12,7
0,3,Undirected,101,,,12,7
3,3,Undirected,102,,,11,7
1,1,Undirected,103,,,11,7
2,2,Undirected,104,,,11,7
0,0,Undirected,105,,,11,7
0,0,Undirected,106,,,11,7
0,0,Undirected,107,,,11,7
1,1,Undirected,108,,,11,7
0,2,Undirected,109,,,10,7
3,2,Undirected,110,,,10,7
3,1,Undirected,111,,,10,7
