Source,Target,Type,Id,Label,timeset,Weight,season
4,4,Undirected,0,,,162,4
0,0,Undirected,1,,,147,4
0,0,Undirected,2,,,131,4
1,1,Undirected,3,,,106,4
0,0,Undirected,4,,,104,4
2,2,Undirected,5,,,96,4
0,0,Undirected,6,,,94,4
3,3,Undirected,7,,,89,4
2,2,Undirected,8,,,88,4
0,0,Undirected,9,,,86,4
0,0,Undirected,10,,,83,4
4,0,Undirected,11,,,80,4
3,3,Undirected,12,,,79,4
0,0,Undirected,13,,,79,4
4,4,Undirected,14,,,78,4
0,0,Undirected,15,,,78,4
0,0,Undirected,16,,,78,4
3,3,Undirected,17,,,68,4
0,0,Undirected,18,,,64,4
1,1,Undirected,19,,,63,4
5,5,Undirected,20,,,63,4
0,0,Undirected,21,,,57,4
2,2,Undirected,22,,,55,4
1,1,Undirected,23,,,54,4
3,3,Undirected,24,,,52,4
7,7,Undirected,25,,,51,4
1,1,Undirected,26,,,50,4
3,3,Undirected,27,,,50,4
0,0,Undirected,28,,,48,4
6,6,Undirected,29,,,47,4
0,0,Undirected,30,,,46,4
2,0,Undirected,31,,,46,4
2,2,Undirected,32,,,45,4
6,6,Undirected,33,,,44,4
6,6,Undirected,34,,,44,4
0,0,Undirected,35,,,43,4
0,0,Undirected,36,,,43,4
0,0,Undirected,37,,,43,4
6,6,Undirected,38,,,42,4
3,3,Undirected,39,,,41,4
4,0,Undirected,40,,,40,4
3,3,Undirected,41,,,39,4
5,5,Undirected,42,,,39,4
0,0,Undirected,43,,,38,4
4,4,Undirected,44,,,36,4
0,0,Undirected,45,,,36,4
7,7,Undirected,46,,,36,4
3,3,Undirected,47,,,35,4
1,1,Undirected,48,,,34,4
0,0,Undirected,49,,,34,4
3,3,Undirected,50,,,34,4
1,1,Undirected,51,,,32,4
3,3,Undirected,52,,,32,4
3,3,Undirected,53,,,31,4
0,0,Undirected,54,,,31,4
2,2,Undirected,55,,,30,4
0,0,Undirected,56,,,30,4
2,2,Undirected,57,,,30,4
0,0,Undirected,58,,,29,4
4,4,Undirected,59,,,29,4
0,0,Undirected,60,,,29,4
3,3,Undirected,61,,,29,4
0,0,Undirected,62,,,28,4
7,7,Undirected,63,,,27,4
0,0,Undirected,64,,,27,4
3,3,Undirected,65,,,26,4
1,1,Undirected,66,,,26,4
3,3,Undirected,67,,,26,4
0,0,Undirected,68,,,25,4
0,2,Undirected,69,,,25,4
1,1,Undirected,70,,,24,4
3,3,Undirected,71,,,24,4
7,7,Undirected,72,,,24,4
4,4,Undirected,73,,,23,4
4,4,Undirected,74,,,22,4
2,2,Undirected,75,,,21,4
6,6,Undirected,76,,,21,4
3,3,Undirected,77,,,21,4
2,2,Undirected,78,,,21,4
0,0,Undirected,79,,,21,4
0,0,Undirected,80,,,21,4
7,7,Undirected,81,,,21,4
4,4,Undirected,82,,,20,4
3,3,Undirected,83,,,20,4
6,6,Undirected,84,,,20,4
3,3,Undirected,85,,,20,4
5,5,Undirected,86,,,20,4
4,4,Undirected,87,,,19,4
0,0,Undirected,88,,,18,4
7,7,Undirected,89,,,18,4
0,0,Undirected,90,,,18,4
0,0,Undirected,91,,,18,4
0,0,Undirected,92,,,18,4
5,5,Undirected,93,,,18,4
0,0,Undirected,94,,,18,4
0,0,Undirected,95,,,18,4
4,4,Undirected,96,,,17,4
3,3,Undirected,97,,,17,4
6,6,Undirected,98,,,17,4
3,3,Undirected,99,,,17,4
2,2,Undirected,100,,,17,4
5,5,Undirected,101,,,17,4
2,0,Undirected,102,,,17,4
7,7,Undirected,103,,,17,4
0,0,Undirected,104,,,16,4
3,3,Undirected,105,,,16,4
0,0,Undirected,106,,,16,4
1,1,Undirected,107,,,15,4
5,5,Undirected,108,,,15,4
2,2,Undirected,109,,,15,4
6,3,Undirected,110,,,14,4
4,0,Undirected,111,,,14,4
1,1,Undirected,112,,,14,4
7,7,Undirected,113,,,14,4
0,0,Undirected,114,,,14,4
3,3,Undirected,115,,,14,4
0,0,Undirected,116,,,14,4
6,6,Undirected,117,,,14,4
3,3,Undirected,118,,,14,4
0,0,Undirected,119,,,14,4
